ID	Term_Description	Fold_Enrichment	occurrence	support	lowest_p	highest_p	non_Signif_Snw_Genes	Up_regulated	Down_regulated
R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	3.32848016639429	100	0.0104166666666667	0.00423414591850743	0.00549518149749589	FZR1	CDKN2A, UBE2S	
R-HSA-6811440	Retrograde transport at the Trans-Golgi-Network	3.60019283303873	98	0.00520833333333333	0.00549941299836037	0.00549941299836037	STX6	NAPA, VPS54	
R-HSA-446203	Asparagine N-linked glycosylation	2.18174229988036	99	0.00520833333333333	0.00643977536800762	0.00643977536800762	CANX	ARF5, NAPA	B4GALT1, MCFD2, SEC23A, TMED7, TRIM13
R-HSA-114452	Activation of BH3-only proteins	5.88031496062992	99	0.00520833333333333	0.00672484233017122	0.00672484233017122	TP53	BBC3, PPP3R1	
R-HSA-4086398	Ca2+ pathway	4.26797053594107	100	0.00520833333333333	0.00681726634520417	0.0249879748755863	CALM1	LEF1, PPP3R1	PPP3CB
R-HSA-8852135	Protein ubiquitination	4.0709872804361	100	0.00520833333333333	0.00786644207560811	0.0198581065370274	UBC	UBE2E3, UBE2S	PEX12
R-HSA-9614085	FOXO-mediated transcription	2.67287043664996	1	0.00574712643678161	0.00823854892527013	0.00823854892527013	EP300	BBC3	PPARGC1A
R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	2.38391147052564	100	0.00520833333333333	0.00875278426490234	0.00875278426490234	UBE2I	CDKN2A, NUP43	
R-HSA-2871809	FCERI mediated Ca+2 mobilization	2.55665867853475	100	0.00520833333333333	0.00942438941525066	0.0344956053918916	CALM1	PPP3R1	PPP3CB
R-HSA-1168372	Downstream signaling events of B Cell Receptor (BCR)	2.20511811023622	1	0.00574712643678161	0.0147295943565187	0.0147295943565187	CALM1	PPP3R1	PPP3CB
R-HSA-6811434	COPI-dependent Golgi-to-ER retrograde traffic	6.45400422508162	100	0.00520833333333333	0.0158674040672989	0.0346233267096708		ARF5, KIF21A, KIFC2, NAPA	KIF20B, TMED7
R-HSA-390466	Chaperonin-mediated protein folding	3.87713074327248	100	0.0104166666666667	0.0163287338158492	0.0163287338158492	TUBA1A	FBXO6, PFDN5	FBXL3, FBXL5
R-HSA-9013424	RHOV GTPase cycle	4.76782294105129	1	0.00591715976331361	0.0164139842380141	0.0164139842380141	CDC42	GIT1	DLG5
R-HSA-9796292	Formation of axial mesoderm	6.78497880072683	99	0.00520833333333333	0.0174485372248923	0.0174485372248923	SMAD3	LEF1	
R-HSA-8951936	RUNX3 regulates p14-ARF	8.82047244094488	1	0.00574712643678161	0.0184535360523566	0.0184535360523566	EP300	CDKN2A	
R-HSA-391251	Protein folding	3.63730822307005	100	0.0104166666666667	0.0197854537578066	0.0197854537578066	TUBA1A	FBXO6, PFDN5	FBXL3, FBXL5
R-HSA-111885	Opioid Signalling	1.98212863841458	1	0.00574712643678161	0.0203044673467383	0.0203044673467383	CALM1	PPP3R1	PPP3CB
R-HSA-5218900	CASP8 activity is inhibited	8.01861130994989	100	0.00520833333333333	0.0225476100468855	0.0225476100468855	TRAF2		TNFRSF10B
R-HSA-69416	Dimerization of procaspase-8	8.01861130994989	100	0.00520833333333333	0.0225476100468855	0.0225476100468855	TRAF2		TNFRSF10B
R-HSA-3371378	Regulation by c-FLIP	8.01861130994989	100	0.00520833333333333	0.0225476100468855	0.0225476100468855	TRAF2		TNFRSF10B
R-HSA-9754189	Germ layer formation at gastrulation	5.88031496062992	99	0.00520833333333333	0.0234786297137342	0.0234786297137342	SMAD3	LEF1	
R-HSA-71336	Pentose phosphate pathway	5.88031496062992	16	0.00684931506849315	0.0234786297137342	0.0234786297137342	TKT	RPIA	
R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	3.42542619065821	7	0.00684931506849315	0.0236940324820834	0.0236940324820834		REPS1, TOR1B	EPS15L1, ITSN1
R-HSA-8878159	Transcriptional regulation by RUNX3	1.85694156651471	1	0.00574712643678161	0.0247028860659075	0.0247028860659075	UBC	CDKN2A, LEF1	
R-HSA-4641265	Repression of WNT target genes	6.78497880072683	3	0.00591715976331361	0.0266400385132816	0.0266400385132816	HDAC1	LEF1	
R-HSA-5607764	CLEC7A (Dectin-1) signaling	1.78191362443331	1	0.00574712643678161	0.0279590234054583	0.0279590234054583	CALM1	PPP3R1	PPP3CB
R-HSA-2046104	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	13.5699576014537	1	0.028735632183908	0.0319575821258096	0.0319575821258096			FADS1, FADS2
R-HSA-2046106	alpha-linolenic acid (ALA) metabolism	13.5699576014537	1	0.028735632183908	0.0319575821258096	0.0319575821258096			FADS1, FADS2
R-HSA-9755511	KEAP1-NFE2L2 pathway	1.60372226198998	1	0.00574712643678161	0.0383433412529616	0.0383433412529616	VCP	CDKN2A	ME1
R-HSA-2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus	4.00930565497495	88	0.00520833333333333	0.0401398759619743	0.0401398759619743	NOTCH2		JAG2
R-HSA-69620	Cell Cycle Checkpoints	1.04590582303694	99	0.00520833333333333	0.0405988534415462	0.0405988534415462	UBC	CDKN2A, NUP43, UBE2S	
R-HSA-8856688	Golgi-to-ER retrograde transport	4.56231333152321	1	0.00574712643678161	0.0449491063313371	0.0449491063313371	KIF23	ARF5, KIF21A, KIFC2, NAPA	KIF20B, TMED7
R-HSA-1989781	PPARA activates gene expression	3.04154222101548	1	0.00574712643678161	0.0449491063313371	0.0449491063313371	EP300	NPAS2	FADS1, ME1, PPARGC1A
R-HSA-109581	Apoptosis	3.11310792033349	99	0.00520833333333333	0.0472020801653031	0.0472020801653031	TP53	BBC3, CDKN2A, PPP3R1	DFFA, OPA1, TNFRSF10B
R-HSA-400206	Regulation of lipid metabolism by PPARalpha	2.98999065794742	1	0.00574712643678161	0.0473068478440883	0.0473068478440883	EP300	NPAS2	FADS1, ME1, PPARGC1A
R-HSA-3928664	Ephrin signaling	9.28470783257356	100	0.00520833333333333	0.0477318087799266	0.0477318087799266	NCK2	EPHB3, GIT1	
R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand	5.51279527559055	100	0.00520833333333333	0.0491216321481921	0.0491216321481921	TRAF2		TNFRSF10B
R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	5.51279527559055	1	0.00574712643678161	0.0491216321481921	0.0491216321481921	TNIP2		MAP3K8
R-HSA-9614657	FOXO-mediated transcription of cell death genes	5.51279527559055	1	0.00574712643678161	0.0491216321481921	0.0491216321481921	EP300	BBC3	
R-HSA-199977	ER to Golgi Anterograde Transport	3.24282075034738	1	0.00591715976331361	0.0492246181492021	0.0492246181492021		ARF5, NAPA	MCFD2, SEC23A, TMED7
