id	type	logFC
TMEM81	mRNA	1.11554310870071
EAF1	mRNA	0.400823614593196
ECHDC2	mRNA	0.529077600710339
NEU3	mRNA	0.507775495256578
PRPF39	mRNA	0.52175405682002
DLG3	mRNA	0.371148109971876
ING5	mRNA	0.4135032594659
NOL7	mRNA	0.481169175083271
RABIF	mRNA	0.821991554265278
hsa_circ_0031132	circRNA	1.345043857
hsa_circ_0002490	circRNA	1.31857731496667
hsa_circ_0106511	circRNA	0.97714666633333
hsa_circ_0055954	circRNA	0.674722610533335
hsa_circ_0059490	circRNA	0.725706603466666
hsa_circ_0000129	circRNA	1.52297638033333
hsa-miR-125b-5p	miRNA	-3.33417733203018
STK35	mRNA	0.509681186491311
DNAL4	mRNA	0.465269297982013
CNP	mRNA	0.33093977038289
C3orf62	mRNA	0.387087526526228
ASPHD1	mRNA	0.957141433719647
GNB2	mRNA	0.516479948413831
MORC2	mRNA	0.288937429234791
SMYD5	mRNA	0.541200692998022
MYO1D	mRNA	0.742664226210976
POFUT2	mRNA	0.381389059231758
AP5Z1	mRNA	0.507451039024767
ZNF212	mRNA	0.378379243025803
SP5	mRNA	1.84549037594763
MSI1	mRNA	2.44205280113565
SAMD10	mRNA	0.831978290664666
HID1	mRNA	0.630259583004813
C2orf15	mRNA	0.545050092288944
TSNARE1	mRNA	0.559612315717904
TMEM63C	mRNA	0.696936040899851
PCDHB10	mRNA	1.92246176240576
HINFP	mRNA	0.274360390631246
CRTC1	mRNA	0.871877582321618
DDX5	mRNA	0.245789369178798
CDKN2A	mRNA	0.844405450149362
MAPK8IP2	mRNA	2.34449856361771
SP9	mRNA	0.756396538131444
IAH1	mRNA	0.393646806969157
FAM43B	mRNA	1.33148617213188
LBX2	mRNA	0.876443488333619
CACNB3	mRNA	0.759797278844352
KCNS3	mRNA	0.856301975405946
IBA57	mRNA	0.480541265927197
SULT4A1	mRNA	1.76325585718552
MAP3K10	mRNA	0.545931262112681
CAMSAP3	mRNA	0.563179614942227
PRDX2	mRNA	0.450590172858843
BRSK2	mRNA	1.41742896601663
RNASEH2C	mRNA	0.506433410323801
PCDH1	mRNA	0.452064786847161
ASB13	mRNA	0.407627540670727
PDCL3	mRNA	0.421742575971712
BBC3	mRNA	0.724615273310113
CTU1	mRNA	0.725216951103999
KLF16	mRNA	0.534433247721189
SCRT1	mRNA	2.80660998463584
hsa_circ_0063408	circRNA	0.780764097566666
hsa_circ_0083054	circRNA	0.895745062966666
hsa_circ_0006784	circRNA	0.807391621433333
hsa_circ_0036188	circRNA	1.12701992093333
hsa_circ_0029325	circRNA	0.728064023000003
hsa-miR-140-3p	miRNA	-1.74807329928064
DDAH1	mRNA	0.515448110622832
GIT1	mRNA	0.550189564376727
C2CD4C	mRNA	2.09790691649073
GJB2	mRNA	1.51369767182327
YKT6	mRNA	0.348915386511641
ZNF138	mRNA	0.610444084637193
ZNF20	mRNA	0.447225850066026
RPL22	mRNA	0.331183057075391
CBX8	mRNA	0.732584266996107
UROS	mRNA	0.343228559650301
MARVELD2	mRNA	0.563758020877616
GRHL2	mRNA	0.602073636022535
NCDN	mRNA	0.64999815417703
EFHC1	mRNA	0.461950443983305
ORMDL1	mRNA	0.467608423726401
ELAVL2	mRNA	2.22776909259225
KLHL32	mRNA	0.812995426859847
GDI1	mRNA	0.73683859190603
TMEM254	mRNA	0.416940896601998
ZNF830	mRNA	0.430429761658291
MYPOP	mRNA	0.810455771167957
EPHA8	mRNA	2.65365817809597
hsa_circ_0005016	circRNA	1.05424836403333
hsa_circ_0003079	circRNA	0.659187281099998
hsa_circ_0027774	circRNA	0.839684676166665
hsa-miR-193a-5p	miRNA	-1.08116083098548
PCDHA2	mRNA	3.01929718639827
ACAN	mRNA	1.11797205305291
TMSB10	mRNA	1.36957006329051
NCALD	mRNA	2.67471904275549
SRSF6	mRNA	0.452717839336598
HABP2	mRNA	3.06627165948707
GBA2	mRNA	0.510645750321711
PCDHA5	mRNA	3.15105928859787
SHARPIN	mRNA	0.439454106222667
CNBD2	mRNA	0.447381521731614
NET1	mRNA	0.57028880357548
BTF3L4	mRNA	0.395454612386139
PIGZ	mRNA	1.58296081254242
PCDHA9	mRNA	3.31648091708063
TPBGL	mRNA	2.29547547424161
PCDHA8	mRNA	3.10825341125096
ZFPL1	mRNA	0.470018076093311
hsa_circ_0036766	circRNA	1.03184858
hsa_circ_0000735	circRNA	2.14366616376667
hsa_circ_0008068	circRNA	1.68977009436666
hsa_circ_0080425	circRNA	1.14821170833333
hsa-miR-193b-3p	miRNA	-2.0120628061498
TRIM62	mRNA	0.491519590083083
LEF1	mRNA	2.76987345644059
MDH2	mRNA	0.724580218415169
HEMK1	mRNA	0.419098207848043
PIN1	mRNA	0.38438031317569
EIF2AK1	mRNA	0.420713591617584
STKLD1	mRNA	0.665348570205202
VPS16	mRNA	0.341447355988795
TRAM2	mRNA	0.692416412691013
DAGLB	mRNA	0.468930030849865
PSD4	mRNA	0.893219838140702
THUMPD2	mRNA	0.497762633993246
AAMP	mRNA	0.464238516562498
U2AF1	mRNA	0.681911142704114
ABCB8	mRNA	0.307341706411735
UBE2S	mRNA	0.826599982421803
SLC39A5	mRNA	1.22121491843765
PMF1	mRNA	0.408627135820246
EML3	mRNA	0.59379360629243
FMO5	mRNA	0.711681261384525
SCRIB	mRNA	0.923557877467437
PPA2	mRNA	0.39698224543094
SEC31B	mRNA	1.03293137938314
hsa_circ_0000204	circRNA	0.672744230766664
hsa_circ_0006758	circRNA	1.28271391133334
hsa-miR-221-3p	miRNA	-2.82184684009392
NXPH1	mRNA	3.35541161199856
SLC25A21	mRNA	0.438405096084148
ANXA3	mRNA	1.2452689623139
NAPA	mRNA	0.795521054480122
RIT2	mRNA	0.677856603623077
MTERF4	mRNA	1.04500261248021
RNF103	mRNA	0.543725593447666
MIEN1	mRNA	0.523577015037831
SRCIN1	mRNA	0.981138712619948
DIRAS2	mRNA	0.600079321471577
NDUFA1	mRNA	0.461624381923891
SF3B6	mRNA	0.351823222032756
NUP43	mRNA	0.451492264737782
CLIC1	mRNA	0.435330624093608
IFRD1	mRNA	0.774477770201518
hsa_circ_0065149	circRNA	0.871441662233334
hsa-miR-222-3p	miRNA	-2.44802497528516
TATDN2	mRNA	0.30697874728775
RNF215	mRNA	0.432084307590961
UBA1	mRNA	0.405798320489821
ABHD10	mRNA	0.69965643889895
SLC25A51	mRNA	0.266779905232553
hsa_circ_0008584	circRNA	1.38442489466666
hsa-miR-23b-3p	miRNA	-1.02880798185747
HOXC4	mRNA	1.3001274877637
DNAJC30	mRNA	0.259519924192408
CAMLG	mRNA	0.444928562367729
DGUOK	mRNA	0.29916597433635
DYNC2LI1	mRNA	0.478533359345787
VBP1	mRNA	0.395547687415712
ZNF664	mRNA	0.38869269524663
MNAT1	mRNA	0.277888570196977
RPIA	mRNA	0.527905608891841
TMEM150C	mRNA	1.71766419201248
POLR2L	mRNA	0.408332115033933
ARMC10	mRNA	0.231758660584988
PGLS	mRNA	0.482945284607136
TRIM24	mRNA	0.826901339630111
SLC22A23	mRNA	0.754236954207842
GPSM1	mRNA	0.572933564688981
RNASEK	mRNA	0.419947460222105
DLGAP2	mRNA	2.1676655407494
ZNF782	mRNA	0.333207943283542
C2orf68	mRNA	0.632660728939725
EID2	mRNA	0.481519247216515
SNRPE	mRNA	0.976041155936675
TLX1	mRNA	3.1268938418877
COX7B	mRNA	1.01869421059589
SH3BGRL3	mRNA	0.777771616552443
FA2H	mRNA	0.624577556738731
IGSF8	mRNA	0.870477333755241
PPP1R14B	mRNA	0.875555359053702
FRAT1	mRNA	0.563387730421647
PHF21B	mRNA	2.58453584141583
CATSPERB	mRNA	1.00402584092939
MAP6D1	mRNA	0.625572349388582
DDAH2	mRNA	1.07499357077994
EPCAM	mRNA	0.980442194254852
ZNF26	mRNA	0.5713456465334
SARNP	mRNA	0.857844284353672
SS18L2	mRNA	0.541790010286997
SLX4IP	mRNA	0.541533548968689
ZNF579	mRNA	0.497281071643369
STRN4	mRNA	0.589822962293596
RWDD4	mRNA	0.320208855542984
C8orf82	mRNA	0.409072527402678
GALNT11	mRNA	0.431613672236914
HBQ1	mRNA	1.34518062750303
POM121C	mRNA	0.365632666593253
TBCC	mRNA	0.241852192328856
SUMO2	mRNA	0.230299679716074
ATP6V0C	mRNA	0.809506471680713
FOXL2	mRNA	2.40408998218013
NELFB	mRNA	0.392108071563682
DHRS11	mRNA	0.527794177031245
GMCL1	mRNA	0.522144580051235
DNASE1L1	mRNA	0.545839539835095
LINGO1	mRNA	3.38488189032474
ULK1	mRNA	0.433044448667801
ABRACL	mRNA	1.25589658888685
TDRD6	mRNA	0.980939597396249
CBLB	mRNA	0.412439978300653
TTC31	mRNA	0.687480367718426
TMEM54	mRNA	0.760986885172396
PRH2	mRNA	0.541014412005077
RABAC1	mRNA	0.579512423703887
NFKBIL1	mRNA	0.615632782573877
ATP6AP1	mRNA	0.494041108974492
SFRP4	mRNA	1.40148956802113
TBC1D8	mRNA	0.680417227169641
COX20	mRNA	0.894623184319241
AGRN	mRNA	0.427720379840264
RALY	mRNA	0.297441100689394
hsa_circ_0052767	circRNA	0.992482298766667
hsa_circ_0039930	circRNA	0.902830901166666
hsa_circ_0015928	circRNA	0.653677998200001
hsa_circ_0001190	circRNA	1.22758546593333
hsa-miR-26a-5p	miRNA	-1.49048510539919
INPP5E	mRNA	0.630746886140428
INSM2	mRNA	2.75277035210721
REG4	mRNA	1.31249251485185
IGSF22	mRNA	2.56592826074361
PON2	mRNA	0.347845080697359
SMIM22	mRNA	0.616165492637287
SH3RF1	mRNA	0.932355486606047
ACTR3B	mRNA	0.472562113177195
GALNT10	mRNA	1.4666375306511
CCDC14	mRNA	0.6415090217196
GPR143	mRNA	1.0431364474012
C1orf216	mRNA	0.364160084347458
MAEA	mRNA	0.369767196597721
GAD1	mRNA	1.18354613377335
TMPRSS11F	mRNA	0.484094396180611
MZB1	mRNA	0.813026733608875
SLC51A	mRNA	0.566990954981152
MSANTD1	mRNA	0.52440121310063
DCAF4L1	mRNA	1.24669304029727
ZNF513	mRNA	0.418219266575706
PILRA	mRNA	0.404429597497274
YPEL1	mRNA	0.74002850863547
IQCC	mRNA	0.515991571124212
PFDN5	mRNA	0.512858112309144
PPP1R9A	mRNA	0.983344570336671
ZBTB45	mRNA	0.456471999949326
SCFD1	mRNA	0.368313187938715
NKX2-5	mRNA	2.20796634682977
FOXS1	mRNA	2.95535245964915
ARF5	mRNA	0.347496244468272
GSAP	mRNA	1.38084259785924
HCST	mRNA	1.41945436927124
SDSL	mRNA	0.664588236074795
ENOSF1	mRNA	0.697255138440025
ALX4	mRNA	1.2849497160514
CLCN2	mRNA	0.635707564609947
IFI27L1	mRNA	1.08336957622716
GRIN3B	mRNA	2.27279355622545
OST4	mRNA	0.339629227644526
ZNF706	mRNA	1.07091813854187
CROCC	mRNA	0.630909772573046
C1orf53	mRNA	0.947513521490988
RHOU	mRNA	0.969269851750424
INHBB	mRNA	1.47731134362485
MDH1B	mRNA	0.678219661510245
hsa_circ_0002157	circRNA	1.12188626666667
hsa-miR-27b-3p	miRNA	-1.17329792567971
DNAJC5B	mRNA	0.691654551845632
BEND3	mRNA	1.26997623488893
ANXA5	mRNA	0.676917638429814
PLEKHJ1	mRNA	0.540651786687191
SLC13A3	mRNA	0.98696786432627
C19orf81	mRNA	1.24979830453574
HLX	mRNA	0.573402911554533
SNX15	mRNA	0.754884614736059
MIOS	mRNA	0.554531999385513
ZBTB3	mRNA	0.335147996752215
CXCL10	mRNA	0.725990375121773
TMEM91	mRNA	0.65960151066387
GPNMB	mRNA	0.887556343818604
GLP1R	mRNA	1.83334166096633
AGBL3	mRNA	0.431731445431153
IQCH	mRNA	0.499898982751728
MOSPD3	mRNA	0.429903686626092
CCDC120	mRNA	0.438993028812134
CDK10	mRNA	0.413969363579095
SSTR1	mRNA	3.90127851116206
NKAIN1	mRNA	2.6641236790579
SLC9B1	mRNA	0.554222044444583
MTERF2	mRNA	0.394194167316279
COX6C	mRNA	0.380704731265059
NPTXR	mRNA	0.951575727816655
SLC35F3	mRNA	2.43278962264355
FAM222A	mRNA	1.88333414999772
hsa_circ_0072904	circRNA	1.0074151568
hsa_circ_0005479	circRNA	0.882094085333333
hsa-miR-29a-3p	miRNA	-0.822880449721378
TMEM44	mRNA	0.59676688783799
CSNK1E	mRNA	0.53241904535782
OBSL1	mRNA	1.17361102204082
HEYL	mRNA	2.87864497100881
P4HTM	mRNA	0.489496367775948
ZNF22	mRNA	2.97818932537856
ZNF862	mRNA	0.665382146395178
COL2A1	mRNA	2.75262742669079
TSPAN1	mRNA	0.836037109813741
BBS1	mRNA	0.426189301645913
ZNF282	mRNA	0.372632868994547
LDLRAP1	mRNA	0.447009861115449
DOCK6	mRNA	0.354191757253421
EPHB3	mRNA	0.798789818447895
SPATA2L	mRNA	0.757869710298462
FMOD	mRNA	1.91706700652859
HEY2	mRNA	0.591666420344501
PAPSS1	mRNA	0.723044293724014
hsa_circ_0067492	circRNA	0.789715972833335
hsa_circ_0094004	circRNA	2.029352131
hsa_circ_0000647	circRNA	0.9597064004
hsa_circ_0071649	circRNA	0.775074885033332
hsa_circ_0071374	circRNA	0.764734083033334
hsa-miR-30a-3p	miRNA	-2.05747668915641
PLAC8L1	mRNA	0.890699898756482
KMO	mRNA	0.42893730673331
ZNF142	mRNA	0.34718576016975
TXLNB	mRNA	1.27733208694978
MSR1	mRNA	1.89017106878734
FBXO43	mRNA	0.777342698978108
SMCO3	mRNA	1.82940541637065
EIF2B1	mRNA	0.245269101396606
VAX2	mRNA	1.04277165987115
hsa_circ_0054853	circRNA	2.20258044983333
hsa_circ_0113080	circRNA	1.1561075175
hsa_circ_0009043	circRNA	0.963926009666668
hsa_circ_0063226	circRNA	0.936938312666668
hsa_circ_0007178	circRNA	0.890539212533332
hsa-miR-30c-5p	miRNA	-1.18138818797783
BUD31	mRNA	0.359946613555228
CTHRC1	mRNA	2.49028706324862
CLPTM1	mRNA	2.26822138161295
NKX2-2	mRNA	2.7003701192306
TTC19	mRNA	0.47236703134815
CHRM3	mRNA	0.599395316674573
RSAD1	mRNA	0.473650175873981
MRI1	mRNA	0.673534389416114
PABPC1L2A	mRNA	1.7774208745724
PABPC1L2B	mRNA	2.08631281113087
CELF5	mRNA	1.50408492111869
DET1	mRNA	0.380052889809778
C14orf39	mRNA	1.60736725410348
WDR27	mRNA	0.51291591728235
NDUFA10	mRNA	0.702295085978588
PSMD9	mRNA	0.512532625083945
EBF2	mRNA	0.959028279001436
B3GAT1	mRNA	1.30983320909812
TOR1B	mRNA	0.577416164713336
CATSPERG	mRNA	0.584634461235613
PLIN1	mRNA	0.719093066854887
hsa_circ_0001278	circRNA	0.9177231662
hsa_circ_0004291	circRNA	1.1938523561
hsa-miR-30e-3p	miRNA	-3.59328847644226
hsa_circ_0004650	circRNA	1.82453385646667
hsa_circ_0047641	circRNA	1.4399264756
hsa-miR-324-3p	miRNA	-0.912091567093122
AATK	mRNA	0.683406867996841
ST3GAL3	mRNA	1.22967726130174
CABP4	mRNA	1.18443580265346
KCNK9	mRNA	1.161847902881
hsa_circ_0066536	circRNA	1.24618548816667
hsa_circ_0060035	circRNA	0.617362530933333
hsa_circ_0092911	circRNA	0.659705938499999
hsa_circ_0086694	circRNA	0.665761662666668
hsa_circ_0105346	circRNA	1.46220924633333
hsa_circ_0043001	circRNA	1.1169414666
hsa_circ_0140691	circRNA	0.835019338333334
hsa_circ_0005397	circRNA	1.21041045353333
hsa_circ_0026462	circRNA	1.8194090634
hsa-miR-361-3p	miRNA	-1.5439614259172
BGN	mRNA	1.37639302624043
STK25	mRNA	0.403372142835846
KDM8	mRNA	0.316040418648094
LRTM2	mRNA	0.700739561146772
EPHA10	mRNA	1.14262449296815
WDR93	mRNA	0.598789908763775
TACSTD2	mRNA	1.01601370809541
CACNA2D2	mRNA	1.57609452752405
MFSD10	mRNA	0.524242646868052
hsa_circ_0092327	circRNA	1.128532369
hsa_circ_0008926	circRNA	0.810202277900001
hsa_circ_0088046	circRNA	1.20429829823334
hsa_circ_0068697	circRNA	1.59406745868889
hsa_circ_0001726	circRNA	0.930418712966667
hsa_circ_0005164	circRNA	1.15812123523333
hsa-miR-505-3p	miRNA	-1.09753791214932
FAHD2A	mRNA	0.532783756812979
hsa_circ_0049851	circRNA	0.985068426599999
hsa-miR-99a-3p	miRNA	-2.04511955381406
hsa_circ_0001057	circRNA	0.747167744999994
hsa-miR-99a-5p	miRNA	-1.87492314647069
FABP5	mRNA	2.64007013035531
hsa-miR-99b-5p	miRNA	-0.886705921774168
CD6	mRNA	2.2851307239232
SLC7A9	mRNA	0.601458109688614
ZNF786	mRNA	0.406812391984969
AMT	mRNA	0.875114088804225
hsa_circ_0058097	circRNA	-0.560097034300001
hsa-miR-10b-5p	miRNA	2.81219964436187
ZFAND5	mRNA	-0.583632808871906
ANKFY1	mRNA	-0.454875812802196
ZBTB8A	mRNA	-0.537650194461944
CHST4	mRNA	-0.6501584659519
CEP85L	mRNA	-0.465874836665356
PDCD4	mRNA	-0.798968389181433
ZC2HC1C	mRNA	-1.26488823933461
KL	mRNA	-0.720597425177934
VDR	mRNA	-0.663004063455288
EPHA2	mRNA	-1.39051278353572
BICD2	mRNA	-0.499447668807016
PHAX	mRNA	-0.270064663716117
CDKN1A	mRNA	-0.740136537241736
ZNF460	mRNA	-0.724741383764582
ELAVL3	mRNA	-1.1138057160038
LAMC1	mRNA	-0.563174588501797
ARNT	mRNA	-0.396547089890503
CNIH4	mRNA	-0.319484576145113
ITSN1	mRNA	-0.677091500382804
FCF1	mRNA	-0.553187635175614
DLG5	mRNA	-0.567673632110652
GSR	mRNA	-0.339925583748795
PPP3CB	mRNA	-0.635277818510167
SLC35G1	mRNA	-1.1385884787045
TMEM109	mRNA	-0.552192415180919
hsa_circ_0074559	circRNA	-1.52248057596666
hsa_circ_0015270	circRNA	-0.981587320066667
hsa_circ_0000714	circRNA	-1.28365372253334
hsa-miR-1224-5p	miRNA	2.48334119999158
INSL3	mRNA	-0.36065410561262
DDX3X	mRNA	-0.414638132325916
IDE	mRNA	-0.436984522806522
OGFOD1	mRNA	-0.295601466746005
ECHDC3	mRNA	-1.98344361452965
CCNT2	mRNA	-0.453295068319107
PKD1	mRNA	-0.470248097336093
F10	mRNA	-0.779697686424051
AQP4	mRNA	-1.31273813144267
WNT2B	mRNA	-0.782981501424208
OGFRL1	mRNA	-0.706725480289976
WDR82	mRNA	-0.367762519137437
MAPK1	mRNA	-0.489143919468618
PLAT	mRNA	-0.48692331084735
IPO11	mRNA	-0.534677065865624
SLC35E4	mRNA	-0.670156402218281
PHLDA3	mRNA	-0.764025977875829
ABHD13	mRNA	-0.914283631073471
RPE	mRNA	-0.35832806416894
WWTR1	mRNA	-1.1673170059246
EPSTI1	mRNA	-0.803298928340201
PRRX1	mRNA	-0.604369978867098
ARHGEF19	mRNA	-0.795058395388181
ZMAT3	mRNA	-0.46241119159416
METAP1	mRNA	-0.45606752766959
FAM217B	mRNA	-0.765352276095916
CORO1C	mRNA	-0.694088328979522
ACVRL1	mRNA	-0.565928844597952
SRRD	mRNA	-0.481544935742371
WASF2	mRNA	-0.290860498913706
GLIPR2	mRNA	-0.82335164297156
FADS1	mRNA	-1.4235503804926
IPO5	mRNA	-0.679533047488399
CEP120	mRNA	-0.699944911149139
DDX3Y	mRNA	-0.779695156296738
TNS4	mRNA	-1.25165740445609
ASCC3	mRNA	-0.567439212463592
SLC39A14	mRNA	-0.492658683409867
TEAD3	mRNA	-1.21151919845141
XRCC5	mRNA	-0.521283296276735
ZNF728	mRNA	-3.67126148231983
PLRG1	mRNA	-0.330098926795024
ZNF730	mRNA	-2.69378167961855
hsa_circ_0002807	circRNA	-1.00902101517778
hsa_circ_0074598	circRNA	-1.1052140273
hsa_circ_0062603	circRNA	-1.61887013644444
hsa-miR-1976	miRNA	1.72643047190907
NDUFS1	mRNA	-0.273684274867269
ZNF347	mRNA	-0.486467202856354
JAG2	mRNA	-0.689850599027287
FRMD5	mRNA	-0.349894747390523
MICAL3	mRNA	-0.50736015444191
UEVLD	mRNA	-0.363574364536509
KREMEN1	mRNA	-1.31438059635458
PLEKHM3	mRNA	-0.47775105222612
TCEANC2	mRNA	-0.560893686853355
LYRM7	mRNA	-0.503775051811722
DHX38	mRNA	-0.345640273011278
NAV3	mRNA	-1.93516993762996
ZNF578	mRNA	-2.05669413409645
DCP1A	mRNA	-0.367849170918563
BRMS1L	mRNA	-0.566292310270832
KAZN	mRNA	-0.862837673032481
TPCN2	mRNA	-0.3475794453712
PER1	mRNA	-0.648121167377234
TNFAIP8L1	mRNA	-1.56187942062647
ZNF770	mRNA	-0.459684895222308
ZNF268	mRNA	-0.226740243944784
MASP1	mRNA	-0.988562752024246
MEIS1	mRNA	-1.74165243482968
IPO7	mRNA	-0.317505750998555
ASB1	mRNA	-0.495579239180599
TPCN1	mRNA	-0.36174882257765
ZMYM1	mRNA	-0.374057095034407
HMGCLL1	mRNA	-1.9352235677838
QRFPR	mRNA	-0.75713004649071
