Probe_ID	circRNA	Alias	GeneSymbol	Control_AvExp	Clone1_AvExp	Clone1_FC	Clone1_pvalue	Clone1_FDR	Control_AvExp.1	Clone9_AvExp	Clone9_FC	Clone9_pvalue	Clone9_FDR	Control_1	Control_2	Control_3	Clone1_1	Clone1_2	Clone1_3	Clone9_1	Clone9_2	Clone9_3
ASCRP3000035	hsa_circRNA_061825	hsa_circ_0061825	TFF1	6.285375599	6.39782195266667	1.08105981808866	0.11405618563217	0.37690846118058	6.285375599	6.20143873233333	-1.05990640014488	0.742101584444675	0.879143126673402	6.62750104	6.072394894	6.156230863	6.789704459	6.21776365	6.185997749	6.166253222	6.380952365	6.05711061
ASCRP3000038	hsa_circRNA_092547	hsa_circ_0001445	SMARCA5	7.56476994	6.06755949733333	-2.82296343608573	0.0364873577992811	0.280138100593814	7.56476994	6.55574985733333	-2.01254366189896	0.0482889225014702	0.473751592106166	7.450598817	7.778163986	7.465547017	6.539339261	5.943427666	5.719911565	6.201127571	6.549450871	6.91667113
ASCRP3000040	hsa_circRNA_102799	hsa_circ_0002076	SEPT10	6.17469551766667	5.79474682266667	-1.30129557805492	0.0729561346609163	0.33205008840877	6.17469551766667	6.46670937033333	1.22434814845736	0.156574211647997	0.53939779022163	6.31476116	5.982876924	6.226448469	5.882027848	5.446744399	6.055468221	6.385186741	6.508452746	6.506488624
ASCRP3000041	hsa_circRNA_004103	hsa_circ_0004103	BIRC2	5.38197593566667	5.44690091766667	1.0460305463431	0.760994047796368	0.873161320051454	5.38197593566667	5.27780863766667	-1.07487381029281	0.533040827945493	0.764835199744731	5.448062211	5.163715081	5.534150515	5.388833509	5.595353972	5.356515272	5.385176901	5.277841588	5.170407424
ASCRP3000042	hsa_circRNA_000566	hsa_circ_0000566	VRK1	5.56544509033333	5.635583765	1.04981758929162	0.716143911499979	0.846344009751126	5.56544509033333	5.59361646566667	1.01971880649721	0.757059431151152	0.886904784816367	5.417568056	5.657971149	5.620796066	5.76358664	5.754852952	5.388311703	5.565076342	5.717570998	5.498202057
ASCRP3000044	hsa_circRNA_006759	hsa_circ_0006759	WDPCP	5.40060215566667	6.065016635	1.58492489773337	0.0306078215243665	0.267305484816585	5.40060215566667	5.412293216	1.00813654875345	0.882597960079389	0.948195143855384	5.417568056	5.416032971	5.36820544	5.851389818	6.246688984	6.096971103	5.370849138	5.346879625	5.519150885
ASCRP3000047	hsa_circRNA_004767	hsa_circ_0004767	ZZEF1	6.197530309	6.514279171	1.24552058195888	0.17338116923333	0.438372653073232	6.197530309	6.08090036	-1.08419927626866	0.509665083290662	0.753340738928495	6.141085588	6.20976488	6.241740459	6.155157739	6.710143695	6.677536079	5.925684088	5.903473084	6.413543908
ASCRP3000048	hsa_circRNA_101633	hsa_circ_0036629	PDE8A	6.18565756266667	6.56769721366667	1.30318296552418	0.0414289690231633	0.286789493857003	6.18565756266667	6.233390851	1.03363962917067	0.88994692636725	0.951167943976915	5.951449828	6.195573385	6.409949475	6.367160134	6.424825946	6.911105561	6.556052983	6.1797821	5.96433747
ASCRP3000049	hsa_circRNA_101915	hsa_circ_0041050	FANCA	5.272574335	5.69761209766667	1.34260764519082	0.103953563544673	0.363987900483915	5.272574335	5.35011774566667	1.05521970504538	0.622599371694978	0.814630826019565	5.326184366	5.337920739	5.1536179	5.816739872	5.478597082	5.797499339	5.298887529	5.253263651	5.498202057
ASCRP3000051	hsa_circRNA_102445	hsa_circ_0004552	CARM1	5.65443431266667	6.25177277466667	1.51292289338609	0.102427533812062	0.362789717644169	5.65443431266667	5.70899574366667	1.03854334553814	0.600414507911299	0.804522066156097	5.542147568	5.657971149	5.763184221	5.851389818	6.657959366	6.24596914	5.579151845	5.568765356	5.97907003
ASCRP3000053	hsa_circRNA_102323	hsa_circ_0047145	TMEM241	5.66158290533333	5.46601108666667	-1.14517796709528	0.0797949129788989	0.339422966443995	5.66158290533333	5.90352743633333	1.18258553110755	0.142631709726972	0.529953386064762	5.692581754	5.566460827	5.725706135	5.572444961	5.254981968	5.570606331	5.807541931	6.011722483	5.891317895
ASCRP3000054	hsa_circRNA_015839	hsa_circ_0015839	CAMSAP2	5.52491561466667	5.798810519	1.20906759596215	0.255874468230933	0.509224183321755	5.52491561466667	5.297768295	-1.17051816191138	0.159451641222597	0.539625800882479	5.665801863	5.540739541	5.36820544	5.5921856	5.977458134	5.826787823	5.316343298	5.230081962	5.346879625
ASCRP3000055	hsa_circRNA_402980	NA	ATP1B3	5.762391809	5.553377526	-1.1558981501455	0.300535186396846	0.547040129517589	5.762391809	5.646956455	-1.08330189815197	0.415114090864372	0.695325010225525	6.095053763	5.657971149	5.534150515	5.610929165	5.478597082	5.570606331	5.783280956	5.54308549	5.614502919
ASCRP3000056	hsa_circRNA_402979	NA	ATP1B3	5.93297291766667	5.67917623533333	-1.19234082500903	0.298354700784584	0.546101227887563	5.93297291766667	6.16911565866667	1.17783931986689	0.0650113534504577	0.485321940027633	5.951449828	5.948621164	5.898847761	5.782089741	5.345536237	5.909902728	6.306868463	6.088162292	6.112316221
ASCRP3000057	hsa_circRNA_068767	hsa_circ_0068767	RPL35A	5.549261201	5.38625585066667	-1.11961704082299	0.371670624556881	0.601985652334922	5.549261201	5.6910563	1.10327703428267	0.281227360708033	0.611157293218338	5.665801863	5.566460827	5.415520913	5.269010195	5.37855622	5.511201137	5.939515096	5.519150885	5.614502919
ASCRP3000059	hsa_circRNA_102820	hsa_circ_0056439	UGGT1	6.42472815266667	5.924465121	-1.41447142481232	0.108953506304766	0.370294497167827	6.42472815266667	6.27897392266667	-1.10630887203106	0.283262839658442	0.612863128606028	6.356262115	6.560460075	6.357462268	6.119456692	5.715492483	5.938446188	6.213746313	6.239427768	6.383747687
ASCRP3000061	hsa_circRNA_016363	hsa_circ_0016363	NEK2	6.922667718	7.308364838	1.30649093984529	0.0322886090073046	0.271088829398591	6.922667718	7.145155183	1.16674352832042	0.29358251892767	0.617478904327931	6.922125274	6.900275881	6.945601999	7.241172722	7.210635188	7.473286604	7.272313824	7.308533078	6.854618647
ASCRP3000062	hsa_circRNA_092482	hsa_circ_0001036	TGOLN2	7.53415535333333	7.03092189466667	-1.41738674119812	0.299793626194331	0.546949590646614	7.53415535333333	7.502202217	-1.02239531917557	0.889149047867919	0.950950205543465	7.434010613	7.546646384	7.621809063	7.503234853	7.143361276	6.446169555	7.661297312	7.115445168	7.729864171
ASCRP3000063	hsa_circRNA_000572	hsa_circ_0000572	PPP1R13B	5.66807839466667	5.71642663266667	1.03408031262548	0.819737494823613	0.905385865632102	5.66807839466667	5.67263958166667	1.00316657695496	0.98898986233688	0.994801452249581	5.899946403	5.78684871	5.317440071	5.626780665	5.832032336	5.690466897	5.642897631	5.468265139	5.906755975
ASCRP3000064	hsa_circRNA_087119	hsa_circ_0087119	AK308561	15.58564247	15.98342325	1.31747974320398	0.2722225625586	0.526059723288624	15.58564247	15.5559670966667	-1.02078240947043	0.815816031446416	0.915880453207074	15.68994638	15.58012258	15.48685845	15.55762788	16.24590018	16.14674169	15.44623705	15.60037017	15.62129407
ASCRP3000065	hsa_circRNA_068784	hsa_circ_0068784	ZNF141	6.89363924666667	6.83386561	-1.0423022075564	0.791144930160415	0.888796900814643	6.89363924666667	7.078547226	1.13674446496737	0.244800024230051	0.591634754527347	6.89207258	6.938009057	6.850836103	7.199606081	6.822322273	6.479668476	7.241172722	7.17653714	6.817931816
ASCRP3000066	hsa_circRNA_088439	hsa_circ_0088439	DENND1A	5.74001289533333	5.46966966066667	-1.20609473814163	0.0723028633961573	0.330836161632943	5.74001289533333	5.62939744533333	-1.0796887307148	0.367063411184996	0.664829720239838	5.665801863	5.869129336	5.685107487	5.451063446	5.446744399	5.511201137	5.671447601	5.568765356	5.647979379
ASCRP3000068	hsa_circRNA_060539	hsa_circ_0060539	SDC4	7.59579952033333	5.80315566866667	-3.46449206438327	0.00107712276874942	0.171206175275802	7.59579952033333	6.69708674033333	-1.86440176013191	0.00628443872857222	0.473751592106166	7.670851138	7.57007642	7.546471003	5.882027848	5.673590502	5.853848656	6.842156159	6.528209365	6.720894697
ASCRP3000069	hsa_circRNA_000829	hsa_circ_0000829	SPIRE1	10.8319570766667	10.93328621	1.07276132635713	0.766282169129874	0.875994742144134	10.8319570766667	10.8025995366667	-1.02055755048675	0.880271313581684	0.946946770299503	10.64593433	10.85478838	10.99514852	10.15547416	11.18963948	11.45474499	10.95673059	10.70132907	10.74973895
ASCRP3000070	hsa_circRNA_405678	NA	LINC00669	6.38327355666667	6.34562821433333	-1.02643718568838	0.933782435034879	0.96851233973625	6.38327355666667	6.222439518	-1.11793324141362	0.687329576485646	0.849576547061555	6.000277232	7.164939423	5.984604015	6.539339261	6.355995278	6.141550104	6.273730336	6.321518192	6.072070026
ASCRP3000071	hsa_circRNA_405869	NA	PPM1B	5.96424058733333	5.96606060833333	1.00126233850408	0.987496619114815	0.995226324248701	5.96424058733333	5.86067032866667	-1.07442908070323	0.303504101782099	0.624201836209113	5.870998018	6.072394894	5.94932885	5.974332419	5.868381185	6.055468221	5.879430963	5.825246532	5.877333491
ASCRP3000073	hsa_circRNA_402810	NA	OSBPL10	7.36222995233333	7.211278826	-1.11030121971209	0.246342740758237	0.503062420023993	7.36222995233333	7.388716507	1.01852864470212	0.879499026761159	0.946388882899637	7.409250033	7.393966116	7.283473708	7.441715859	7.17895279	7.013167829	7.176386027	7.694942075	7.294821419
ASCRP3000074	hsa_circRNA_068655	hsa_circ_0068655	UBXN7	7.11173030866667	6.61642425533333	-1.40961976016855	0.0473398882002297	0.299932005954313	7.11173030866667	6.80559515	-1.23639108660723	0.312105777487474	0.628852602030882	7.069929527	7.164939423	7.100321976	6.355194473	6.742339209	6.751739084	6.627390495	6.549450871	7.239944084
ASCRP3000075	hsa_circRNA_400196	NA	AGO1	5.95590883933333	6.00535915733333	1.03487055214026	0.799421868437748	0.894183098744366	5.95590883933333	6.020002449	1.04542793088492	0.275021815690556	0.60878983248003	5.977111167	5.827557851	6.0630575	5.835727891	6.21776365	5.962585931	6.056618089	5.95731852	6.046070738
ASCRP3000076	hsa_circRNA_006131	hsa_circ_0006131	SYNCRIP	6.798676554	5.94013633066667	-1.81320271094681	0.0411038703271301	0.28666938011566	6.798676554	6.48705190833333	-1.24110454415139	0.167186753533261	0.545341477174619	6.684924189	6.938009057	6.773096416	6.088322934	6.161479727	5.570606331	6.509892623	6.3336745	6.617588602
ASCRP3000077	hsa_circRNA_404245	NA	ZNF483	5.965537917	5.93878388733333	-1.0187174969525	0.90311363733616	0.950661318317932	5.965537917	6.11738855633333	1.11099370271723	0.476788461739196	0.734568928026108	6.207843967	5.721983727	5.966786057	5.915707945	6.073855894	5.826787823	6.110735526	6.211093245	6.030336898
ASCRP3000078	hsa_circRNA_006116	hsa_circ_0006116	SMURF1	6.81367975766667	7.210769114	1.31684848129703	0.0387780128833274	0.284693056209651	6.81367975766667	6.56714138266667	-1.18635713340126	0.0487769605006198	0.473751592106166	6.641989839	6.975182744	6.82386669	6.892716573	7.38712679	7.352463979	6.329422644	6.682159621	6.689841883
ASCRP3000079	hsa_circRNA_406648	NA	YTHDC2	6.41097801033333	6.033663501	-1.29892173843937	0.185745518860904	0.45149950468387	6.41097801033333	6.257127809	-1.11253459731274	0.0442258003341786	0.473751592106166	6.273447788	6.602023975	6.357462268	6.234018824	5.904385748	5.962585931	6.110735526	6.395134005	6.265513896
ASCRP3000080	hsa_circRNA_001520	hsa_circ_0001520	DCP2	5.65265600066667	5.671442465	1.01310693743657	0.788700294186261	0.887378778871696	5.65265600066667	5.52444746933333	-1.09293570378677	0.0245910738818669	0.473751592106166	5.635661244	5.637199271	5.685107487	5.5921856	5.595353972	5.826787823	5.470731845	5.54308549	5.559525073
ASCRP3000081	hsa_circRNA_103519	hsa_circ_0068075	ZNF639	6.035568001	6.260080897	1.16838269534167	0.375993845870279	0.605889526759552	6.035568001	6.31848666433333	1.21665376385247	0.125291464581579	0.52096098340082	6.049705094	6.072394894	5.984604015	6.608616021	5.943427666	6.228199004	6.434504993	6.474884262	6.046070738
ASCRP3000082	hsa_circRNA_103384	hsa_circ_0065898	VPRBP	6.87429821	6.877173734	1.00199514901968	0.989529215246863	0.996268347246274	6.87429821	6.998151152	1.08964103634896	0.50823552261299	0.752593049744563	6.89207258	6.879985947	6.850836103	7.28122701	6.724452223	6.625841969	6.965121999	7.294194837	6.73513662
ASCRP3000083	hsa_circRNA_102642	hsa_circ_0003828	ATAD2B	5.736514364	6.074218729	1.26374410728649	0.110972418029178	0.373436780373857	5.736514364	5.74486390866667	1.0058042430657	0.878542292874449	0.946025510603245	5.757538534	5.78684871	5.665155848	5.851389818	6.274295266	6.096971103	5.671447601	5.825246532	5.737897593
ASCRP3000084	hsa_circRNA_405561	NA	ATAD5	6.23176733233333	7.12848540566667	1.86182577230852	0.241401951996308	0.499970313061352	6.23176733233333	6.507003582	1.21019224898216	0.375506747357246	0.670292596773628	6.54278438	6.037675882	6.114841735	6.355194473	7.38712679	7.643134954	6.385186741	6.722280097	6.413543908
ASCRP3000085	hsa_circRNA_047834	hsa_circ_0047834	PMAIP1	5.865414067	6.159753377	1.22632324727359	0.0650789663947198	0.321569178657457	5.865414067	5.94306548433333	1.05529870651555	0.770183142568792	0.893115869033004	6.207843967	5.743473616	5.644924618	6.355194473	6.161479727	5.962585931	5.831648565	6.135917578	5.86163031
ASCRP3000086	hsa_circRNA_406838	NA	RNF217	6.38477665666667	6.20216881266667	-1.13493356050128	0.593842201384454	0.763690306960342	6.38477665666667	6.44206714366667	1.04050975232487	0.761072368668068	0.888800114715726	6.699798447	6.150703415	6.303828108	5.948621164	6.355995278	6.301889996	6.440223146	6.443994123	6.441984162
ASCRP3000088	hsa_circRNA_031775	hsa_circ_0031775	RPS29	5.621701481	5.58191522366667	-1.02796151760471	0.850550583124396	0.922286289984361	5.621701481	5.629073552	1.00512300818834	0.933126617610641	0.970259964997535	5.787442479	5.566460827	5.511201137	5.429095447	5.519150885	5.797499339	5.671447601	5.717570998	5.498202057
ASCRP3000091	hsa_circRNA_004520	hsa_circ_0004520	VAV2	6.387876637	6.238370765	-1.10918950579139	0.485525796150293	0.685969957955413	6.387876637	6.49821228366667	1.07947935090568	0.379431671591625	0.673489948788887	6.273447788	6.224841945	6.665340178	5.988396353	6.424825946	6.301889996	6.516473737	6.395134005	6.583029109
ASCRP3000092	hsa_circRNA_003986	hsa_circ_0003986	AGO4	5.423025933	5.59749391466667	1.1285481567347	0.355116565751137	0.588670089318751	5.423025933	5.33730983266667	-1.06121435812591	0.503880904188786	0.751438543299199	5.385176901	5.566460827	5.317440071	5.346879625	5.673590502	5.772011617	5.454557013	5.277841588	5.279530897
ASCRP3000094	hsa_circRNA_101014	hsa_circ_0008932	LRP6	5.860929112	6.00646208833333	1.10613922001249	0.468263484435647	0.67307702086603	5.860929112	5.97064435533333	1.07901524131169	0.0378617745103836	0.473751592106166	5.843362413	6.054317436	5.685107487	5.743473616	6.134362545	6.141550104	5.974332419	6.120085367	5.81751528
ASCRP3000096	hsa_circRNA_011933	hsa_circ_0011933	CTPS1	5.44616622866667	5.33597776366667	-1.07936922959699	0.47767908359479	0.679774177623002	5.44616622866667	5.62924680266667	1.13530550678038	0.365464956948493	0.664239523819732	5.605266651	5.365026595	5.36820544	5.346879625	5.149852529	5.511201137	5.489162936	5.784074553	5.614502919
ASCRP3000097	hsa_circRNA_403832	NA	TYW1B	5.695128409	6.07253707633333	1.29900651579063	0.0500505358744769	0.304789018017618	5.695128409	5.876912264	1.13428553320931	0.462881188851852	0.726682503560341	5.511201137	5.869129336	5.705054754	6.002205231	6.073855894	6.141550104	5.997371715	5.669027607	5.96433747
ASCRP3000099	hsa_circRNA_047135	hsa_circ_0047135	RBBP8	6.55785905266667	6.48208588966667	-1.05392570002086	0.692639444447889	0.832770173130626	6.55785905266667	6.82027010766667	1.19948162334904	0.234854943837671	0.585395034293172	6.67032467	6.452672863	6.550579625	6.880357074	6.379902846	6.185997749	6.819480937	7.023740784	6.617588602
ASCRP3000101	hsa_circRNA_104979	hsa_circ_0007685	WWC3	5.68152032333333	5.27176347033333	-1.32846190069986	0.00162421998787291	0.182155338180183	5.68152032333333	5.586515575	-1.06806892337076	0.326705603178767	0.637710648395823	5.726119144	5.613387072	5.705054754	5.346879625	5.199400591	5.269010195	5.703377687	5.370849138	5.6853199
ASCRP3000102	hsa_circRNA_006063	hsa_circ_0006063	APBB1IP	5.64811995266667	5.621275196	-1.01878156322151	0.882118966111575	0.940541259051566	5.64811995266667	5.57305220666667	-1.0534105007899	0.539502425602935	0.769129919141998	5.605266651	5.613387072	5.725706135	5.388833509	5.904385748	5.570606331	5.731740596	5.468265139	5.519150885
ASCRP3000103	hsa_circRNA_104496	hsa_circ_0082440	EXOC4	6.14613812066667	6.17625503066667	1.02109486763175	0.925974772655921	0.964322324346656	6.14613812066667	6.45214936	1.23628489217598	0.102629772038179	0.505287143290299	6.049705094	6.134984759	6.253724509	6.632362036	5.754852952	6.141550104	6.460058907	6.549450871	6.346938302
ASCRP3000104	hsa_circRNA_101080	hsa_circ_0008085	STAT2	5.78769548	5.85319910366667	1.04645017643898	0.792407331860612	0.889106046712953	5.78769548	5.76475790233333	-1.01602618075966	0.534992041951788	0.766010297347118	5.726119144	5.721983727	5.914983569	5.725706135	5.446744399	6.387146777	5.642897631	5.717570998	5.933805078
ASCRP3000105	hsa_circRNA_008091	hsa_circ_0008091	NDUFS1	5.320335061	5.51186608	1.14197496144006	0.250886737630053	0.505814431640422	5.320335061	5.36495970133333	1.03141479140916	0.503440382764457	0.751438543299199	5.356515272	5.263330105	5.341159806	5.533678717	5.254981968	5.746937555	5.351705493	5.418079388	5.325094223
ASCRP3000106	hsa_circRNA_026134	hsa_circ_0026134	TUBA1C	13.4254210966667	15.0290845066667	3.03914057910704	0.107125680367661	0.367519431556705	13.4254210966667	13.68987865	1.20118432485518	0.0336807889200746	0.473751592106166	13.60111343	13.37909571	13.29605415	14.06199402	15.51262975	15.51262975	13.79138526	13.73820299	13.5400477
ASCRP3000107	hsa_circRNA_404086	NA	AZIN1	5.97030829766667	5.60658194566667	-1.28674515646778	0.0296505014081757	0.266279208244319	5.97030829766667	5.58957945633333	-1.30199945204258	0.0425868261562843	0.473751592106166	6.000277232	5.926043646	5.984604015	5.553657397	5.519150885	5.746937555	5.595806029	5.418079388	5.754852952
