circbaseID	logFC	AveExpr	t	P.Value	adj.P.Val	B	GeneSymbol	experiment
hsa_circ_0009109	0.713603394666668	5.48423354566667	4.47676932735023	0.00213222888244599	0.0261030830690409	-1.34176515533683	DCAF6	CLONE1
hsa_circ_0009109	1.1581519516	7.2164505748	6.95449793227799	0.000263494835254544	0.00722724949233205	0.994862452574651	DCAF6	GSE113153
hsa_circ_0015270	-1.3145219298	7.2565981835	-5.17895595375171	0.00144816017021889	0.0117588820249875	-0.786356218050547	PRDX6	GSE113153
hsa_circ_0015270	-0.648652710333334	5.93144554022222	-3.72876117957256	0.00593358875713178	0.0467720796610623	-2.40716813152349	PRDX6	CLONE1
hsa_circ_0015494	-0.764925180333331	6.19598147888889	-6.35184209925332	0.000232592685125534	0.00835988235859445	0.964399351395732	QSOX1	CLONE1
hsa_circ_0015494	-1.08286696	7.5325948026	-5.74391400799128	0.000808897181359162	0.00935587288765082	-0.17317489257263	QSOX1	GSE113153
hsa_circ_0016121	1.2375746088	9.0789376014	7.0581511658036	0.000241078695813645	0.00722724949233205	1.08645249866837	SOX13	GSE113153
hsa_circ_0016121	0.894993948666666	8.20042120077778	4.74882296914471	0.00149986548770292	0.0214153990585894	-0.974567272114029	SOX13	CLONE1
hsa_circ_0111796	1.414980119	9.47952015855556	9.67825405019885	1.18402570666317e-05	0.00251416580068135	3.96646957590407	PLXNA2	CLONE1
hsa_circ_0111796	1.12436180066667	9.47952015855556	7.69046787659566	6.21291985163468e-05	0.0195546641910966	2.32355506102735	PLXNA2	CLONE9
hsa_circ_0005782	1.9085617074	8.0302049483	4.95664920928306	0.00184223208077588	0.0130904552202723	-1.04056984487741	HP1BP3	GSE113153
hsa_circ_0005782	0.510306474333333	6.16647333422222	3.89219474247732	0.00471162647559593	0.0411714365529943	-2.16777035198559	HP1BP3	CLONE1
hsa_circ_0111998	2.170997854	13.856670855	8.31150634467317	8.87494341816843e-05	0.00666237182263348	2.10233441648961	XLOC_000566	GSE113153
hsa_circ_0111998	0.870619223333335	16.1257077022222	3.69087869795277	0.00626276115864325	0.0483352863739426	-2.46314223382878	XLOC_000566	CLONE1
hsa_circ_0016760	0.519765553333333	12.8898476677778	4.17341150899542	0.00319735369643326	0.0326097668240842	-1.76427784690486	SNAP47	CLONE1
hsa_circ_0016760	2.27839265	12.211819595	7.1406311762909	0.000224777166796604	0.00722724949233205	1.15845312308812	SNAP47	GSE113153
hsa_circ_0006913	0.633363320599999	6.3014028337	3.35866778368958	0.0128355818399828	0.039003398686621	-3.08991289236352	ARID1A	GSE113153
hsa_circ_0006913	0.824696119666667	6.19072472933333	5.99416120884639	0.000342428129026887	0.00984400950285258	0.563981221059049	ARID1A	CLONE1
hsa_circ_0000036	-2.6956935708	9.4045359626	-5.23048888256203	0.00137088378111297	0.0114804783763142	-0.728488481947231	THEMIS2	GSE113153
hsa_circ_0000036	-2.74775103066666	10.4897568642222	-6.21841721377274	0.000268204036779547	0.00881099928235031	0.817090229551294	THEMIS2	CLONE1
hsa_circ_0000038	0.656553144666669	5.91977356966667	4.51443978163558	0.00202953493742239	0.0253548942182206	-1.29025308924636	PHACTR4	CLONE1
hsa_circ_0000038	0.703718258800001	7.3365204872	3.55252028883309	0.00993828671911654	0.0329460874455464	-2.82140530076311	PHACTR4	GSE113153
hsa_circ_0000044	0.624717307333336	6.65529198922222	4.93419558024855	0.00118750818382116	0.0191970835047858	-0.730807118593644	PUM1	CLONE1
hsa_circ_0000044	0.954887747000002	7.7032569133	7.21034028801347	0.00021196814572833	0.00716073395094531	1.21870548089602	PUM1	GSE113153
hsa_circ_0113080	0.554413253	8.73880823211111	4.52091601614933	0.00201242747419433	0.0252705982827724	-1.28141873609538	TRIM62	CLONE1
hsa_circ_0113080	1.757801782	12.391052753	5.27940337829183	0.00130177747109836	0.011188678914916	-0.673926835112129	TRIM62	GSE113153
hsa_circ_0012673	-1.6659918208	9.7657007288	-4.37483564060786	0.00357454658194701	0.0180690939715604	-1.74180711847142	DHCR24	GSE113153
hsa_circ_0012673	-1.36524628733333	7.98021751633333	-6.69511857971648	0.000162770649644418	0.00688503727284961	1.33247138140883	DHCR24	CLONE1
hsa_circ_0013058	-0.519201790666664	5.94828859522222	-4.03802454189241	0.00384791944962794	0.0365571081499706	-1.95715686425729	LPAR3	CLONE1
hsa_circ_0013058	-1.11763925166666	5.94828859522222	-8.69229422613781	2.59029530988115e-05	0.0142648718850389	3.11731077426117	LPAR3	CLONE9
hsa_circ_0009654	-0.808479383666666	5.77345860644444	-6.02021879218046	0.000332737636002344	0.0097786780556472	0.593751380402858	PIK3CD	CLONE1
hsa_circ_0009654	-1.0197672434	7.2231048935	-3.95530032864465	0.00594630992071317	0.024149252770907	-2.27999325578232	PIK3CD	GSE113153
hsa_circ_0000204	0.585087909333333	7.65561058544444	3.80122035148854	0.00535441792919349	0.0440987267787343	-2.3006046482373	WDR37	CLONE1
hsa_circ_0000204	0.760400552199997	9.5870907453	4.87157808616285	0.00202360888013463	0.0136876542485169	-1.13983837997695	WDR37	GSE113153
hsa_circ_0000206	1.363117669	8.87562829444444	3.9761173552586	0.00419175138915397	0.0386203194560673	-2.04621040695118	WDR37	CLONE1
hsa_circ_0000206	0.547506140599999	9.3259097259	3.62533432661556	0.009040686021756	0.0309791464424573	-2.72182752815835	WDR37	GSE113153
hsa_circ_0017693	-1.62920979366666	6.33966554388889	-10.4299119416575	6.81708973067254e-06	0.00195630425006388	4.49962350413981	ECHDC3	CLONE1
hsa_circ_0017693	-0.712219602600003	6.3538420383	-3.76718812599698	0.00753534621583253	0.0275902414724715	-2.52995130550419	ECHDC3	GSE113153
hsa_circ_0017726	0.738814156666667	6.32797973311111	5.9160588574606	0.000373387802148025	0.0101513535433881	0.474177470700559	DHTKD1	CLONE1
hsa_circ_0017726	0.9426290998	6.1366081143	4.47161233070974	0.00319049490590807	0.0171391640917978	-1.62152315245782	DHTKD1	GSE113153
hsa_circ_0017969	1.0614571946	8.9259042343	4.9702347681527	0.00181498088957872	0.0130005371339902	-1.02481944501972	PIP4K2A	GSE113153
hsa_circ_0017969	0.691622938666669	8.46955142788889	4.76406121851109	0.00147107216476169	0.021278637362281	-0.954331959212331	PIP4K2A	CLONE1
hsa_circ_0018242	-0.442157187	6.7100269401	-3.25333079022209	0.0147834804242228	0.0429078202875534	-3.23775688890923	BMS1	GSE113153
hsa_circ_0018242	-0.730919086666666	6.60953318633333	-4.51729973903596	0.00202196074301625	0.0253251231959044	-1.2863509888746	BMS1	CLONE1
hsa_circ_0009172	1.32336957	11.14706267	9.01831777684515	1.98368978283825e-05	0.00299696887002887	3.4600561947826	DNA2	CLONE1
hsa_circ_0009172	1.13091831	11.14706267	7.70682727670146	6.12039896698601e-05	0.0195546641910966	2.33741313852385	DNA2	CLONE9
hsa_circ_0017628	1.2793347722	7.4774283747	4.51002826317515	0.00305091068240985	0.0167187867294178	-1.57418008568118	SFMBT2	GSE113153
hsa_circ_0017628	0.719344685333334	5.39768108722222	5.54491528048707	0.000569440555782483	0.0127792159449979	0.0354682650353038	SFMBT2	CLONE1
hsa_circ_0094798	0.688979407999999	6.8877086216	4.66663496508404	0.00254797396754162	0.0152018267084694	-1.3835564929149	CWF19L2	GSE113153
hsa_circ_0094798	0.713878463999999	6.16709913577778	5.28194150587071	0.000776488045405732	0.0151221434311851	-0.287614828818874	CWF19L2	CLONE1
hsa_circ_0006868	0.492552802666665	5.74986341911111	3.73602443822958	0.00587261694642575	0.0466225578081986	-2.39645643728059	CWF19L2	CLONE1
hsa_circ_0006868	0.514562657399997	6.6554776681	3.69014650777103	0.00831569892199182	0.0294236579176621	-2.63380776592632	CWF19L2	GSE113153
hsa_circ_0022383	-2.61119377233333	9.64678989811111	-10.8818036523207	4.97336488128999e-06	0.0092858127300375	4.52176142919642	FADS2	CLONE9
hsa_circ_0022383	-3.99008308333333	9.64678989811111	-16.6281419361999	1.98885011649781e-07	0.000425304063406359	7.62394272607067	FADS2	CLONE1
hsa_circ_0022392	-4.33783575733334	10.2052680862222	-19.5907700095329	5.60121409241065e-08	0.000347335628653136	8.58392947870414	FADS2	CLONE1
hsa_circ_0022392	-2.017686604	10.2052680862222	-9.11238608872068	1.83947534969975e-05	0.0142648718850389	3.41929265220108	FADS2	CLONE9
hsa_circ_0004291	1.379045108	9.95064183755555	5.38869095210068	0.000683861231768641	0.0141264905043755	-0.155223310211171	POLA2	CLONE1
hsa_circ_0004291	1.0086596042	10.5007270399	3.92492755326363	0.00617585474907887	0.024674855413069	-2.31999713395055	POLA2	GSE113153
hsa_circ_0000324	-1.29553357333333	6.26366361544444	-10.4957782796009	6.50602393763532e-06	0.00195630425006388	4.54428321644059	NEAT1	CLONE1
hsa_circ_0000324	-1.3372569096	9.4618695518	-4.80307549047186	0.00218416955350062	0.0140581940287581	-1.22058040837052	NEAT1	GSE113153
hsa_circ_0023115	1.4916574808	10.7516395756	6.53875690456028	0.000380458934385086	0.00761295697332939	0.614713580134253	GSTP1	GSE113153
hsa_circ_0023115	2.07890581766667	10.9348566518889	4.85364272917194	0.00131353348436979	0.0201195387864929	-0.836088989681422	GSTP1	CLONE1
hsa_circ_0003695	0.5675826544	5.995125893	4.22553795279747	0.00427129102806308	0.0199140299511931	-1.93022370052604	PICALM	GSE113153
hsa_circ_0003695	0.622819029999999	5.67251872477778	5.06707448695017	0.00100753423852415	0.0172768217315996	-0.559293415074926	PICALM	CLONE1
hsa_circ_0005785	1.4857742702	11.2337983289	5.6734763147584	0.000867900402162646	0.00956826569166367	-0.247120215287308	ANAPC7	GSE113153
hsa_circ_0005785	1.44090529266667	10.5824925824444	5.03554155494792	0.00104736741607971	0.0177429165173057	-0.599751754773824	ANAPC7	CLONE1
hsa_circ_0028196	1.08024001666667	12.7697274755556	4.54483570054823	0.00195058687087544	0.0248690337752673	-1.24884422779673	ANAPC7	CLONE1
hsa_circ_0028196	2.39770953	12.207039045	6.31881665920611	0.000465446365387294	0.00805308775821736	0.40498815844176	ANAPC7	GSE113153
hsa_circ_0029033	1.3179501514	7.9804926739	3.63953004390639	0.00887619169238046	0.0306360337693063	-2.70249863136634	WDR66	GSE113153
hsa_circ_0029033	1.66560694033334	7.53105244444444	5.27659956128701	0.000781471847049677	0.0151586894864089	-0.294284817555478	WDR66	CLONE1
hsa_circ_0029409	-1.98780075466667	6.49734713311111	-11.1326380397145	4.19561318298724e-06	0.00190985725693431	4.96013388295145	GLT1D1	CLONE1
hsa_circ_0029409	-1.3255411964	7.0627440564	-6.93033248589167	0.000269053943721655	0.00722724949233205	0.973330240474731	GLT1D1	GSE113153
hsa_circ_0004650	3.0816678596	8.381504331	10.4892049162873	2.04893210398367e-05	0.00587722243038051	3.53342204091432	PCED1B	GSE113153
hsa_circ_0004650	0.567399853333335	5.43503784022222	4.35135813919194	0.00251685826263303	0.0283567968458551	-1.51478803827357	PCED1B	CLONE1
hsa_circ_0026134	2.674083094	12.907172891	8.03482136415812	0.000109416895223905	0.00666237182263348	1.89178886177352	TUBA1C	GSE113153
hsa_circ_0026134	1.60366341	14.0481280844444	4.72416797064535	0.00154776148915793	0.0218229896672167	-1.00738219714454	TUBA1C	CLONE1
hsa_circ_0099132	0.793840028666666	5.83724840611111	4.45709809271978	0.00218808606771318	0.0265206903884193	-1.36874907733267	RAB3IP	CLONE1
hsa_circ_0099132	1.6128008244	6.7605615142	3.24345099786533	0.0149818959141609	0.0432622494385145	-3.25168891404713	RAB3IP	GSE113153
hsa_circ_0000419	0.747699278000002	5.77719898155556	5.34229873294532	0.000722535798244564	0.0145656648418847	-0.212549802546661	RAB3IP	CLONE1
hsa_circ_0000419	3.8214551008	9.1840480064	7.16948651606545	0.000219371607089812	0.00722724949233205	1.18346020406498	RAB3IP	GSE113153
hsa_circ_0099201	2.0555605228	9.87718182	5.08778967852772	0.00159708782106482	0.012365672284224	-0.889703988221831	CLSTN3	GSE113153
hsa_circ_0099201	1.18704171333334	11.9054570533333	7.92795854919987	5.00912668075494e-05	0.00384835031686031	2.5343878870838	CLSTN3	CLONE1
hsa_circ_0099201	1.29239689666667	11.9054570533333	8.63159980883558	2.7247105437354e-05	0.0142648718850389	3.07224755034132	CLSTN3	CLONE9
hsa_circ_0027774	0.939605782333331	9.97973334688889	5.10839167999566	0.000957829387045978	0.0167630519641452	-0.506509713395848	METAP2	CLONE1
hsa_circ_0027774	0.739763569999997	12.128547625	5.82754919059156	0.000744610033159881	0.00909890224110135	-0.0862762435870259	METAP2	GSE113153
hsa_circ_0000500	-0.878732619666668	6.55917094633333	-7.63922725775822	6.51292643979484e-05	0.019858319772837	2.27994570430193	PCCA	CLONE9
hsa_circ_0000500	-0.471792398333335	6.55917094633333	-4.10150854615856	0.0035266572126428	0.0348275247204006	-1.86639061109218	PCCA	CLONE1
hsa_circ_0002807	-0.796431211	6.73624157555556	-6.95219968871185	0.000125674390098713	0.0291953577188844	1.66427999858262	TMCO3	CLONE9
hsa_circ_0002807	-0.595119347333334	6.73624157555556	-5.19491009911866	0.000862219213289833	0.0158934707801838	-0.396817657409511	TMCO3	CLONE1
hsa_circ_0002807	-1.6355124872	8.898248464	-3.8013120648766	0.00721559586743795	0.0269670631708265	-2.48422281100934	TMCO3	GSE113153
hsa_circ_0008539	-1.76433549433333	6.42741678988889	-12.0994799979117	2.24602109977997e-06	0.00142526677272716	5.5402659171131	TMCO3	CLONE1
hsa_circ_0008539	-1.220977459	6.42741678988889	-8.37323309003296	3.39079153024876e-05	0.0150381604366532	2.87621085261933	TMCO3	CLONE9
hsa_circ_0031027	-1.218317142	6.70180733988889	-7.91364868616242	5.07380938420528e-05	0.0193140294527889	2.50994053794357	TMCO3	CLONE9
hsa_circ_0031027	-0.9141463962	7.2894494483	-5.31332441554471	0.00125614330747639	0.0110643686792395	-0.636297843818913	TMCO3	GSE113153
hsa_circ_0031027	-1.53227051233333	6.70180733988889	-9.95295076195529	9.63651861897191e-06	0.00218659330616997	4.16645729390164	TMCO3	CLONE1
hsa_circ_0005161	-0.980253999333334	6.35309469422222	-7.55956549398775	7.01184073203824e-05	0.0207316757643931	2.21153114614303	TMCO3	CLONE9
hsa_circ_0005161	-0.480383320000002	6.35309469422222	-3.70464101368528	0.00614097256003411	0.0477717486863773	-2.44278698368166	TMCO3	CLONE1
hsa_circ_0008068	1.32487609333333	10.9096353677778	3.79142340273127	0.00542905469972044	0.044364561729625	-2.31497369809733	KATNAL1	CLONE1
hsa_circ_0008068	2.0546640954	10.4533398283	5.00806818475466	0.00174143098364599	0.0128733901688353	-0.981105494114854	KATNAL1	GSE113153
hsa_circ_0006900	0.794874433333335	6.69977680766667	5.21484106988892	0.000841707666530192	0.0157848351251947	-0.371708511787076	COG6	CLONE1
hsa_circ_0006900	1.135463415	8.5778139053	4.58573657271925	0.0027952153485037	0.0159090449346966	-1.48155092511009	COG6	GSE113153
hsa_circ_0030509	-0.542994352666667	5.76804093788889	-3.68844784390921	0.00628453978887745	0.0483741753943784	-2.46674001171609	MYCBP2	CLONE1
hsa_circ_0030509	-2.0828916666	8.0296552539	-4.33210178354088	0.00376019283473774	0.0186132417584241	-1.79538476849715	MYCBP2	GSE113153
hsa_circ_0008274	1.58559624766667	10.3570850687778	4.28191811369739	0.00276168316173461	0.0299699464258875	-1.61159481414653	UGGT2	CLONE1
hsa_circ_0008274	1.701301643	10.1624222127	5.40996797086022	0.00113564860090041	0.0106472735373021	-0.530019007848047	UGGT2	GSE113153
hsa_circ_0000574	1.31134625333334	12.4790419477778	3.77963462404441	0.00552034660181686	0.0449463129371999	-2.33228043789456	RP11-982M15.8	CLONE1
hsa_circ_0000574	0.918173932000004	12.204710592	4.37649655504767	0.00356753875593978	0.0180641621962652	-1.73973047478098	RP11-982M15.8	GSE113153
hsa_circ_0031132	1.22437534	11.451307902	5.8376408412239	0.000737248859746944	0.0090966254798376	-0.0758564876632084	METTL17	GSE113153
hsa_circ_0031132	1.465712374	10.4914509931111	4.45245765950825	0.00220149300190031	0.0266467684910887	-1.37512302560784	METTL17	CLONE1
hsa_circ_0005185	-1.1785059588	7.1559167538	-6.0458892618112	0.000602207567284513	0.00867607093007362	0.136049476602524	PRKD1	GSE113153
hsa_circ_0005185	-1.57770193466667	6.19280172355556	-10.6784088270104	5.72342589307457e-06	0.00190985725693431	4.66645955487921	PRKD1	CLONE1
hsa_circ_0004204	-0.528661996666666	5.64070494622222	-3.83218858325243	0.00512563462369106	0.0431872340443468	-2.25526545088245	MIPOL1	CLONE1
hsa_circ_0004204	-1.6035304114	7.4611024339	-3.27307809273511	0.0143953262723568	0.0421440513042565	-3.20994303416876	MIPOL1	GSE113153
hsa_circ_0032154	2.86872366333334	11.2903647144444	4.60044512031246	0.00181465356760215	0.0238160256182233	-1.17344760501527	PPP2R5E	CLONE1
hsa_circ_0032154	0.977442353999999	12.400240579	6.10657480650934	0.000568268790293271	0.0086327045715914	0.196698163155035	PPP2R5E	GSE113153
hsa_circ_0000549	-0.813837228333334	6.97012785544444	-5.49691260921356	0.000602185017208215	0.0130567093620012	-0.022740334908427	SRSF5	CLONE1
hsa_circ_0000549	-1.16257468733333	6.97012785544444	-7.85239509261873	5.36138743847806e-05	0.0193140294527889	2.45935539524301	SRSF5	CLONE9
hsa_circ_0033144	1.2088061818	8.9519615541	3.83709751582846	0.00689614661716355	0.0262600746813526	-2.43644976637813	BCL11B	GSE113153
hsa_circ_0033144	2.368979276	8.892539329	6.68520953241707	0.000164425479365852	0.00688503727284961	1.32206262770617	BCL11B	CLONE1
hsa_circ_0033149	0.649404119333333	7.10829422155556	5.15763337667126	0.000902067407578276	0.0162388776674193	-0.443940032510661	SETD3	CLONE1
hsa_circ_0033149	1.300073064	8.927121845	3.22088581787166	0.0154459038957479	0.0441718519071116	-3.28354982959816	SETD3	GSE113153
hsa_circ_0000567	1.2101640686	8.5732224443	3.15422812516341	0.0169091531084201	0.0470551094517391	-3.37798695332892	SETD3	GSE113153
hsa_circ_0000567	0.503662406333334	6.63613460922222	3.96951071861374	0.00423035253519661	0.0388658659942687	-2.0557452687257	SETD3	CLONE1
hsa_circ_0008551	-1.10607544866667	5.94519236966667	-8.46451954882765	3.13667872455976e-05	0.00299861482770657	3.00461544484453	NBEAP1	CLONE1
hsa_circ_0008551	-0.947932014333333	5.94519236966667	-7.25428728750507	9.357705114899e-05	0.023411058668223	1.94224534466783	NBEAP1	CLONE9
hsa_circ_0034642	-3.2567461382	13.6634142329	-5.05131138493323	0.00166140808239866	0.0126530663403837	-0.931407271362903	VPS18	GSE113153
hsa_circ_0034642	-2.22121532833333	9.97146412855556	-3.87387507991696	0.00483407856478006	0.0417242342505064	-2.19443183898793	VPS18	CLONE1
hsa_circ_0008926	0.810021048799999	10.2909150956	5.72338113965094	0.00082561813540229	0.00938290526378232	-0.194658237756753	NUSAP1	GSE113153
hsa_circ_0008926	0.810383507000001	8.28393827822222	5.12139606114405	0.000942745249867171	0.016669491318598	-0.489949838941032	NUSAP1	CLONE1
hsa_circ_0005301	0.748929603200001	5.7322040898	4.59139128411022	0.00277709365272682	0.0158425333189048	-1.47466816516486	KIAA0101	GSE113153
hsa_circ_0005301	0.525769928666668	5.78174698422222	4.2931682606488	0.00272032788463821	0.0296568902615479	-1.59586270131962	KIAA0101	CLONE1
hsa_circ_0036188	0.928729663666667	8.94834228266667	4.54498061780968	0.00195021856266101	0.0248690337752673	-1.24864713829295	PKM	CLONE1
hsa_circ_0036188	1.3253101782	8.9705120861	6.7072836316299	0.000327128314682735	0.00742720051032799	0.771327164008738	PKM	GSE113153
hsa_circ_0000647	0.930397102000001	5.83085940366667	4.28677960893941	0.00274372952512504	0.0298113240274443	-1.60479425894531	SEC11A	CLONE1
hsa_circ_0000647	0.989015698800002	7.5651276132	5.3793414985389	0.00117237245182279	0.0107495621170165	-0.563550614636526	SEC11A	GSE113153
hsa_circ_0036766	0.720809222999999	6.150459592	5.00080460919134	0.0010932522674139	0.0182339527746281	-0.64449584053279	SEMA4B	CLONE1
hsa_circ_0036766	1.342887937	6.7151351111	3.77141574015743	0.00749490424521742	0.0275177206865997	-2.52427685788361	SEMA4B	GSE113153
hsa_circ_0000673	2.056776143	10.9165247012222	7.047956089732	0.000114340348368016	0.00577488006403911	1.69499502433792	RSL1D1	CLONE1
hsa_circ_0000673	0.975779533999997	11.459355551	3.40848229612221	0.0120126162983673	0.037356796480446	-3.02045855433577	RSL1D1	GSE113153
hsa_circ_0000676	0.700922356999996	9.98160552944444	5.53253672378648	0.000577692982482767	0.0128982847370351	0.0204904148533416	ABCC1	CLONE1
hsa_circ_0000676	1.9074564708	10.9113029346	6.36581398566437	0.000445623965957532	0.00798314534237371	0.450319123056986	ABCC1	GSE113153
hsa_circ_0005699	0.759598070000001	13.9700957288889	3.65929915675977	0.00655208611182572	0.0497138082730277	-2.50993723755917	C16orf62	CLONE1
hsa_circ_0005699	3.2146333596	11.1367297442	8.03098479198793	0.0001097396062461	0.00666237182263348	1.88881764533202	C16orf62	GSE113153
hsa_circ_0006795	-2.6294689558	10.0461852523	-4.38385982369998	0.00353665375895157	0.0179866655007402	-1.73052933602138	KNOP1	GSE113153
hsa_circ_0006795	-1.20199905266667	7.17863624144444	-4.32112050820603	0.00262044970273412	0.0291893116217024	-1.55685509614401	KNOP1	CLONE1
hsa_circ_0105346	1.17809976666666	10.9255373677778	4.17507765817082	0.0031901280113167	0.0325927528863006	-1.76192045314074	ASPHD1	CLONE1
hsa_circ_0105346	1.746318726	10.625211873	4.62048868923925	0.00268588325127062	0.015579861781544	-1.43933018752049	ASPHD1	GSE113153
hsa_circ_0007059	-0.678418504000001	6.82451595611111	-5.33578131235627	0.000728158662288257	0.0146186091933056	-0.220629097172966	ZNF720	CLONE1
hsa_circ_0007059	-0.931840810666668	6.82451595611111	-7.32895514248255	8.7124689442623e-05	0.0229611060862309	2.00916809628774	ZNF720	CLONE9
hsa_circ_0007586	2.1402989152	10.2488606644	6.94018649367532	0.000266771230072221	0.00722724949233205	0.982118718816691	ADCY9	GSE113153
hsa_circ_0007586	1.55308963433333	10.0112135867778	5.10957650638013	0.000956444194838542	0.0167630519641452	-0.504999886114109	ADCY9	CLONE1
hsa_circ_0039930	0.918612893999997	8.3078888646	3.62831389993504	0.00900588647812747	0.0309228002028483	-2.71776822778429	NFATC3	GSE113153
hsa_circ_0039930	0.887048908333333	7.03009915744444	4.44062210721302	0.00223609312369514	0.0268029000096972	-1.39139455598418	NFATC3	CLONE1
hsa_circ_0105835	1.02624219200001	10.998391632	4.68400184681874	0.00249812524016042	0.0150363868262588	-1.36265196786538	NFAT5	GSE113153
hsa_circ_0105835	1.06515098333334	11.2642349644444	5.42742303579467	0.000653309894677196	0.0137082680480976	-0.107608254726151	NFAT5	CLONE1
hsa_circ_0003438	-1.5903599874	8.6414747133	-4.71737542608659	0.00240534586112617	0.0147741253653936	-1.32261140146454	AARS	GSE113153
hsa_circ_0003438	-1.11337590333333	7.32644665755556	-6.08475786559417	0.000310013534475838	0.00954196232139038	0.667076019739195	AARS	CLONE1
hsa_circ_0000714	-1.07600257566667	7.49605647655556	-6.2219479908519	0.000267187496435696	0.00880725811730771	0.821019669840416	AARS	CLONE1
hsa_circ_0000714	-1.4913048694	8.7635215991	-4.43096894057634	0.00334592205906306	0.017502414092694	-1.67186139233042	AARS	GSE113153
hsa_circ_0040203	-0.448004873399999	7.1675750499	-3.40164371515626	0.0121221328209335	0.0375717771236211	-3.02997516498605	AARS	GSE113153
hsa_circ_0040203	-1.476083743	7.27689854055556	-9.6379571164093	1.22085905027191e-05	0.00251416580068135	3.9366142329415	AARS	CLONE1
hsa_circ_0040773	0.610282908333332	9.10928048388889	4.38115913766359	0.00241909081381769	0.0277617440871992	-1.47346094858807	ZCCHC14	CLONE1
hsa_circ_0040773	0.819378808	11.399799432	5.62314012837192	0.000913026481674959	0.00972019565966281	-0.300392141012488	ZCCHC14	GSE113153
hsa_circ_0041252	-1.084054283	7.3406358795	-5.03806339046864	0.00168547923746462	0.0126906916092851	-0.946602693473323	PITPNA	GSE113153
hsa_circ_0041252	-1.188625364	6.55163718388889	-7.35839798595841	8.47175304934131e-05	0.0048802370231447	2.00132605841856	PITPNA	CLONE1
hsa_circ_0106369	1.83750917999999	11.1014239911111	4.78589997862691	0.00143085227390572	0.0210570522420786	-0.92539326956823	AKAP10	CLONE1
hsa_circ_0106369	1.308257778	11.925235559	6.27687720783018	0.000483977916149766	0.00819577303713986	0.364295567237925	AKAP10	GSE113153
hsa_circ_0106511	1.02729820266666	10.4505453135556	4.44534493297061	0.002222216138502	0.0267696138732821	-1.38489909570974	SSH2	CLONE1
hsa_circ_0106511	0.926995129999998	12.617108761	4.67588253302323	0.00252129418242798	0.0150994667815831	-1.37241936858595	SSH2	GSE113153
hsa_circ_0043001	0.776029087	7.670475878	4.46989719310836	0.0021515646252486	0.0262410200606883	-1.35118537631043	RHOT1	CLONE1
hsa_circ_0043001	1.4578538462	9.5833694339	4.46920420645345	0.00319947767059126	0.0171513459689079	-1.62449853098181	RHOT1	GSE113153
hsa_circ_0005397	1.4124637714	10.1071543063	9.18585322916999	4.75160715795116e-05	0.00593609719096698	2.72219081751447	RHOT1	GSE113153
hsa_circ_0005397	1.00835713566667	7.44516079344444	5.9068018031379	0.000377257369608356	0.010196984771253	0.463476239453795	RHOT1	CLONE1
hsa_circ_0000735	2.2974113242	11.6507331879	5.59897916564074	0.000935617411334719	0.00984658356019957	-0.326090087514044	P2RX1	GSE113153
hsa_circ_0000735	1.98992100333333	13.11349589	4.77379694255911	0.00145299187970615	0.0211783213188346	-0.941422114921794	P2RX1	CLONE1
hsa_circ_0005479	0.747991345999997	11.280117341	6.20736649788093	0.000516553039100454	0.00828758349946827	0.296348565226675	ZZEF1	GSE113153
