Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B	experiment
CDCA7L	-4.04183143214626	4.42341161264116	-13.6587667066204	9.76855936853464e-10	3.12593899793108e-08	12.7775543029809	LNCaP_clone1
GALNT10	2.38716064782663	7.28599396214086	13.5019216965066	1.14352808884579e-09	3.48351613440534e-08	12.3867175768394	LNCaP_clone1
GPR37	3.60232576482661	3.07782380744436	13.1113428132644	1.70464291769206e-09	4.6091430208604e-08	12.226560193136	LNCaP_clone1
BHLHE40	-4.71985570451164	3.59709040654302	-12.8526323748846	2.2331845569757e-09	5.5978267080756e-08	11.9288458069491	LNCaP_clone1
LEF1	2.35476329079996	3.83521105722032	12.7812701181843	2.4078559030197e-09	5.91450802093854e-08	11.8467411687955	LNCaP_clone1
ARHGAP10	-2.88547940934873	3.80624125725408	-12.738095268887	2.52053627991751e-09	6.11591690041897e-08	11.8344656926712	LNCaP_clone1
PDCD4	-1.58908091359153	7.00399465924255	-12.8416877992818	2.25907474337541e-09	5.64849656264762e-08	11.6850538973127	LNCaP_clone1
PLK2	-2.43733559446774	3.91084839770897	-12.3030773603365	4.02578086321603e-09	8.58833250819419e-08	11.3401367682346	LNCaP_clone1
PHF21B	5.74641126415996	0.720849763325215	12.5822875769296	2.9761008652961e-09	6.91854004269288e-08	11.2213139728907	LNCaP_clone1
STARD3NL	1.58337068760135	6.01782947394872	12.0035005814628	5.60294025220137e-09	1.1135644216341e-07	10.7963357826818	LNCaP_clone1
MOCOS	-1.98281528028112	5.3874536482105	-11.3845098465217	1.1341396866198e-08	1.88599724764237e-07	10.1339482245509	LNCaP_clone1
TRIB1	2.34266028405925	6.26553252996467	11.3879121057018	1.12965678407702e-08	1.88078418274972e-07	10.0467649531805	LNCaP_clone1
TMEM145	5.45505407406986	2.06179233228824	11.1706675865829	1.45753392824968e-08	2.2544915040953e-07	10.0367548926123	LNCaP_clone1
RGS11	3.84470803868102	1.40919328080783	10.9553620389711	1.88374727977027e-08	2.75493103221748e-07	9.82740437215394	LNCaP_clone1
IRF2BP1	1.70897417853864	5.75809923035033	11.1582690007021	1.47906443586457e-08	2.28526101984303e-07	9.81944867398954	LNCaP_clone1
FAM222A	2.96660900680573	3.61560741332244	10.9025637859162	2.00728132938468e-08	2.86648813792989e-07	9.76026935929458	LNCaP_clone1
FABP5	4.60069235729305	1.25434522067404	11.0688056035772	1.64478150592486e-08	2.47018208510911e-07	9.75913491304381	LNCaP_clone1
MARCKS	1.63118108851995	7.14649106545673	11.1041245103941	1.5771197285747e-08	2.40743702987682e-07	9.65426590103733	LNCaP_clone1
BAG3	-1.69451752975601	6.15182617441241	-11.0419650260036	1.69825760804879e-08	2.53412728850232e-07	9.64364661007671	LNCaP_clone1
MTERF4	1.42691760576909	6.38021251270421	10.9067778496099	1.9971129016217e-08	2.86020484886281e-07	9.45197501622198	LNCaP_clone1
ABCA12	-4.56827865693367	1.46291644641428	-10.8040051817928	2.26145286632833e-08	3.133246314897e-07	9.45097655151408	LNCaP_clone1
ALDH1B1	-1.9640417974675	6.46630394843728	-10.8515324409091	2.13487175294047e-08	3.01475007054914e-07	9.40266131015699	LNCaP_clone1
TLX1	5.72087189944963	-0.638895658463587	11.0003205548663	1.78491041572243e-08	2.6269061308185e-07	9.33072006760109	LNCaP_clone1
PLA2G7	3.61857510132239	1.5061532547292	10.4783437386256	3.37421072767197e-08	4.24499441591337e-07	9.28042682184976	LNCaP_clone1
DDAH2	1.73668474843125	5.91290718694887	10.6940231826808	2.58589858518352e-08	3.47242127627339e-07	9.23137390455788	LNCaP_clone1
CDCP1	-1.34103394991445	6.15417874864943	-10.7194223893045	2.50682169301995e-08	3.40225450009868e-07	9.22776987953558	LNCaP_clone1
NINJ1	-1.89503263564359	6.31382845229308	-10.6349414100135	2.78025247473356e-08	3.69781530290588e-07	9.12831250729127	LNCaP_clone1
SYT17	4.96985419681262	0.228689676909788	10.5384422381476	3.13173977749522e-08	4.00862691519388e-07	9.08645912893431	LNCaP_clone1
CACNA2D2	3.34668174872654	3.43941253542393	10.282261230614	4.31374726572932e-08	5.13965856972293e-07	9.01701991692461	LNCaP_clone1
BACE2	5.52417582201982	2.18199359033503	10.0484337575184	5.80960048399894e-08	6.34734110828138e-07	8.69043738897585	LNCaP_clone1
SULT2B1	-4.24501493980342	1.84050473892287	-10.0800774499965	5.578471719913e-08	6.15520488701238e-07	8.66563904760562	LNCaP_clone1
DSC3	-6.94461510435231	0.169249438599722	-10.244633734632	4.5238331309505e-08	5.30837004567043e-07	8.55686367838794	LNCaP_clone1
PHLDA3	-1.71381592387552	5.55997913947509	-10.1058606378391	5.39735248065545e-08	6.01468544809144e-07	8.49478906104685	LNCaP_clone1
SLC22A3	-3.74743207991791	3.72090750389093	-10.0198568766419	6.02705301094294e-08	6.5185615200524e-07	8.47572586618607	LNCaP_clone1
CDK17	2.15224753440004	4.07580556044847	9.93878891684388	6.69216691010211e-08	7.06271654536646e-07	8.43509194979849	LNCaP_clone1
TTC31	1.6126902239354	4.88058732233485	9.98895745256503	6.27191055949606e-08	6.71055951887186e-07	8.40309523165946	LNCaP_clone1
ADGRD1	-3.40523008677678	1.68082238742155	-9.72623717120111	8.83303695644175e-08	8.7776731920424e-07	8.30188823226108	LNCaP_clone1
GSAP	2.9181541846793	2.00391761094317	9.68154219121366	9.36934633303664e-08	9.18630499216635e-07	8.27970616089462	LNCaP_clone1
ZNF578	-3.29858273407279	1.42023866411316	-9.66213033904681	9.61291397555383e-08	9.37897732775713e-07	8.25357755171753	LNCaP_clone1
PACSIN1	2.14824323485479	5.08956177078423	9.80586162671454	7.95650968327906e-08	8.05582170545061e-07	8.16757130719279	LNCaP_clone1
LIPA	-1.42589386831315	5.83193005280083	-9.81946635444069	7.81619516846531e-08	7.95416156020627e-07	8.07006393888563	LNCaP_clone1
C2orf68	1.32260758698961	5.61394178945225	9.71807809117227	8.92846116546531e-08	8.84101420727977e-07	7.94303145138346	LNCaP_clone1
PPP1R14C	-6.28089221336344	1.05105878346417	-9.62239951300923	1.01325707956432e-07	9.75635802214037e-07	7.88823051676536	LNCaP_clone1
DRAM1	-2.52228819020376	3.5610396476687	-9.42901960002281	1.31225840900387e-07	1.19586083098772e-06	7.87142096330688	LNCaP_clone1
ASIC3	5.52729334434031	0.56562580143924	9.51304209693702	1.17224462432385e-07	1.09494909228126e-06	7.79232215807963	LNCaP_clone1
BRSK2	2.90213338661882	2.14193252069962	9.2956321503094	1.57207463134603e-07	1.37600911270639e-06	7.77248260742289	LNCaP_clone1
AK3	-1.51987712282437	6.41900472866849	-9.57911136687417	1.07327650949739e-07	1.01866352792569e-06	7.68839316610614	LNCaP_clone1
KCTD13	1.53397162683154	5.07178173045241	9.42078307547797	1.32690590392501e-07	1.20527286273188e-06	7.5900214047926	LNCaP_clone1
SLC36A4	-2.86086540058951	2.4408363783603	-9.07052145405587	2.14167926434555e-07	1.74816902350351e-06	7.46769692328814	LNCaP_clone1
TMEM151A	5.34286850932593	0.354351130427143	9.14968666050741	1.9198152286996e-07	1.60969123021736e-06	7.38113178174647	LNCaP_clone1
HENMT1	5.70634181856668	0.700482264184631	9.02909019836659	2.26845348751709e-07	1.83138649918895e-06	7.35824925473263	LNCaP_clone1
MAST1	2.01259221731641	3.29206399817983	8.84496284496255	2.93578707478641e-07	2.24193219854516e-06	7.04041404746967	LNCaP_clone1
PIGZ	2.74703284457387	2.49203054216092	8.72632058321929	3.47347616396551e-07	2.56956200634394e-06	6.9842283554542	LNCaP_clone1
ACRBP	4.7133697849627	0.148307865016921	8.75638886338322	3.32803393086868e-07	2.47773369282176e-06	6.84352733710919	LNCaP_clone1
FMOD	3.39079231592564	0.828114339684789	8.41874642649497	5.41237919092884e-07	3.6621491014471e-06	6.56539467704773	LNCaP_clone1
MPHOSPH6	-1.56414470250086	5.0668730120768	-8.68091064437298	3.70598936839259e-07	2.69864111001114e-06	6.54779050004093	LNCaP_clone1
PBLD	2.70805550023077	4.06121512636707	8.56560530989226	4.37340748403946e-07	3.08749860872771e-06	6.49214497231838	LNCaP_clone1
GPAM	-1.34582646769229	5.52322520054033	-8.67742854244069	3.72448482118982e-07	2.70837402544921e-06	6.46804150979594	LNCaP_clone1
ABCC11	3.60582691371228	1.21539685016602	8.34054523781541	6.06918326055665e-07	4.02458388076456e-06	6.44963788957391	LNCaP_clone1
PCIF1	-1.22818892720906	5.54579671073471	-8.67729820470706	3.72517901006095e-07	2.70837402544921e-06	6.44640893229155	LNCaP_clone1
UBE2E3	1.24342086863114	6.60905835978491	8.70650707131368	3.57297398746664e-07	2.62197542507155e-06	6.42413508171803	LNCaP_clone1
ZNF22	5.92125704785845	1.00452004716199	8.33625463859939	6.10757113807842e-07	4.04427301938634e-06	6.41442434654696	LNCaP_clone1
MYO1D	1.14502522661995	7.12873991317076	8.70891295158097	3.56073339466009e-07	2.62168179808945e-06	6.39227674679511	LNCaP_clone1
LLGL2	1.32870450446976	6.61186069686289	8.64029067713231	3.92792127857808e-07	2.83362759455643e-06	6.33309152093275	LNCaP_clone1
OBSL1	3.83078208449423	1.32763232846418	8.23341121687413	7.10869338041755e-07	4.56002253073957e-06	6.30034964856482	LNCaP_clone1
TTC9	1.88941672706372	3.20014015438807	8.32655634248523	6.19528867857718e-07	4.08105135238474e-06	6.2713534457836	LNCaP_clone1
PIR	-1.69581617104231	4.06854246978101	-8.36409460906917	5.86297255442887e-07	3.91763376817009e-06	6.23619123493393	LNCaP_clone1
PEX12	-1.42671129169525	3.96556587277774	-8.37178513636965	5.79724239437092e-07	3.87928661325003e-06	6.20298137400136	LNCaP_clone1
SH3BGRL3	1.43035453290202	5.9334820847174	8.4660946134918	5.05153869233745e-07	3.46675198403798e-06	6.12314876726005	LNCaP_clone1
DDX19A	-1.1169081207419	5.58234095732722	-8.3330750534719	6.13618403504369e-07	4.05552059009614e-06	5.94269273817747	LNCaP_clone1
MINK1	-1.35091786324688	6.68033744924646	-8.3483179310927	6.00028808553317e-07	3.98457969392474e-06	5.88353418430202	LNCaP_clone1
IL6R	-1.59293882259127	5.8626054545155	-8.31139937148968	6.33505004743503e-07	4.1484136651759e-06	5.87489378029163	LNCaP_clone1
ELAVL2	3.89311214948903	0.62377817163982	7.95352843913116	1.08145805571051e-06	6.39885614642622e-06	5.83877621646509	LNCaP_clone1
EPHB3	1.62219227166624	4.6729345886943	8.15993959179622	7.92907555305001e-07	4.97868866409333e-06	5.82499142324524	LNCaP_clone1
TMEM150C	4.11526678642536	-0.837831326719957	7.94712931391815	1.09200526996333e-06	6.44759099726128e-06	5.76878073753358	LNCaP_clone1
ZNF354C	-2.39835979138729	2.01697211946577	-7.88549780659548	1.19931715429365e-06	6.98950415067041e-06	5.75773571725818	LNCaP_clone1
NPTXR	1.59540064758425	5.89955779026554	8.18268243133141	7.6649553733296e-07	4.84995271513354e-06	5.68728417795838	LNCaP_clone1
KIFC2	1.42233090506288	5.98602512833947	8.167824908604	7.83642999482379e-07	4.93383895702985e-06	5.63003522654246	LNCaP_clone1
INSM2	5.03154722940107	-1.39606178616205	7.93881386803518	1.10587324054416e-06	6.51568557942238e-06	5.60075269332758	LNCaP_clone1
SH3D21	1.82725559951231	2.53662881095894	7.7933839097147	1.38089887666905e-06	7.83952283773598e-06	5.50740953564807	LNCaP_clone1
NFIC	-1.05718296526988	7.65897806004716	-8.06417260420737	9.15116823727319e-07	5.5925142026472e-06	5.39918448094119	LNCaP_clone1
RHOU	1.49282822268166	6.45582913032316	8.00854894432785	9.95082064544227e-07	5.97734740965039e-06	5.35025029124087	LNCaP_clone1
FBXO6	1.71212015323821	3.68069681459358	7.75901914073917	1.45587006876618e-06	8.18498455248983e-06	5.3447101847655	LNCaP_clone1
JAG2	-1.13678101757404	6.71536014572816	-7.99462713955281	1.01622706984842e-06	6.07732536584878e-06	5.32615606860885	LNCaP_clone1
BBC3	1.21432137825578	4.77326335461667	7.86913986174317	1.22962711601465e-06	7.1333711112833e-06	5.27050040125683	LNCaP_clone1
PGK1	-0.978788794346853	9.19556606249438	-7.96729508851911	1.05912974244627e-06	6.28005871934141e-06	5.20705142840573	LNCaP_clone1
MAP3K8	-2.8214359500249	1.72060437360879	-7.48848509601854	2.21900163762272e-06	1.15909812235538e-05	5.19140913427494	LNCaP_clone1
TMC5	3.43196413003934	0.488192185849131	7.41621976393506	2.48737964448664e-06	1.27822912706732e-05	5.06854982285302	LNCaP_clone1
MRPL10	-1.18293796229646	5.91837994008135	-7.76723969232195	1.43755407240441e-06	8.11685731209485e-06	5.02924904289658	LNCaP_clone1
PPP3R1	1.15374826829779	6.58304700427456	7.77819225242286	1.41352721138407e-06	8.00386836575916e-06	4.99181377316723	LNCaP_clone1
REPS1	1.03031954347328	5.95579784255448	7.74697645613125	1.48314708939069e-06	8.31372767825587e-06	4.98557605768651	LNCaP_clone1
SCAMP5	1.66936419350215	4.48979465851798	7.63837067640151	1.754881616556e-06	9.56037029058543e-06	4.97603634205525	LNCaP_clone1
HBQ1	2.63040027896513	1.45833749883615	7.21933999998112	3.40669086647169e-06	1.66655508306497e-05	4.77393427220814	LNCaP_clone1
PAPSS1	1.61777133290966	7.13418364746913	7.59270189474415	1.8843695820249e-06	1.01587034035592e-05	4.6662850602899	LNCaP_clone1
MGAT5B	4.73412700060322	1.46624185697097	7.13501527961776	3.90403728938907e-06	1.87372302241336e-05	4.65025170029899	LNCaP_clone1
IGSF9B	-2.89095765719441	1.86050289373713	-7.11916994955151	4.00571803418379e-06	1.91242299402412e-05	4.60392844243041	LNCaP_clone1
FBXL5	-1.00037036047026	5.8517957119187	-7.48532597299585	2.23007305830063e-06	1.16395423457694e-05	4.56038067152658	LNCaP_clone1
RSRP1	1.19610010451375	4.01804526078925	7.30708841328045	2.95925244625832e-06	1.48143129279498e-05	4.48341616081794	LNCaP_clone1
NAV3	-2.72565283111219	1.77955549597532	-7.02204347036754	4.69293498052287e-06	2.18107357922235e-05	4.46219201254404	LNCaP_clone1
INPP5E	1.21569849913418	4.52988242842617	7.25469785564276	3.21839463712979e-06	1.59174200557373e-05	4.35002774902156	LNCaP_clone1
KAZN	-1.97568105880669	2.70397597806653	-7.02207315470222	4.69270698431513e-06	2.18107357922235e-05	4.34689154601084	LNCaP_clone1
ZIK1	-1.7256501741447	2.8787208230503	-7.06998431685802	4.33945013671972e-06	2.04195643532929e-05	4.24665571166396	LNCaP_clone1
RABAC1	1.27356074820874	5.32329764303062	7.22503191528821	3.37561361993839e-06	1.65309095210181e-05	4.21805666819022	LNCaP_clone1
PFKFB2	1.08654740731549	6.2043266053625	7.28024873880173	3.08915344428415e-06	1.53653721406961e-05	4.214441850798	LNCaP_clone1
RBP5	-5.58268096404537	0.564915711330036	-6.89587644576847	5.77549587955109e-06	2.59265503576244e-05	4.20590865038641	LNCaP_clone1
COX20	1.13463964378107	6.45015296919764	7.26791440272973	3.15084786075142e-06	1.56165646014934e-05	4.1567452121888	LNCaP_clone1
COL28A1	4.32412149439741	-0.99721372874071	6.8238403143133	6.50843286698119e-06	2.85931146309214e-05	4.09994853526895	LNCaP_clone1
PRMT9	-1.1227313452639	4.38518371799238	-7.07392314907263	4.31167858875258e-06	2.0309432704347e-05	4.04514521326318	LNCaP_clone1
CKMT2	-3.85364823279282	0.237872929104844	-6.74937371120282	7.36945633181434e-06	3.18718706576174e-05	3.97442996729808	LNCaP_clone1
MYPOP	1.59206342673978	2.91413955916866	6.84815546037307	6.25069467466411e-06	2.76768302446568e-05	3.96440700664517	LNCaP_clone1
SPR	0.949611727414749	5.80421957901279	7.10734879024296	4.08338530105526e-06	1.9408419611902e-05	3.95596367534962	LNCaP_clone1
CELF5	4.33865139140024	-0.565657870785558	6.71196940380324	7.84625586469686e-06	3.35491761643428e-05	3.95589222773547	LNCaP_clone1
ASIC1	1.49732661728357	4.06244881866863	6.89369560279371	5.79636401178549e-06	2.60034953994955e-05	3.84007490241856	LNCaP_clone1
METTL16	-0.957899252726098	5.95628860985596	-7.05088652884258	4.47679191860085e-06	2.0973875368811e-05	3.82472705618729	LNCaP_clone1
TRMT1L	-1.02588649352222	4.94200371842439	-6.97055531752922	5.10645914170782e-06	2.34359598503643e-05	3.82216784636783	LNCaP_clone1
GOT2	-0.834110883987152	8.54113294283001	-7.08423826636279	4.23983063506147e-06	2.00386575272282e-05	3.77538683692794	LNCaP_clone1
UBE2S	1.15360625356328	7.57859236551047	6.99663342263429	4.89243375518616e-06	2.26388226108583e-05	3.6677355854125	LNCaP_clone1
SLC13A3	1.49577630197134	3.58813684252244	6.76784103746693	7.14534789909707e-06	3.09987232239435e-05	3.59049380447466	LNCaP_clone1
CYP11A1	-4.79982198681996	-1.97989970340177	-6.50675838379214	1.11049199785646e-05	4.51103569863707e-05	3.49557597955921	LNCaP_clone1
CNKSR1	1.12428618027412	4.29436260521238	6.71070385739909	7.86294286378571e-06	3.35999322620331e-05	3.46291284248122	LNCaP_clone1
B4GALT1	-0.842367523630906	7.56498683412449	-6.81999812111258	6.55016905915764e-06	2.87202887219885e-05	3.34081569691501	LNCaP_clone1
EFCAB13	3.64898355545441	-0.558522670167373	6.2590320371148	1.70204344213983e-05	6.47937519910911e-05	3.23380602508051	LNCaP_clone1
RRAGA	-0.792733693591926	6.66230256967506	-6.6409558835158	8.84264255270193e-06	3.70710783940196e-05	3.0649873396061	LNCaP_clone1
GIT1	0.980880000879711	6.64762669845834	6.60991588373419	9.31901790585447e-06	3.88812613105507e-05	3.02275786531976	LNCaP_clone1
KIAA0930	-0.805093019457702	7.05823087379293	-6.6195894698764	9.16773647928742e-06	3.83303144617974e-05	3.01521643580082	LNCaP_clone1
SRCIN1	1.16063490317779	4.34607592174935	6.45645801144451	1.2102488143319e-05	4.8577075539582e-05	2.99144069282318	LNCaP_clone1
SMYD5	0.894923617090376	5.50459637468685	6.47623414079177	1.1699531072684e-05	4.72177777049715e-05	2.88848701186694	LNCaP_clone1
LPIN1	-0.951190592523496	6.7374595701538	-6.52190433607186	1.08217072521774e-05	4.41345979486638e-05	2.85995626520032	LNCaP_clone1
ESD	-0.993469834765527	6.78403694669075	-6.50668943778302	1.11062267953113e-05	4.51103569863707e-05	2.81934517251359	LNCaP_clone1
RGS20	4.31296897047576	-0.785687122242716	5.96629898932004	2.85010928286351e-05	0.00010123402422228	2.73615010700444	LNCaP_clone1
DUSP4	-1.35077141836788	5.06702438691516	-6.37453787376402	1.39329283801691e-05	5.47121353110385e-05	2.72490942757585	LNCaP_clone1
POLR1E	-0.956731817736413	5.68194785749448	-6.32214785191346	1.52535656824721e-05	5.91653456774676e-05	2.5972600263154	LNCaP_clone1
GDI1	0.742955547782833	8.0190729460293	6.36376721114023	1.41943159917967e-05	5.55965530350775e-05	2.5213885964229	LNCaP_clone1
THG1L	-1.51851828289158	3.17876392218355	-6.02735662730281	2.5570473817613e-05	9.20906687411813e-05	2.49634055107678	LNCaP_clone1
FOXL2	3.61068663735514	-0.827737057528301	5.82093979192978	3.69779659819417e-05	0.000126369013291737	2.4897004350566	LNCaP_clone1
HABP2	4.29971404034896	-1.15866746791347	5.71591251945252	4.47127719119476e-05	0.000148460874277842	2.31033567592559	LNCaP_clone1
SPSB3	0.940790219292404	4.7786624829745	6.11726575982579	2.18150339472753e-05	8.03917996915967e-05	2.2994868252642	LNCaP_clone1
CRISPLD2	-1.35379847039528	3.51439383878676	-5.98559402459764	2.75388606022966e-05	9.82665429982716e-05	2.29329932868155	LNCaP_clone1
BTN3A2	-1.77660705941129	3.97765289423552	-5.97542350831848	2.80417590862827e-05	9.98312382678787e-05	2.2795778437374	LNCaP_clone1
CFAP44	1.42161062890389	3.48038713441195	5.92285321484251	3.07983694623857e-05	0.000108181986590938	2.1524842751591	LNCaP_clone1
SEC23A	-0.758438047433578	7.11166933925316	-6.10189372728484	2.24138131697615e-05	8.23591049103271e-05	2.07835423925477	LNCaP_clone1
TRUB1	-1.04720884800948	6.34446010152074	-6.07402061785202	2.35437304277086e-05	8.5720805565603e-05	2.07217557311719	LNCaP_clone1
CKMT1A	1.27393545021913	3.69458432037668	5.81462799871715	3.74008780672412e-05	0.000127468404308609	2.02207458045402	LNCaP_clone1
GNRH1	2.73977352441336	-0.393784898348584	5.54035346390035	6.16270254235002e-05	0.000196530344847697	1.99338133400669	LNCaP_clone1
NKAIN1	3.87023834874426	-0.0513189234296732	5.51017577198675	6.51485804727215e-05	0.000206111790193971	1.95420410668027	LNCaP_clone1
LETMD1	0.810915087067801	6.37413782977206	5.98494115542375	2.75708583910063e-05	9.8355565397934e-05	1.90323032582723	LNCaP_clone1
LMTK2	0.850942154105914	6.44580884537916	5.98017499166081	2.78056316493606e-05	9.90917427258951e-05	1.88712513077246	LNCaP_clone1
CABP4	1.58230422231189	2.64253312371369	5.66002448636716	4.94985585568924e-05	0.000162533275826256	1.87055899421734	LNCaP_clone1
CRYBG3	-0.952448431019105	4.40803224746469	-5.7936928628375	3.88400566130181e-05	0.000131592149068681	1.77044607014278	LNCaP_clone1
KLB	2.55467830647709	0.437439493454502	5.4069411968025	7.88612495335951e-05	0.000244065698864437	1.69894328105352	LNCaP_clone1
VPS54	0.910854923222386	5.19362230082585	5.78346178153614	3.9564267340234e-05	0.000133753491139071	1.61845423355349	LNCaP_clone1
CNTROB	0.787817819231153	5.99731239828141	5.78425279052289	3.95077768430451e-05	0.000133627273336767	1.57206477335672	LNCaP_clone1
CREG1	-0.833135722855963	6.37850936044271	-5.77792374312699	3.99621351894386e-05	0.000134739417632442	1.51751522291105	LNCaP_clone1
IPO11	-0.949004123579009	4.92651450042378	-5.68388849193557	4.73929120042036e-05	0.0001562073962397	1.51132924667554	LNCaP_clone1
CDKN2A	0.990645566916897	5.10826958918212	5.64185844947228	5.1166590653348e-05	0.00016738013430141	1.44169902868654	LNCaP_clone1
ZNF862	0.98951122801305	5.77150100503557	5.70165925353561	4.58856130036206e-05	0.00015184916333646	1.4142795037688	LNCaP_clone1
NDUFA10	0.755978914162841	7.15616161452623	5.70349492477474	4.5732783244816e-05	0.000151415232992803	1.34545278260154	LNCaP_clone1
PTGFRN	-0.713502499656066	6.52192329395373	-5.68559749798953	4.72457410307909e-05	0.000155832760960188	1.34104584605364	LNCaP_clone1
PMM1	0.805625169814567	5.43531849762136	5.63117784524821	5.21745089743556e-05	0.000170198444987189	1.32960329698587	LNCaP_clone1
PGAM1	-0.75159064965481	6.93001320252051	-5.68878755781189	4.69723007336135e-05	0.000155004148494649	1.32854975149361	LNCaP_clone1
SLC10A5	2.2552026458495	0.588459109019812	5.18250573698124	0.000120038885768566	0.000352140987014936	1.31356855798008	LNCaP_clone1
GATB	-0.860549947987579	5.12241614021163	-5.53969645084119	6.17015491265167e-05	0.000196670434851155	1.23955771309607	LNCaP_clone1
SPATA2L	1.15586056881206	5.14358227123566	5.5272227515933	6.31343328007214e-05	0.000200649250850949	1.18624059567221	LNCaP_clone1
CTHRC1	3.12066808940644	-0.309717914344385	5.07004004409799	0.000148529299730327	0.000423779302625261	1.18532523176894	LNCaP_clone1
TMEM109	-0.80322397956567	7.06837852320413	-5.56050923439359	5.93856897509186e-05	0.000190471067449383	1.077999807783	LNCaP_clone1
ZNF251	0.988685829133313	4.26247298391015	5.39987625199307	7.99030769294012e-05	0.00024674805872488	1.06697990549542	LNCaP_clone1
SEC31B	1.36875337912685	2.19783506836902	5.17977837435432	0.00012065814461599	0.000353628372947732	0.974063105637976	LNCaP_clone1
ARPC1A	0.638992728665102	7.75407074117495	5.51774564585537	6.42460126501705e-05	0.000203671976481522	0.96839770499035	LNCaP_clone1
TRAPPC6A	0.904205320302344	4.69434250009686	5.37902081468192	8.30626837299066e-05	0.000255543674399042	0.9503893216545	LNCaP_clone1
SIAH2	-0.784067229660796	5.20765655479885	-5.40185753626393	7.96094741634626e-05	0.000246059234277499	0.921722430071846	LNCaP_clone1
IL15RA	-2.81981526954055	0.378601112147008	-4.93446684909821	0.000192405379402782	0.000532626955045161	0.919978960846759	LNCaP_clone1
PCDHB10	1.93128264527943	2.03351832192293	5.08712927442406	0.000143784975803153	0.000412435851645885	0.914502710145697	LNCaP_clone1
NAPA	0.685506684718495	7.52456460009942	5.4509510245966	7.26812190907675e-05	0.000227416095257768	0.842261186115371	LNCaP_clone1
DDR2	-2.23765396265204	0.529686517125313	-4.91644815372762	0.000199172854001054	0.000548206679625706	0.835496894854146	LNCaP_clone1
CPSF2	-0.781170150777631	7.18346194548499	-5.4371130692776	7.45682529480101e-05	0.000232330563896971	0.830337428350152	LNCaP_clone1
HEYL	3.75512711944461	-1.57258187382508	4.86323350412153	0.000220631057211067	0.00060039877320242	0.826999049100341	LNCaP_clone1
AOC3	-1.40065764473921	2.38462247822555	-5.06709851158175	0.000149362131220023	0.000425807203674246	0.806845005504068	LNCaP_clone1
SAMD5	2.45268237432517	0.534320908111811	4.84237199614633	0.000229681912938226	0.000621513198082647	0.740602727048704	LNCaP_clone1
SNX19	-0.65602883570403	6.94118764384632	-5.34643858992324	8.82609554802193e-05	0.000268809615992146	0.662533302080609	LNCaP_clone1
PKHD1L1	-2.8707379559034	0.204838716332155	-4.7778778696877	0.00026016305112458	0.000693768136332212	0.643653367092727	LNCaP_clone1
