ID	Term_Description	Fold_Enrichment	occurrence	support	lowest_p	highest_p	non_Signif_Snw_Genes	Up_regulated	Down_regulated
R-HSA-9649948	Signaling downstream of RAS mutants	45.3063700707786	100	0.03125	0.0168514011417318	0.0336616854152409	HRAS	BRAF, FN1	
R-HSA-5654733	Negative regulation of FGFR4 signaling	31.422159887798	6	0.00505050505050505	0.0173464868136332	0.0173464868136332	RPS27A	BRAF	
R-HSA-69190	DNA strand elongation	30.4402173913043	10	0.00505050505050505	0.0185018171698528	0.0308088362501537	MCM5	POLA2	
R-HSA-5654726	Negative regulation of FGFR1 signaling	30.4402173913043	6	0.00505050505050505	0.0185018171698528	0.0185018171698528	RPS27A	BRAF	
R-HSA-68962	Activation of the pre-replicative complex	29.5177865612648	10	0.0101010101010101	0.0196943096319112	0.0327935731462686	MCM5	POLA2	
R-HSA-5654736	Signaling by FGFR1	19.8793256433008	81	0.015625	0.021942087421592	0.0438228034146899	HRAS	BRAF	
R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	19.0997442455243	32	0.00832129839763428	0.0237878350606147	0.047506305472628	MYO1C	MYH9	
R-HSA-2980766	Nuclear Envelope Breakdown	19.0997442455243	11	0.00598802395209581	0.0237878350606147	0.0237878350606147	NEK9		NEK6
R-HSA-111465	Apoptotic cleavage of cellular proteins	25.6338672768879	6	0.0101010101010101	0.0262139704964027	0.0262139704964027	VIM	PLEC	
R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	24.3521739130435	94	0.015625	0.0290817365684549	0.0290817365684549	MOV10		KDM4A
R-HSA-6802952	Signaling by BRAF and RAF1 fusions	31.422159887798	75	0.015625	0.0352690583529887	0.0352690583529887	HRAS	BRAF, FN1	
R-HSA-373755	Semaphorin interactions	15.4616977225673	6	0.00598802395209581	0.0364243349898245	0.0364243349898245	MYL12B	MYH9	
R-HSA-75153	Apoptotic execution phase	21.1758034026465	6	0.0101010101010101	0.0385754342426228	0.0385754342426228	VIM	PLEC	
R-HSA-9645723	Diseases of programmed cell death	21.1758034026465	6	0.00505050505050505	0.0385754342426228	0.0385754342426228	APP	POLA2	
R-HSA-9024446	NR1H2 and NR1H3-mediated signaling	19.4817391304348	94	0.015625	0.0456460332834505	0.0456460332834505	MOV10		KDM4A
R-HSA-180786	Extension of Telomeres	19.4817391304348	6	0.00505050505050505	0.0456460332834505	0.0456460332834505	CDK2	POLA2	
R-HSA-5654738	Signaling by FGFR2	13.5289855072464	75	0.015625	0.0476577672563368	0.0476577672563368	HRAS	BRAF	
R-HSA-9662361	Sensory processing of sound by outer hair cells of the cochlea	18.7324414715719	26	0.0106684825785949	0.0494036133317212	0.0494036133317212	MYO1C	MYH9	
