ID	Term_Description	Fold_Enrichment	occurrence	support	lowest_p	highest_p	non_Signif_Snw_Genes	Up_regulated	Down_regulated
hsa04650	Natural killer cell mediated cytotoxicity	7.61005434782609	75	0.015625	0.0302981436501205	0.0302981436501205	HRAS	BRAF	
hsa04657	IL-17 signaling pathway	10.5879017013233	6	0.00505050505050505	0.0311575948950551	0.0311575948950551	HSP90B1		MAPK6
hsa04910	Insulin signaling pathway	7.16240409207161	75	0.015625	0.0342114286796507	0.0342114286796507	HRAS	BRAF	
hsa05224	Breast cancer	6.62644188110027	75	0.015625	0.0399784511664188	0.0399784511664188	HRAS	BRAF	
hsa05226	Gastric cancer	6.53749635249489	75	0.015625	0.0410750212435253	0.0410750212435253	HRAS	BRAF	
hsa04150	mTOR signaling pathway	6.36658141517476	75	0.015625	0.043312465329393	0.043312465329393	HRAS	BRAF	
hsa05160	Hepatitis C	6.36658141517476	75	0.015625	0.043312465329393	0.043312465329393	HRAS	BRAF	
hsa05161	Hepatitis B	6.08804347826087	75	0.015625	0.0473700785302787	0.0473700785302787	HRAS	BRAF	
hsa04530	Tight junction	6.08804347826087	6	0.00598802395209581	0.0473700785302787	0.0473700785302787	MYL12B	MYH9	
hsa04141	Protein processing in endoplasmic reticulum	6.01288244766506	6	0.0179640718562874	0.0485625984807811	0.0485625984807811	HSP90B1	STT3B	
