Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	circRNA	circbaseID	GeneSymbol
ASCRP3000198	0.434446862833334	5.55432288277778	4.35499263706458	0.00151964890353355	0.0209128552211239	-1.06993685326076	hsa_circRNA_086376	hsa_circ_0086376	NFIB
ASCRP3000199	0.957598385	15.10002521	3.58500808176761	0.00517265685180767	0.0428071356260284	-2.31101489963694	hsa_circRNA_102890	hsa_circ_0002867	SATB2
ASCRP3000201	0.458797753666667	6.28041371288889	4.18186989604515	0.00198796512119144	0.0244971855901658	-1.34293032076643	hsa_circRNA_005828	hsa_circ_0005828	WAPAL
ASCRP3000207	0.813253890500001	7.14255936366667	4.45598021904379	0.00130174598005591	0.0189286669558949	-0.912535110361587	hsa_circRNA_100794	hsa_circ_0003768	PDHX
ASCRP3000208	0.615800285166667	5.87653551822222	3.78474286258109	0.00373766126016011	0.0351786898393828	-1.98293003556745	hsa_circRNA_104770	hsa_circ_0086748	KIF24
ASCRP3000210	-0.438077907666664	8.81641149777778	-4.18103980988437	0.00199054708897198	0.0244971855901658	-1.34424858865786	hsa_circRNA_079201	hsa_circ_0079201	IQCE
ASCRP3000214	-1.27333673983333	8.62985775222222	-4.40498231020719	0.00140731862227679	0.0197856020137676	-0.991848099967082	hsa_circRNA_002635	hsa_circ_0002635	B3GALTL
ASCRP3000215	-0.558438940166667	5.74969279677778	-5.90105250479572	0.000166696244131371	0.00598283945784498	1.17644006906121	hsa_circRNA_103868	hsa_circ_0072797	SMA
ASCRP3000222	0.890084608333334	5.83724840611111	5.51357594792187	0.000280964882226928	0.00776593301951314	0.64705940494988	hsa_circRNA_405026	hsa_circ_0099132	RAB3IP
ASCRP3000228	-0.673044636833334	6.10821650888889	-3.44971048413747	0.00646242221973571	0.0491334941926363	-2.53510883999033	hsa_circRNA_406051	hsa_circ_0119220	ACSL3
ASCRP3000251	0.744367165333334	6.69837442444444	3.90004787795049	0.00310513957271832	0.0322946180962716	-1.79528305228863	hsa_circRNA_100719	hsa_circ_0020390	DOCK1
ASCRP3000264	-0.646430298333335	5.72124412822222	-5.39049875417983	0.000333097247188197	0.00844325972715004	0.474171078144155	hsa_circRNA_000521	hsa_circ_0000521	APEX1
ASCRP3000270	-0.812614507833334	6.44716549955556	-5.68581712846825	0.000222205432564531	0.00676081109765546	0.885166163953306	hsa_circRNA_051908	hsa_circ_0051908	RPS11
ASCRP3000272	0.518898238833334	8.08962337644444	3.70304029613219	0.00426657838692602	0.0383324174228703	-2.11669826086817	hsa_circRNA_089353	hsa_circ_0089353	RPL7A
ASCRP3000292	0.624142369666665	5.76839211355556	5.22241604277043	0.000421722189928709	0.00947258341633676	0.234359929206854	hsa_circRNA_100067	hsa_circ_0000020	DDI2
ASCRP3000301	-0.9611468395	8.89092616133333	-3.93536027697505	0.00293472220601949	0.0310676657687508	-1.73809891246536	hsa_circRNA_003251	hsa_circ_0003251	WNK1
ASCRP3000304	0.524600832999999	5.93950176433333	3.44177719971689	0.00654771599025526	0.0495240813309462	-2.5482879877443	hsa_circRNA_405239	hsa_circ_0102236	KIAA0586
ASCRP3000313	-0.435580684666666	5.71054144111111	-4.2862504431972	0.00168986688627817	0.022463257778496	-1.17786571607145	hsa_circRNA_100167	hsa_circ_0011572	KIAA0319L
ASCRP3000329	0.474516061166667	6.39255283355556	3.6630212823738	0.00455364003748676	0.0396774406082068	-2.18244645712014	hsa_circRNA_103308	hsa_circ_0064584	RARB
ASCRP3000344	0.646243921166667	5.43503784022222	5.22344686455924	0.00042110731055001	0.00947258341633676	0.235843670005329	hsa_circRNA_004650	hsa_circ_0004650	PCED1B
ASCRP3000347	-1.36417937933333	6.19280172355556	-9.55892391356597	2.89480881110106e-06	0.000882645299059781	5.18242302306162	hsa_circRNA_005185	hsa_circ_0005185	PRKD1
ASCRP3000363	0.656628769166668	6.16647333422222	4.82729173667433	0.000746105935466406	0.0134065480890345	-0.346129180995201	hsa_circRNA_100080	hsa_circ_0005782	HP1BP3
ASCRP3000367	-1.3913974775	8.73924226966667	-4.6221003766609	0.00101232901067621	0.0161657842179505	-0.656692493737917	hsa_circRNA_404643	hsa_circ_0111746	PIK3C2B
ASCRP3000368	-0.770503351166666	6.30826635277778	-4.5200259431705	0.00118092326721093	0.0179195463735257	-0.8134388410367	hsa_circRNA_002971	hsa_circ_0002971	SNX9
ASCRP3000372	-0.681049598666664	8.82066653377778	-4.02862132936506	0.00253022966570221	0.02872928860613	-1.58774845282496	hsa_circRNA_044014	hsa_circ_0044014	HDAC5
ASCRP3000378	-0.576376873333333	6.53946456088889	-4.200492072591	0.00193096107178538	0.0241294081898315	-1.31337919811336	hsa_circRNA_103462	hsa_circ_0007841	SEC61A1
ASCRP3000384	-2.64711122	16.2097788633333	-7.16392768168819	3.48569801525423e-05	0.00263643066161516	2.75026218414327	hsa_circRNA_000166	hsa_circ_0000512	RPPH1
ASCRP3000411	0.506528593999999	5.83370493666667	3.46294211762474	0.00632271743566438	0.0482713255240824	-2.51313679569006	hsa_circRNA_002953	hsa_circ_0002953	TPTE
ASCRP3000434	-3.11433423133333	10.6006530195556	-11.2583044047385	6.63033276476686e-07	0.000621937520647366	6.56031733977541	hsa_circRNA_022382	hsa_circ_0022382	FADS2
ASCRP3000439	-0.784599829999999	12.8330054133333	-3.68333871443281	0.00440546287973288	0.0390764557432306	-2.14904847152884	hsa_circRNA_007011	hsa_circ_0007011	UBE2E3
ASCRP3000445	0.389756642666666	6.44066161722222	3.53374114539777	0.00562664482243132	0.045287811152968	-2.39577195516311	hsa_circRNA_039400	hsa_circ_0039400	FTO
ASCRP3000464	0.561257833833331	7.24854302577778	3.54714464197295	0.00550408959135482	0.0445301841980506	-2.37359322500587	hsa_circRNA_004087	hsa_circ_0004087	CDYL2
ASCRP3000470	-0.585900747833331	7.93641450322222	-4.66872577858805	0.000944014029543546	0.0156379369885507	-0.585587957878548	hsa_circRNA_103990	hsa_circ_0003967	G3BP1
ASCRP3000476	-1.52656191566667	8.24127808977778	-6.740541078055	5.76130724187827e-05	0.00358045062159275	2.24758919661716	hsa_circRNA_087856	hsa_circ_0087856	RAD23B
ASCRP3000479	-0.575445689166665	6.82707951477778	-3.83859480862682	0.00342693100711015	0.0338633416647484	-1.89511958976001	hsa_circRNA_105023	hsa_circ_0002153	MID2
ASCRP3000482	-1.18244622433333	6.78441931122222	-7.18396562052116	3.4055573715545e-05	0.00260199369497922	2.77345615321727	hsa_circRNA_068465	hsa_circ_0068465	EIF4A2
ASCRP3000483	-0.985293564833333	6.16037718388889	-3.81051569580818	0.00358542410032937	0.034602357019697	-1.94086838627584	hsa_circRNA_066556	hsa_circ_0066556	ROBO2
ASCRP3000491	0.537476242833334	6.87764122244444	3.89424089873667	0.00313414411407234	0.0324626795339743	-1.80469979776082	hsa_circRNA_009044	hsa_circ_0009044	CDC42BPA
ASCRP3000497	1.30804104266667	6.22867312622222	5.94165271559201	0.000158010812016579	0.0058620208853451	1.23060787771406	hsa_circRNA_103740	hsa_circ_0001439	SCLT1
ASCRP3000503	-0.790561333166665	6.07941239011111	-7.30607139083695	2.95844350424454e-05	0.00246713959580461	2.91365431215971	hsa_circRNA_101406	hsa_circ_0000557	NEK9
ASCRP3000511	-0.791835474333333	7.20569145755556	-3.83642968601375	0.00343888683317164	0.0339264093339289	-1.89864429781013	hsa_circRNA_000859	hsa_circ_0000859	NFATC1
ASCRP3000513	1.58305886116667	6.96523211488889	6.76300972657077	5.60667239194091e-05	0.00355222743689399	2.27487980126777	hsa_circRNA_103361	hsa_circ_0001296	SMARCC1
ASCRP3000525	-0.7109736175	6.79207741066667	-5.71061878728886	0.000214896647087823	0.00662215772930204	0.919083837905606	hsa_circRNA_001985	hsa_circ_0001985	UBP1
ASCRP3000556	-0.931405096833335	6.59416430188889	-6.72923447358224	5.8408643493663e-05	0.00358423355074006	2.23382964418438	hsa_circRNA_101825	hsa_circ_0008242	DYNC1LI2
ASCRP3000585	0.462165719166665	5.75383990055556	3.49677967678268	0.00597951520588236	0.0469178347348565	-2.45700002915066	hsa_circRNA_102726	hsa_circ_0001009	FANCL
ASCRP3000604	-0.476717052333334	5.67434483588889	-3.50558807908898	0.00589338668815116	0.0465977155411639	-2.44239971538752	hsa_circRNA_406336	NA	PDIA5
ASCRP3000611	0.400612943666667	5.51360089155556	3.48375129722945	0.00610930979007194	0.0473459377456171	-2.47860502449465	hsa_circRNA_006515	hsa_circ_0006515	RNF38
ASCRP3000640	0.894001353500002	8.197713402	3.5763437922227	0.00524662049953574	0.0431660552586089	-2.32532482272634	hsa_circRNA_044097	hsa_circ_0044097	EFTUD2
ASCRP3000649	0.551280081833332	6.71214998711111	6.08380356840014	0.000131244346646082	0.00522673914377885	1.41833694082193	hsa_circRNA_104527	hsa_circ_0083054	KMT2C
ASCRP3000654	-0.393100021666665	5.95798661144444	-3.6459280531447	0.00468232812257259	0.0404654344481318	-2.2105726068297	hsa_circRNA_100786	hsa_circ_0005974	CAPRIN1
ASCRP3000680	-0.552137581833331	6.95207385355556	-4.80344908686853	0.000772794520731431	0.0137645387617112	-0.381900523067904	hsa_circRNA_103407	hsa_circ_0007761	ATXN7
ASCRP3000697	0.429647983166667	6.10877214588889	3.86279829512924	0.00329620627371747	0.033308331599985	-1.85575085837224	hsa_circRNA_001264	hsa_circ_0000086	ST6GALNAC3
ASCRP3000704	-0.428675982333334	6.30213818822222	-3.68660212057419	0.00438213559675288	0.0390114023882462	-2.14368749181599	hsa_circRNA_406193	NA	TXN2
ASCRP3000708	-1.16024998483333	6.29806337288889	-9.33382900583542	3.57628929810103e-06	0.000996967276616336	4.98037926849817	hsa_circRNA_008337	hsa_circ_0008337	ASPH
ASCRP3000710	0.513240753833334	6.00533865311111	4.36499447460477	0.00149643659198099	0.0206516716095594	-1.0542859978329	hsa_circRNA_104400	hsa_circ_0006944	GTF2I
ASCRP3000717	-0.526128204666668	7.37026876544444	-4.04709872748104	0.00245729803739299	0.0282734162156173	-1.55807977176546	hsa_circRNA_000459	hsa_circ_0000459	DDX55
ASCRP3000731	0.720394614999998	5.97252378533333	6.49613112703405	7.77683644889174e-05	0.00409972961819489	1.94617109679021	hsa_circRNA_103674	hsa_circ_0070113	FRAS1
ASCRP3000735	0.821486669500001	6.114163401	7.32030875121447	2.9106103233317e-05	0.00246713959580461	2.92987456271622	hsa_circRNA_405713	hsa_circ_0109295	DOT1L
ASCRP3000751	0.660024749666667	6.50433476922222	3.88925469438871	0.00315927591654982	0.0326380740035354	-1.81278846370254	hsa_circRNA_005965	hsa_circ_0005965	PAPSS1
ASCRP3000763	0.933545825999999	7.696412245	3.91615115404526	0.00302617164508373	0.0317146688948249	-1.76918876594582	hsa_circRNA_039830	hsa_circ_0039830	ATP6V0D1
ASCRP3000772	0.579873183833334	6.18542573711111	3.95372375931936	0.00285000946826959	0.0304907262959499	-1.70841606303485	hsa_circRNA_076700	hsa_circ_0076700	TNFRSF21
ASCRP3000805	0.524409449333332	6.99796185411111	3.57253030922852	0.00527952274910435	0.0433407612514649	-2.3316250427799	hsa_circRNA_405732	NA	RGL3
ASCRP3000808	-0.980750676999998	6.538477293	-6.58229438825964	6.99044629560257e-05	0.00404898290768509	2.0533899694973	hsa_circRNA_100940	hsa_circ_0006286	YAP1
ASCRP3000810	0.632227367666669	6.63473434388889	5.67276030089832	0.000226160226068762	0.00681063372145961	0.867273033582163	hsa_circRNA_103887	hsa_circ_0002490	FCHO2
ASCRP3000819	0.637762946666667	10.2403080255556	3.85703167007505	0.00332687038884814	0.0334563581389089	-1.865125117267	hsa_circRNA_101869	hsa_circ_0005016	IST1
ASCRP3000824	0.705250123833332	5.74986341911111	5.38478446590926	0.000335757381790942	0.00844325972715004	0.466088447577659	hsa_circRNA_006868	hsa_circ_0006868	CWF19L2
ASCRP3000835	1.00102849716667	6.31776942888889	8.30676727520421	9.92030011272847e-06	0.00164464928924089	3.99224003587291	hsa_circRNA_076155	hsa_circ_0076155	FKBP5
ASCRP3000836	0.814518395666668	5.85422126288889	8.11926985647801	1.20786923236179e-05	0.0017589821045006	3.7993238555232	hsa_circRNA_002161	hsa_circ_0001600	FKBP5
ASCRP3000857	-0.788658422499998	7.216424325	-3.61261207640591	0.0049441669579298	0.0416942411482464	-2.26546446488037	hsa_circRNA_103522	hsa_circ_0068135	FXR1
ASCRP3000861	-1.07733259066667	6.53241256511111	-8.94309933018354	5.21411262800871e-06	0.00124083163198734	4.61762728674709	hsa_circRNA_404755	hsa_circ_0093807	ANK3
ASCRP3000872	0.476627939833334	5.79196975877778	3.51015930801532	0.00584919798642703	0.0463988819134704	-2.43482485974367	hsa_circRNA_104358	hsa_circ_0080035	NUDCD3
ASCRP3000887	0.823153768666667	5.77719898155556	7.41837321905906	2.60310758243759e-05	0.00246713959580461	3.04088507483451	hsa_circRNA_101102	hsa_circ_0000419	RAB3IP
ASCRP3000891	0.618834187666667	9.55315665555556	3.43823427681804	0.00658618340219672	0.0495909373261502	-2.55417494043692	hsa_circRNA_406961	NA	PTPN12
ASCRP3000940	-0.416514929833334	5.67855876122222	-3.82250730473116	0.00351681783206681	0.0343135915874759	-1.92132078082173	hsa_circRNA_404790	hsa_circ_0094400	TNKS2
ASCRP3000944	-0.768200070833333	7.60150730122222	-4.86160597458576	0.000709407388905527	0.0129619623474742	-0.294794186942727	hsa_circRNA_403150	hsa_circ_0127000	CCNI
ASCRP3000948	-0.459306933499999	5.89784541466667	-4.93841894047764	0.000634057459656072	0.0121781469170557	-0.180511571989167	hsa_circRNA_001646	hsa_circ_0001646	UTRN
ASCRP3000958	-0.381015377666665	7.07357940944444	-3.80357273612848	0.00362578544821366	0.0346491563351818	-1.95219283005088	hsa_circRNA_042688	hsa_circ_0042688	RAB34
ASCRP3000965	-0.545624631833333	6.03317637722222	-4.69614243849155	0.000906148220715062	0.0152389635049615	-0.543923175306353	hsa_circRNA_102855	hsa_circ_0057105	PDK1
ASCRP3000973	0.607732021500001	6.89684992	3.73077476526909	0.00407876940500551	0.0371236502655212	-2.07121851865018	hsa_circRNA_011717	hsa_circ_0011717	C1orf122
ASCRP3001011	-0.514556003666665	6.44830126011111	-3.77247901109538	0.00381246370814273	0.0355283747854333	-2.00296806063343	hsa_circRNA_102510	hsa_circ_0008030	LSM14A
ASCRP3001025	0.951923440833331	7.44516079344444	6.33663472523027	9.49695359184097e-05	0.00443357780840155	1.74490886733505	hsa_circRNA_102034	hsa_circ_0005397	RHOT1
ASCRP3001047	-0.431094173	5.779947037	-4.6096882653053	0.00103138810780887	0.0163630142567336	-0.675673656717824	hsa_circRNA_405815	NA	VN1R1
ASCRP3001054	0.503050253500001	5.861631966	3.54643028053488	0.00551055083756595	0.0445455215593463	-2.37477493703237	hsa_circRNA_405408	hsa_circ_0104689	XLOC_011550
ASCRP3001062	-0.754886216666666	12.3142845111111	-3.61074291305852	0.00495930186492922	0.0417497051735241	-2.26854688024535	hsa_circRNA_000025	hsa_circ_0000025	EIF4G3
ASCRP3001065	0.841297995000002	9.93817182266667	3.93335191373379	0.00294414615356421	0.0311224637273304	-1.74134752550895	hsa_circRNA_034804	hsa_circ_0034804	GANC
ASCRP3001081	0.559393027000001	5.72567007433333	5.57495505641717	0.000258305769281054	0.00740673236721646	0.732423498527207	hsa_circRNA_071374	hsa_circ_0071374	KLHL2
ASCRP3001096	0.556480104166666	5.77105395988889	5.87949608581656	0.000171515687231498	0.00605187630286763	1.14758030944917	hsa_circRNA_102772	hsa_circ_0004964	KCMF1
ASCRP3001100	0.599033154333334	5.70128270044444	6.81806939522908	5.24642224418718e-05	0.00336771985766673	2.34146091158215	hsa_circRNA_026232	hsa_circ_0026232	LARP4
ASCRP3001103	0.7381298105	5.74096964766667	4.95891837177299	0.00061542671223142	0.0119378100024691	-0.150160651425042	hsa_circRNA_067100	hsa_circ_0067100	ZNF148
ASCRP3001104	0.6820016625	6.24205296233333	3.90228067366983	0.00309406236342043	0.0322185341300887	-1.79166326742498	hsa_circRNA_104798	hsa_circ_0087300	TLE4
ASCRP3001119	0.717039495666665	5.74616585455556	5.00048375901237	0.000579421419748792	0.0114635185155523	-0.0888124322920874	hsa_circRNA_404718	hsa_circ_0092911	DHTKD1
ASCRP3001127	-1.4476194035	10.1381798263333	-4.22766710615072	0.00185085349162304	0.0236283650102823	-1.27033502748446	hsa_circRNA_059880	hsa_circ_0059880	ZNF341
ASCRP3001133	-0.564372601000001	6.32738884166667	-3.62394486445507	0.00485342812098499	0.041321900677531	-2.24678191013252	hsa_circRNA_042451	hsa_circ_0042451	USP22
ASCRP3001135	-0.654061266666665	6.65731378811111	-4.03330534271028	0.00251152852115844	0.0286273175011015	-1.58022364237858	hsa_circRNA_101851	hsa_circ_0005733	SNTB2
ASCRP3001158	0.998726655166667	6.64102586155556	5.65662319881124	0.00023115294398451	0.00687609534895384	0.845123225179798	hsa_circRNA_104479	hsa_circ_0001741	TNPO3
ASCRP3001160	0.592257542166667	8.15971424188889	5.25940539046223	0.000400248248844574	0.00921042963202008	0.287501029188527	hsa_circRNA_104736	hsa_circ_0086414	BNC2
ASCRP3001163	0.479772333833335	6.19244432977778	4.41357697250182	0.00138890909497204	0.0196198542131141	-0.978456555445271	hsa_circRNA_405952	NA	CLASP1
ASCRP3001175	-0.466123312166666	7.37568237577778	-3.80835417332709	0.00359793895139946	0.0346338800880569	-1.94439345494124	hsa_circRNA_402346	hsa_circ_0117037	TTL
ASCRP3001178	0.560513783999999	6.12822636433333	4.69117257062116	0.000912890386713123	0.0152389635049615	-0.551467767931659	hsa_circRNA_070520	hsa_circ_0070520	SLC39A8
ASCRP3001203	-0.397805140333332	6.66046173455556	-3.87504841361784	0.00323204540689913	0.0330157935318892	-1.83584867718745	hsa_circRNA_007460	hsa_circ_0007460	GOSR1
ASCRP3001259	-0.585893032833333	7.05467486055556	-4.80196123556315	0.000774493366831962	0.0137645387617112	-0.384135529038148	hsa_circRNA_100492	hsa_circ_0016979	PCNXL2
ASCRP3001270	-0.563770812833332	5.81380310755556	-4.7949499699796	0.000782552671902508	0.0138824843995505	-0.39467201661745	hsa_circRNA_403101	hsa_circ_0126070	SEL1L3
ASCRP3001273	0.643858482666668	7.68985005522222	4.27686401131632	0.00171463079387913	0.0225697303345368	-1.19265138896675	hsa_circRNA_003074	hsa_circ_0003074	DHTKD1
ASCRP3001290	0.405341561	5.65048827933333	3.93066004689086	0.0029568272157013	0.0311886411438056	-1.74570243691599	hsa_circRNA_008951	hsa_circ_0008951	FAM126A
ASCRP3001291	0.786780360833334	7.92972627511111	3.86430975458206	0.00328821818061827	0.033308331599985	-1.85329440188936	hsa_circRNA_001741	hsa_circ_0001286	TRAK1
ASCRP3001302	0.942801446333332	5.90267481844444	7.97371083164771	1.41072393507695e-05	0.0019386525964149	3.64672560596948	hsa_circRNA_100544	hsa_circ_0017643	SFMBT2
ASCRP3001311	0.594038522833335	5.71995675811111	4.60782522644139	0.00103428162450661	0.0163822821595958	-0.678524598041922	hsa_circRNA_100889	hsa_circ_0007458	C11orf30
ASCRP3001315	-2.454745593	9.366784767	-9.8443280030437	2.2270969420756e-06	0.000776063745136843	5.43160639106097	hsa_circRNA_401640	NA	AARS
ASCRP3001369	0.490120026000001	6.20552962166667	4.02811684759118	0.00253225255726882	0.02872928860613	-1.58855905053443	hsa_circRNA_404584	hsa_circ_0110826	FLG-AS1
ASCRP3001381	-0.587307120666666	6.91503304211111	-3.6190219518471	0.00489262962521428	0.0414747065623073	-2.25489621362703	hsa_circRNA_005882	hsa_circ_0005882	STK39
ASCRP3001385	-0.359516311666669	5.85119695011111	-4.18234354935753	0.00198649341573259	0.0244971855901658	-1.3421781463465	hsa_circRNA_103318	hsa_circ_0007147	UBP1
ASCRP3001404	0.475347249833334	5.66742954911111	3.66837428344773	0.00451410235575791	0.0396774406082068	-2.17364358894397	hsa_circRNA_100442	hsa_circ_0002274	LPGAT1
ASCRP3001454	0.489453523833333	8.97934963911111	5.00388251712954	0.000576578530866068	0.0114575900726278	-0.0838074691706607	hsa_circRNA_100685	hsa_circ_0020080	FAM160B1
ASCRP3001461	-1.030111944	7.311879707	-5.77413705967813	0.00019733240321555	0.00642029619148492	1.00552730942444	hsa_circRNA_004594	hsa_circ_0004594	MLLT1
ASCRP3001518	0.491878018333334	5.94140579011111	3.48049101867256	0.00614224531718725	0.0474880250077623	-2.48401337095056	hsa_circRNA_103360	hsa_circ_0001295	SMARCC1
ASCRP3001535	0.954045098500004	10.9793231476667	5.78092922881196	0.000195547752529793	0.00642029619148492	1.01473510701109	hsa_circRNA_001233	hsa_circ_0000463	EP400NL
ASCRP3001544	1.38498444783333	7.53105244444444	4.44298236323752	0.00132783038151395	0.019108615092082	-0.932715740466497	hsa_circRNA_101189	hsa_circ_0029033	WDR66
ASCRP3001550	0.546719260166667	5.75215424222222	3.45279874461727	0.00642953134353637	0.0489718480241096	-2.52997955863535	hsa_circRNA_407148	hsa_circ_0138859	
ASCRP3001557	1.02413350183333	6.65117314877778	7.25558126397846	3.13508044821049e-05	0.00254908166109914	2.85591961665305	hsa_circRNA_001440	hsa_circ_0001440	SCLT1
ASCRP3001565	-1.49719976266667	6.17559949144444	-5.61612059501772	0.00024421400387618	0.00711282398752204	0.789356497095138	hsa_circRNA_071106	hsa_circ_0071106	ARHGAP10
ASCRP3001586	-0.598454924333334	5.99927924122222	-3.78197073043907	0.00375443426906167	0.0352569924573962	-1.98745814911936	hsa_circRNA_001311	hsa_circ_0001311	TKT
ASCRP3001615	0.482513574666667	5.87762719188889	4.62467888811288	0.00100841683292886	0.0161398341121086	-0.652752078417621	hsa_circRNA_104733	hsa_circ_0002359	UHRF2
ASCRP3001627	0.576030527333334	5.56035703177778	3.91383093981357	0.00303741838775784	0.0317983811259155	-1.77294677082787	hsa_circRNA_104329	hsa_circ_0005096	NUPL2
ASCRP3001644	0.757910414999996	11.14706267	4.74101135740835	0.000847624938205914	0.014706139493841	-0.475971271871655	hsa_circRNA_100604	hsa_circ_0009172	DNA2
ASCRP3001656	0.532066886666666	12.8672246688889	4.13276855446125	0.00214695205335214	0.0256797211091381	-1.42105731206493	hsa_circRNA_001038	hsa_circ_0000453	BCL7A
ASCRP3001707	1.52332436616667	6.43541867088889	8.91280892583575	5.37172983461681e-06	0.00124790399991324	4.58884885498209	hsa_circRNA_406763	hsa_circ_0131653	FKBP5
ASCRP3001715	-0.497070798	6.63444891133333	-4.7715371843019	0.000810119285610245	0.014267750667327	-0.429908814812234	hsa_circRNA_059060	hsa_circ_0059060	SEPT2
ASCRP3001726	0.622699855333332	6.51302010111111	5.16599403400868	0.00045688953038828	0.00995060524106797	0.152902665049294	hsa_circRNA_103359	hsa_circ_0008639	SMARCC1
ASCRP3001739	-0.308894685833333	5.56486056155556	-3.52836984655242	0.00567655045398481	0.0453984449012539	-2.40466357619448	hsa_circRNA_004868	hsa_circ_0004868	B4GALT5
ASCRP3001758	-0.376663324000002	5.94332112	-3.78461645122517	0.00373842441325606	0.0351786898393828	-1.98313650444404	hsa_circRNA_001312	hsa_circ_0001312	CCDC66
ASCRP3001778	0.626633194000002	6.20247244533333	6.70767320193588	5.99589506466896e-05	0.00365637175912344	2.20754149792463	hsa_circRNA_101227	hsa_circ_0029636	ZMYM2
ASCRP3001784	-0.640268877	7.676768242	-3.54224764652401	0.0055485404626571	0.0447784195981351	-2.38169471146316	hsa_circRNA_037563	hsa_circ_0037563	SRRM2
ASCRP3001791	-0.849409275000002	5.93657587166667	-5.52749013129574	0.000275647207466014	0.00768429811879174	0.666460702292188	hsa_circRNA_001531	hsa_circ_0001531	HSPA4
ASCRP3001806	0.680163327500001	5.948939317	3.49616842541818	0.00598554030407288	0.0469178347348565	-2.45801340660678	hsa_circRNA_405792	NA	EML2
ASCRP3001809	0.724918302833333	9.32897913011111	3.86251242035852	0.00329771941432669	0.033308331599985	-1.85621549537246	hsa_circRNA_102628	hsa_circ_0052767	NBAS
ASCRP3001815	0.415981081666665	5.71441412222222	3.44537193020611	0.00650892400627153	0.0493454324236141	-2.54231575735565	hsa_circRNA_103893	hsa_circ_0073030	FAM169A
ASCRP3001842	-0.720649062333333	6.44055950122222	-4.0181576400596	0.00257253777840242	0.0289107276837785	-1.60456754351506	hsa_circRNA_406544	NA	SMARCA5
ASCRP3001867	0.474814290666667	6.05174654522222	4.51553977810555	0.00118898595233832	0.017985947189093	-0.820361546852031	hsa_circRNA_101232	hsa_circ_0006732	ZDHHC20
