Row.names	logFC	AveExpr	t	P.Value	adj.P.Val	B	circRNA	Alias	GeneSymbol
ASCRP3000207	0.517060679000002	7.14255936366667	3.75375515223949	0.00572657345015706	0.0460653179318532	-2.37033528832204	hsa_circRNA_100794	hsa_circ_0003768	PDHX
ASCRP3000210	-0.544087216333331	8.81641149777778	-4.66797548396613	0.00166326897652738	0.0227608911696741	-1.08251780063029	hsa_circRNA_079201	hsa_circ_0079201	IQCE
ASCRP3000214	-1.70825812933333	8.62985775222222	-4.75008170007201	0.00149746393823405	0.0214153990585894	-0.97289442772652	hsa_circRNA_002635	hsa_circ_0002635	B3GALTL
ASCRP3000215	-0.591176213333333	5.74969279677778	-4.9347967314602	0.00118661881555994	0.0191970835047858	-0.730025133869019	hsa_circRNA_103868	hsa_circ_0072797	SMA
ASCRP3000222	0.793840028666666	5.83724840611111	4.45709809271978	0.00218808606771318	0.0265206903884193	-1.36874907733267	hsa_circRNA_405026		RAB3IP
ASCRP3000228	-0.791994743333334	6.10821650888889	-3.85856798117052	0.00493901462031521	0.0422186182006721	-2.21674311355703	hsa_circRNA_406051		ACSL3
ASCRP3000264	-0.816350951333336	5.72124412822222	-5.4014905102649	0.00067359502378432	0.0140144100116527	-0.139463532461499	hsa_circRNA_000521	hsa_circ_0000521	APEX1
ASCRP3000270	-0.817557124333333	6.44716549955556	-6.61717807689341	0.000176302779594484	0.00716744258543074	1.25025775705041	hsa_circRNA_051908	hsa_circ_0051908	RPS11
ASCRP3000272	0.575817231666667	8.08962337644444	3.93299245235127	0.00445073425290146	0.040171890939463	-2.10855678174803	hsa_circRNA_089353	hsa_circ_0089353	RPL7A
ASCRP3000292	0.555571090999997	5.76839211355556	4.44455215762477	0.0022245389927895	0.0267696138732821	-1.38598919303457	hsa_circRNA_100067	hsa_circ_0000020	DDI2
ASCRP3000301	-1.531220855	8.89092616133333	-6.60869348384892	0.000177849529493065	0.00720032306748478	1.24126044265743	hsa_circRNA_003251	hsa_circ_0003251	WNK1
ASCRP3000304	0.710731711666666	5.93950176433333	4.67130344545124	0.00165617276015463	0.0227595459448292	-1.07805458006798	hsa_circRNA_405239		KIAA0586
ASCRP3000313	-0.450540468333333	5.71054144111111	-3.74544008764104	0.00579457264878139	0.0462644066016996	-2.38258025370521	hsa_circRNA_100167	hsa_circ_0011572	KIAA0319L
ASCRP3000314	-0.723331661333334	6.43952583822222	-4.80023283087124	0.00140510832798068	0.020962755284568	-0.906440181129065	hsa_circRNA_101805	hsa_circ_0039261	PHKB
ASCRP3000344	0.567399853333335	5.43503784022222	4.35135813919194	0.00251685826263303	0.0283567968458551	-1.51478803827357	hsa_circRNA_004650	hsa_circ_0004650	PCED1B
ASCRP3000347	-1.57770193466667	6.19280172355556	-10.6784088270104	5.72342589307457e-06	0.00190985725693431	4.66645955487921	hsa_circRNA_005185	hsa_circ_0005185	PRKD1
ASCRP3000363	0.510306474333333	6.16647333422222	3.89219474247732	0.00471162647559593	0.0411714365529943	-2.16777035198559	hsa_circRNA_100080	hsa_circ_0005782	HP1BP3
ASCRP3000367	-2.029290888	8.73924226966667	-8.83716264743602	2.29836498780441e-05	0.00299861482770657	3.31426582985539	hsa_circRNA_404643		PIK3C2B
ASCRP3000368	-1.07016940566667	6.30826635277778	-6.37282571779055	0.0002274833938798	0.00828192341076571	0.987347165646822	hsa_circRNA_002971	hsa_circ_0002971	SNX9
ASCRP3000372	-0.834324877666665	8.82066653377778	-4.36452456986159	0.0024731453707878	0.0280913613303569	-1.49651299442521	hsa_circRNA_044014	hsa_circ_0044014	HDAC5
ASCRP3000384	-2.76730534666667	16.2097788633333	-6.6221067366488	0.00017541112111147	0.00716103058027036	1.25547995304441	hsa_circRNA_000166	hsa_circ_0000512	RPPH1
ASCRP3000422	0.612297794666665	8.55023137722222	4.92632043189906	0.00119922650446063	0.0192448240197737	-0.741056287566341	hsa_circRNA_102984	hsa_circ_0006117	PTPRA
ASCRP3000434	-3.85942404133333	10.6006530195556	-14.701984362117	5.11604126779851e-07	0.000713103066427286	6.8469404308128	hsa_circRNA_022382	hsa_circ_0022382	FADS2
ASCRP3000445	0.478683493666666	6.44066161722222	3.90607835040781	0.00462104560772506	0.0407418548879416	-2.14759467544411	hsa_circRNA_039400	hsa_circ_0039400	FTO
ASCRP3000460	0.647449862333336	5.81902374966667	4.28116606271639	0.00276447184414254	0.0299699464258875	-1.61264713856404	hsa_circRNA_101914	hsa_circ_0041019	FANCA
ASCRP3000470	-0.825560339666665	7.93641450322222	-5.70913850343174	0.000471394863480756	0.0116180253864567	0.232049262320349	hsa_circRNA_103990	hsa_circ_0003967	G3BP1
ASCRP3000476	-2.21116916733333	8.24127808977778	-9.32263190211044	1.55758785332398e-05	0.00280305238212719	3.69827491339111	hsa_circRNA_087856	hsa_circ_0087856	RAD23B
ASCRP3000479	-0.720825304333331	6.82707951477778	-4.94407745335	0.00117298046051528	0.0191384119619525	-0.71795963985845	hsa_circRNA_105023	hsa_circ_0002153	MID2
ASCRP3000482	-1.81387328033333	6.78441931122222	-13.6928543200195	8.80089202669004e-07	0.000898218664773459	6.37965480991008	hsa_circRNA_068465	hsa_circ_0068465	EIF4A2
ASCRP3000483	-1.14789254166667	6.16037718388889	-3.87590289495148	0.00482035761254346	0.0416952386751653	-2.19147846770383	hsa_circRNA_066556	hsa_circ_0066556	ROBO2
ASCRP3000491	0.716058466000001	6.87764122244444	4.10829862313863	0.0034940474455695	0.0346457529740057	-1.85671617614197	hsa_circRNA_009044	hsa_circ_0009044	CDC42BPA
ASCRP3000497	1.38814762933333	6.22867312622222	6.18314061746186	0.000278598357745299	0.00894172426487131	0.777736585760812	hsa_circRNA_103740	hsa_circ_0001439	SCLT1
ASCRP3000503	-0.869864042666665	6.07941239011111	-6.41673172025386	0.000217189387066073	0.00796332735990361	1.03517177637749	hsa_circRNA_101406	hsa_circ_0000557	NEK9
ASCRP3000511	-0.705844250666667	7.20569145755556	-3.69221463858748	0.00625082648711617	0.0482892430995982	-2.46116528599979	hsa_circRNA_000859	hsa_circ_0000859	NFATC1
ASCRP3000513	1.38585343366667	6.96523211488889	8.10949959058381	4.2634754327808e-05	0.00355544699125147	2.69682470343819	hsa_circRNA_103361	hsa_circ_0001296	SMARCC1
ASCRP3000525	-1.03068553066667	6.79207741066667	-7.43733345652446	7.86205878623702e-05	0.00483582474510102	2.07739741400799	hsa_circRNA_001985	hsa_circ_0001985	UBP1
ASCRP3000530	0.700352755000001	6.23464301844444	3.74489578009352	0.00579905393808328	0.0462644066016996	-2.38338211704236	hsa_circRNA_407079		CHD7
ASCRP3000544	0.65378572433333	8.04859672822222	3.8145737144054	0.0052544527766537	0.0437539545460614	-2.28103935762374	hsa_circRNA_101034	hsa_circ_0007723	CCDC91
ASCRP3000550	-1.10260170233333	8.04735958433333	-5.51245153484939	0.000591364257786018	0.012978117818726	-0.00386041616961208	hsa_circRNA_103514	hsa_circ_0006156	FNDC3B
ASCRP3000554	0.802200013333334	11.0165165088889	4.57453852869826	0.00187665355515721	0.024284494347041	-1.2085142440727	hsa_circRNA_406091		ACSS1
ASCRP3000556	-1.24973413466667	6.59416430188889	-7.03247455106233	0.000116093333231932	0.00577488006403911	1.67941393496758	hsa_circRNA_101825	hsa_circ_0008242	DYNC1LI2
ASCRP3000585	0.469840144666666	5.75383990055556	3.74494575200469	0.00579864236427953	0.0462644066016996	-2.38330849784135	hsa_circRNA_102726	hsa_circ_0001009	FANCL
ASCRP3000604	-0.617296989666667	5.67434483588889	-3.80673315530892	0.00531290342405447	0.0439601153638425	-2.29252452254168	hsa_circRNA_406336		PDIA5
ASCRP3000627	-0.84666615666667	7.59044495155556	-4.43102373896816	0.00226458643412121	0.0269129961482591	-1.40460579408709	hsa_circRNA_011588	hsa_circ_0011588	CLSPN
ASCRP3000649	0.576007478333332	6.71214998711111	5.11626862625839	0.000948661424963619	0.016737955738463	-0.496476093456363	hsa_circRNA_104527	hsa_circ_0083054	KMT2C
ASCRP3000654	-0.611546644999998	5.95798661144444	-4.4352499718682	0.00225199237050896	0.0269129961482591	-1.39878709017982	hsa_circRNA_100786	hsa_circ_0005974	CAPRIN1
ASCRP3000680	-0.709429619999997	6.95207385355556	-5.29141038350911	0.000767739413438411	0.0150418342508405	-0.275802452952146	hsa_circRNA_103407	hsa_circ_0007761	ATXN7
ASCRP3000696	-0.705792858333335	7.42044724933333	-3.68672776073404	0.00629999933249239	0.0484390019599119	-2.4692862504393	hsa_circRNA_103224	hsa_circ_0063329	DDX17
ASCRP3000704	-0.541927707000001	6.30213818822222	-3.7302694427864	0.00592087207257723	0.046753201123668	-2.40494323726111	hsa_circRNA_406193		TXN2
ASCRP3000708	-1.19968111633333	6.29806337288889	-7.53756173557757	7.15703340216929e-05	0.00468665603389032	2.17295172465945	hsa_circRNA_008337	hsa_circ_0008337	ASPH
ASCRP3000731	0.650585448666664	5.97252378533333	4.87303092299062	0.00128191949484759	0.0199484665250844	-0.810658479663845	hsa_circRNA_103674	hsa_circ_0070113	FRAS1
ASCRP3000735	0.643212660000002	6.114163401	5.17759627947305	0.000880482313537249	0.0160837472958222	-0.418678357288183	hsa_circRNA_405713		DOT1L
ASCRP3000751	0.787561836000001	6.50433476922222	3.66490175556265	0.00649973229771232	0.0495025557158507	-2.50162644431895	hsa_circRNA_005965	hsa_circ_0005965	PAPSS1
ASCRP3000758	-0.648817917999998	6.75087668633333	-4.13993991594742	0.00334631987583353	0.0336598381737193	-1.81172048043598	hsa_circRNA_063313	hsa_circ_0063313	DDX17
ASCRP3000761	-0.788525040999997	6.60684004655556	-5.60813995697666	0.000529262416890071	0.0123540990468814	0.111617563747614	hsa_circRNA_060540	hsa_circ_0060540	SDC4
ASCRP3000763	1.08779062	7.696412245	3.9060029503282	0.00462153245867096	0.0407418548879416	-2.14770417725916	hsa_circRNA_039830	hsa_circ_0039830	ATP6V0D1
ASCRP3000772	0.732816026666668	6.18542573711111	4.168939345075	0.00321683593387741	0.0327285382761647	-1.77060737837493	hsa_circRNA_076700	hsa_circ_0076700	TNFRSF21
ASCRP3000805	0.750640815666666	6.99796185411111	4.04137166118884	0.00383021615174268	0.0364243849829955	-1.95235719216475	hsa_circRNA_405732		RGL3
ASCRP3000808	-0.96256656433333	6.538477293	-6.0229404813969	0.000331743049342787	0.0097786780556472	0.596855343118244	hsa_circRNA_100940	hsa_circ_0006286	YAP1
ASCRP3000810	0.629863534333335	6.63473434388889	4.62677317648504	0.00175392043670372	0.0234103990436638	-1.13791457643065	hsa_circRNA_103887	hsa_circ_0002490	FCHO2
ASCRP3000824	0.492552802666665	5.74986341911111	3.73602443822958	0.00587261694642575	0.0466225578081986	-2.39645643728059	hsa_circRNA_006868	hsa_circ_0006868	CWF19L2
ASCRP3000835	1.05790266	6.31776942888889	7.21921512877521	9.67895124187535e-05	0.00521360543009684	1.86541194488464	hsa_circRNA_076155	hsa_circ_0076155	FKBP5
ASCRP3000836	0.789317226666668	5.85422126288889	6.30722645115344	0.000243883020994063	0.00840836267080945	0.915409996538687	hsa_circRNA_002161	hsa_circ_0001600	FKBP5
ASCRP3000843	0.589352343666667	6.36363504655556	4.44263178784639	0.00223017665930889	0.0267978247104395	-1.38863016700312	hsa_circRNA_055957	hsa_circ_0055957	ST6GAL2
ASCRP3000859	-0.613947823666667	7.01738033755556	-4.42531219522816	0.0022817282480985	0.0270202778844687	-1.41247372500394	hsa_circRNA_103469	hsa_circ_0004271	COPG1
ASCRP3000861	-1.16159899033334	6.53241256511111	-7.86655095620103	5.29335077502582e-05	0.00398717308643712	2.47864588564566	hsa_circRNA_404755		ANK3
ASCRP3000867	0.696884372666669	6.90552917911111	3.76692152313869	0.00562064216331345	0.0455865383104317	-2.35096399800258	hsa_circRNA_001795	hsa_circ_0001795	SLC20A2
ASCRP3000887	0.747699278000002	5.77719898155556	5.34229873294532	0.000722535798244564	0.0145656648418847	-0.212549802546661	hsa_circRNA_101102	hsa_circ_0000419	RAB3IP
ASCRP3000905	-0.470586297333334	6.52203349644444	-3.98162521694069	0.00415985976785454	0.0384353709800726	-2.03826589970246	hsa_circRNA_065768	hsa_circ_0065768	RBM6
ASCRP3000915	0.570901479000001	7.05550699011111	3.83853240574689	0.00508007497504509	0.0429889779111145	-2.2459931238748	hsa_circRNA_406457		SEPSECS-AS1
ASCRP3000944	-1.03107124666667	7.60150730122222	-6.14496052039976	0.000290352127822355	0.00916817382253305	0.734950824451858	hsa_circRNA_403150		CCNI
ASCRP3000948	-0.616042722666664	5.89784541466667	-5.15531385721454	0.000904612759300052	0.0162547084576254	-0.446879130145079	hsa_circRNA_001646	hsa_circ_0001646	UTRN
ASCRP3000965	-0.663238868666666	6.03317637722222	-5.38702859006817	0.000685207124869179	0.0141264905043755	-0.157271927267505	hsa_circRNA_102855	hsa_circ_0057105	PDK1
ASCRP3000973	0.758054025333334	6.89684992	3.68821723570913	0.00628661006457638	0.0483741753943784	-2.46708136006301	hsa_circRNA_011717	hsa_circ_0011717	C1orf122
ASCRP3001011	-0.722159353666665	6.44830126011111	-4.43143655023789	0.00226335290632761	0.0269129961482591	-1.40403731527966	hsa_circRNA_102510	hsa_circ_0008030	LSM14A
ASCRP3001025	1.00835713566667	7.44516079344444	5.9068018031379	0.000377257369608356	0.010196984771253	0.463476239453795	hsa_circRNA_102034	hsa_circ_0005397	RHOT1
ASCRP3001038	1.66679139733333	10.3122485442222	4.65726346606414	0.00168633590173014	0.0228521936016403	-1.09689539946167	hsa_circRNA_008584	hsa_circ_0008584	PTPRM
ASCRP3001046	-0.773957818999998	8.38587123933333	-4.3816646225965	0.00241746840328694	0.0277617440871992	-1.47276109540702	hsa_circRNA_045234	hsa_circ_0045234	DDX42
ASCRP3001047	-0.575691207333334	5.779947037	-5.15346373756645	0.00090664864864872	0.0162613435015911	-0.449224027501144	hsa_circRNA_405815		VN1R1
ASCRP3001065	1.02055996433334	9.93817182266667	4.07858320276	0.00363920523710823	0.035401520935658	-1.89910265223689	hsa_circRNA_034804	hsa_circ_0034804	GANC
ASCRP3001096	0.594655722	5.77105395988889	4.92358302886154	0.00120332933112916	0.0192789561310792	-0.744621112136845	hsa_circRNA_102772	hsa_circ_0004964	KCMF1
ASCRP3001100	0.483537374666666	5.70128270044444	4.3610022560871	0.00248475835828561	0.0281202010863858	-1.50139945767696	hsa_circRNA_026232	hsa_circ_0026232	LARP4
ASCRP3001103	0.756374870999998	5.74096964766667	4.60381259389909	0.00180675947928491	0.0237902189465356	-1.16889691963158	hsa_circRNA_067100	hsa_circ_0067100	ZNF148
ASCRP3001104	0.776563721	6.24205296233333	4.28734160085994	0.00274166223268634	0.0298113240274443	-1.60400833418413	hsa_circRNA_104798	hsa_circ_0087300	TLE4
ASCRP3001119	0.793914867999999	5.74616585455556	4.58936326728758	0.00184089783510076	0.0240450337042546	-1.18843535033304	hsa_circRNA_404718		DHTKD1
ASCRP3001127	-1.78515395933333	10.1381798263333	-6.69472640432828	0.000162835792042002	0.00688503727284961	1.33205966920629	hsa_circRNA_059880	hsa_circ_0059880	ZNF341
ASCRP3001158	0.951593908666667	6.64102586155556	5.87332867426292	0.000391622869657914	0.0104116194530035	0.424679277974044	hsa_circRNA_104479	hsa_circ_0001741	TNPO3
ASCRP3001160	0.602956957666668	8.15971424188889	4.49926118253737	0.00207025259212319	0.0256990515793206	-1.3109832397911	hsa_circRNA_104736	hsa_circ_0086414	BNC2
ASCRP3001163	0.549241453666666	6.19244432977778	4.72418009796864	0.00154773752425218	0.0218229896672167	-1.00736603337632	hsa_circRNA_405952		CLASP1
ASCRP3001178	0.656094585	6.12822636433333	5.01704613707228	0.00107153053337141	0.0179947046714368	-0.623552571252612	hsa_circRNA_070520	hsa_circ_0070520	SLC39A8
ASCRP3001203	-0.506273912666665	6.66046173455556	-3.89794702690423	0.00467386754333364	0.0411001193382951	-2.15940799776409	hsa_circRNA_007460	hsa_circ_0007460	GOSR1
ASCRP3001262	1.21569804	11.3416282266667	4.14112513002582	0.00334091894895256	0.0336401921413108	-1.81003781531088	hsa_circRNA_004646	hsa_circ_0004646	UAP1
ASCRP3001270	-0.617234726999998	5.81380310755556	-4.42783683642372	0.00227413385277388	0.0269935815103585	-1.40899530712577	hsa_circRNA_403101		SEL1L3
ASCRP3001272	0.582947223666665	8.27672345211111	4.59209127529635	0.00183439923024588	0.0239922698250791	-1.18474410854314	hsa_circRNA_102983	hsa_circ_0005265	PTPRA
ASCRP3001291	1.132234512	7.92972627511111	4.78642855278765	0.0014298937938089	0.0210570522420786	-0.924693752428214	hsa_circRNA_001741	hsa_circ_0001286	TRAK1
ASCRP3001302	1.050521548	5.90267481844444	6.99042578830459	0.000121006840000662	0.00590049698754648	1.63694615908996	hsa_circRNA_100544	hsa_circ_0017643	SFMBT2
ASCRP3001311	0.599770128000002	5.71995675811111	3.69510129158228	0.00622512139525429	0.0482051662329334	-2.45689431175792	hsa_circRNA_100889	hsa_circ_0007458	C11orf30
ASCRP3001315	-3.33722462166667	9.366784767	-11.2030338834169	4.00253375483587e-06	0.00190985725693431	5.00438813501756	hsa_circRNA_401640		AARS
ASCRP3001333	0.581984902000001	7.34475525088889	4.13615874964669	0.00336361344014865	0.033764173184702	-1.81708999800702	hsa_circRNA_407188		ABHD17B
ASCRP3001361	-0.830156420999998	7.25421482066667	-4.27136261985346	0.00280110413204114	0.0301993072003595	-1.62637241568749	hsa_circRNA_104175	hsa_circ_0005954	AMD1
ASCRP3001381	-0.659498022999998	6.91503304211111	-4.00070999357021	0.0040513592344645	0.0378269014838948	-2.01077041291704	hsa_circRNA_005882	hsa_circ_0005882	STK39
ASCRP3001454	0.562071951666663	8.97934963911111	4.49586102206027	0.0020794948743034	0.0257069393913362	-1.31563175561992	hsa_circRNA_100685	hsa_circ_0020080	FAM160B1
ASCRP3001461	-1.22015371533333	7.311879707	-8.40836048552502	3.29038785651324e-05	0.00299861482770657	2.95677599622828	hsa_circRNA_004594	hsa_circ_0004594	MLLT1
ASCRP3001473	-0.491211347999999	5.51978475855556	-3.91865436779465	0.00454060935167914	0.040459294129184	-2.12934149290917	hsa_circRNA_003333	hsa_circ_0003333	MCTP2
ASCRP3001500	-1.242203151	8.64235436933333	-4.53873748776878	0.00196615424950618	0.0248816692768246	-1.2571407544018	hsa_circRNA_104852	hsa_circ_0006174	RAD23B
ASCRP3001525	1.64153894633333	9.39878798722222	5.08388203550595	0.000986982028881619	0.0170913567337526	-0.537790137268738	hsa_circRNA_068697	hsa_circ_0068697	DLG1
ASCRP3001535	1.94824802366667	10.9793231476667	9.28495722532311	1.60433610971379e-05	0.00280305238212719	3.66922762365605	hsa_circRNA_001233	hsa_circ_0000463	EP400NL
ASCRP3001544	1.66560694033334	7.53105244444444	5.27659956128701	0.000781471847049677	0.0151586894864089	-0.294284817555478	hsa_circRNA_101189	hsa_circ_0029033	WDR66
ASCRP3001557	1.06695824766667	6.65117314877778	7.3173460501241	8.80946128868181e-05	0.00493988010308439	1.96147602295868	hsa_circRNA_001440	hsa_circ_0001440	SCLT1
ASCRP3001565	-1.81595798133334	6.17559949144444	-6.15300146132691	0.000287831927478376	0.00911810427404713	0.743978469904238	hsa_circRNA_071106	hsa_circ_0071106	ARHGAP10
ASCRP3001586	-0.772258151666666	5.99927924122222	-3.89766158113969	0.00467573357235909	0.0411001193382951	-2.15982285886338	hsa_circRNA_001311	hsa_circ_0001311	TKT
ASCRP3001590	1.50343949933333	8.35015179488889	4.39956426406313	0.00236077116470827	0.0274637764613286	-1.44800321980686	hsa_circRNA_403472		NR3C1
ASCRP3001609	-0.776104011333332	7.52799856333333	-7.15046349567001	0.000103448196387779	0.00539756177623296	1.79742418805767	hsa_circRNA_004390	hsa_circ_0004390	LPAR3
ASCRP3001644	1.32336957	11.14706267	9.01831777684515	1.98368978283825e-05	0.00299696887002887	3.4600561947826	hsa_circRNA_100604	hsa_circ_0009172	DNA2
ASCRP3001650	-0.890860040666666	6.09655894344444	-4.41051116855614	0.00232680843702223	0.027352614361477	-1.4328855333147	hsa_circRNA_407033		FBXO25
ASCRP3001656	0.844335976666668	12.8672246688889	5.67535687021295	0.000489936213853085	0.0118103430343446	0.191933141159444	hsa_circRNA_001038	hsa_circ_0000453	BCL7A
ASCRP3001707	1.55843492766667	6.43541867088889	12.9553531455077	1.34007183938308e-06	0.0010057754566816	6.00777088742175	hsa_circRNA_406763		FKBP5
ASCRP3001715	-0.958933351666666	6.63444891133333	-8.07342072347461	4.40122675169936e-05	0.00360786975989803	2.66481984165956	hsa_circRNA_059060	hsa_circ_0059060	SEPT2
ASCRP3001726	0.617934208666666	6.51302010111111	4.58083369985806	0.00186137884124393	0.0241830537337111	-1.1999838903683	hsa_circRNA_103359	hsa_circ_0008639	SMARCC1
ASCRP3001731	-0.501841889333334	5.59240165044444	-3.84795989551126	0.00501316978732795	0.0427565538592298	-2.23222333510043	hsa_circRNA_103938	hsa_circ_0001529	AFF4
ASCRP3001736	-0.469239326333332	5.76521142855556	-4.12055828012991	0.00343599059558558	0.0343141865313495	-1.83926532761783	hsa_circRNA_102970	hsa_circ_0059071	FARP2
ASCRP3001751	-1.062395778	6.82327128388889	-5.25557129236596	0.00080143383676633	0.0154162629704265	-0.320582523981576	hsa_circRNA_101859	hsa_circ_0040188	AARS
ASCRP3001758	-0.516261124333335	5.94332112	-4.42423127447246	0.00228498818279679	0.02702379357521	-1.41396329470821	hsa_circRNA_001312	hsa_circ_0001312	CCDC66
ASCRP3001778	0.506188475333335	6.20247244533333	4.21799490093177	0.00300995586996428	0.0314771054911484	-1.70133605642819	hsa_circRNA_101227	hsa_circ_0029636	ZMYM2
ASCRP3001784	-0.881447936666667	7.676768242	-4.40794518815416	0.00233472156266439	0.0273796614025438	-1.43642755188109	hsa_circRNA_037563	hsa_circ_0037563	SRRM2
ASCRP3001791	-1.042196633	5.93657587166667	-5.56065753093361	0.000559132269166457	0.0126871012796677	0.0544835295861157	hsa_circRNA_001531	hsa_circ_0001531	HSPA4
ASCRP3001809	0.736116618333336	9.32897913011111	3.82161052830263	0.00520258071498604	0.043572171704823	-2.27073832533625	hsa_circRNA_102628	hsa_circ_0052767	NBAS
ASCRP3001820	0.447613300000001	5.97786885022222	3.65655475199921	0.0065778955089145	0.0497138082730277	-2.51400961139972	hsa_circRNA_100259	hsa_circ_0006677	WDR78
ASCRP3001825	-0.519201790666664	5.94828859522222	-4.03802454189241	0.00384791944962794	0.0365571081499706	-1.95715686425729	hsa_circRNA_013058	hsa_circ_0013058	LPAR3
ASCRP3001842	-1.09436927033333	6.44055950122222	-4.76557018483765	0.00146825386319269	0.021278637362281	-0.952330082433141	hsa_circRNA_406544		SMARCA5
ASCRP3001848	-0.462214529333334	6.00180029588889	-4.17043413089099	0.00321030992078014	0.0326962358006804	-1.76849146172343	hsa_circRNA_102511	hsa_circ_0050461	LSM14A
ASCRP3001854	0.855528334666667	6.53622135066667	5.20934179427826	0.000847313196493029	0.0158172716265018	-0.3786305442313	hsa_circRNA_104797	hsa_circ_0087293	TLE4
ASCRP3001858	0.433586427333332	5.457005917	3.99200784929516	0.00410044996069573	0.0381635673762556	-2.02330139028465	hsa_circRNA_405135		LINC00571
ASCRP3001877	1.79476784466667	10.3448875538889	4.10523959403786	0.00350869818362677	0.0347213537643593	-1.861073840907	hsa_circRNA_083776	hsa_circ_0083776	SCARA3
ASCRP3001916	1.54288895	11.1815436255556	4.6087176663644	0.0017953276802333	0.0237522539578105	-1.16227144928114	hsa_circRNA_104507	hsa_circ_0001756	HIPK2
ASCRP3001941	0.927268009999999	6.66241591022222	5.9522227013618	0.000358684779539287	0.00997523120803036	0.51586666085857	hsa_circRNA_104532	hsa_circ_0001772	RBM33
ASCRP3001944	1.39910642433333	6.76639212	5.68394251589376	0.000485149019077658	0.0117459031740464	0.202144428775872	hsa_circRNA_008450	hsa_circ_0008450	CMTM3
ASCRP3001949	-0.995864349000001	6.58551476233333	-7.36911125357906	8.38600491401489e-05	0.00487037202059782	2.01169317408	hsa_circRNA_103435	hsa_circ_0001329	TIMMDC1
ASCRP3001952	0.851720486666669	5.70022517622222	6.4556005812782	0.000208505055611159	0.00782455318306954	1.07729466146551	hsa_circRNA_400738		PDHX
ASCRP3001988	-0.811223195999999	6.24733372833333	-5.84189978941174	0.00040566137385412	0.0106685661042982	0.388106199209298	hsa_circRNA_403236		ZNF827
ASCRP3002001	1.58559624766667	10.3570850687778	4.28191811369739	0.00276168316173461	0.0299699464258875	-1.61159481414653	hsa_circRNA_101287	hsa_circ_0008274	UGGT2
ASCRP3002050	-0.789754762333335	6.26343125288889	-5.79006835515121	0.000430040037387116	0.0110948124538592	0.327482043671922	hsa_circRNA_400105		PRKCZ
ASCRP3002051	-0.750898772999999	6.446892686	-4.96898003160237	0.00113722422660585	0.0187114616846429	-0.685649578700829	hsa_circRNA_100874	hsa_circ_0003376	CTTN
ASCRP3002062	0.479743645333334	5.35959396411111	3.8750024914002	0.00482644491116754	0.0417109149674594	-2.19278977544349	hsa_circRNA_085302	hsa_circ_0085302	RIMS2
ASCRP3002066	-0.675765059999999	7.74719975155556	-4.08302122864115	0.00361711881588718	0.0352922282866112	-1.892764260437	hsa_circRNA_104669	hsa_circ_0085173	GRHL2
