Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
HSPG2	2.15576134092375	4.41113528980079	11.8940135784229	6.33325416048952e-09	2.76129881397343e-06	10.8643525687816
LRRTM3	-6.4783352656402	0.433104569429165	-12.9919482216817	1.92981791865253e-09	1.03556998465539e-06	10.8502835997279
SMOC2	5.65477985008601	0.110571359274006	12.2881632235155	4.09193027909868e-09	1.84163262109628e-06	10.645588121936
FAM129A	-4.12339138166408	5.1272556178002	-11.5580024542571	9.27861809565572e-09	3.92288726274511e-06	10.5430211960465
DRG1	-1.84863784756905	5.89392339482808	-11.4382552718096	1.06547625165585e-08	4.3722131362066e-06	10.3085083927871
RLN1	-4.01827258418139	1.7215256378002	-11.4078726947012	1.10373215607797e-08	4.397839531036e-06	10.2306587436971
TPM4	-1.96328663003976	6.59292647854317	-11.3404770108344	1.19389257743313e-08	4.48210415544438e-06	10.177607473298
APOBEC3F	3.14514647029053	2.398893100348	11.2415689952463	1.34063205361749e-08	4.79602523386443e-06	10.1501242985803
ELF1	-1.72958799395483	5.38367453545077	-11.1868729577509	1.42989282934914e-08	4.86582067197052e-06	10.0302688410157
SMARCD3	2.07528547040775	4.74850932164495	11.0894293933591	1.60490597587472e-08	5.33134480366766e-06	9.94745219785478
PDE10A	-2.76088742111838	2.90641641550162	-10.9943463633494	1.79772101556127e-08	5.83297758351416e-06	9.88827208833233
CBLN2	5.14230763279958	2.90810450388778	11.1926470181573	1.42017898911056e-08	4.86582067197052e-06	9.68056738197446
ADRB2	-5.67367471607898	2.89264561942476	-11.3840374338599	1.13476364046227e-08	4.397839531036e-06	9.65380931335992
CRLF1	5.06238958193897	1.80008250293765	11.3214368862481	1.22075657903445e-08	4.48210415544438e-06	9.59911831235402
LRRN1	-2.16905531294434	4.67109111992317	-10.7393880541278	2.44646224928167e-08	7.11105027124538e-06	9.50079233838535
SLC7A2	-1.98941195267216	5.68099318224617	-10.7479676914037	2.42099971803169e-08	7.11105027124538e-06	9.49316243865304
LOC646214	2.7127902183952	3.74929764411846	10.6615274944334	2.69094550710657e-08	7.50881434303016e-06	9.46304830710209
TMEM45B	-5.57615237962711	3.90590215175731	-10.786962241452	2.30876239507987e-08	7.00257672525095e-06	9.43776781191456
FADS1	-1.99343995625425	7.48361169602155	-10.7904918888201	2.29887897315472e-08	7.00257672525095e-06	9.42280507251598
TSC22D1	-1.25892892663537	7.09652470981757	-10.6720422334612	2.65646855935429e-08	7.50881434303016e-06	9.24855464812898
EPHA3	-5.30908403327802	3.86176159200585	-10.8036868207744	2.26232712136257e-08	7.00257672525095e-06	9.23615775251215
LCP1	-1.95879679523834	6.33288077412475	-10.5305722119536	3.16241258077652e-08	8.02217824127163e-06	9.1365122029272
PCDH7	4.53789958980554	2.84895601013216	10.5923202550596	2.93004211701399e-08	7.76593014533056e-06	9.10737070018024
CHPT1	1.53217033097222	8.27689180977669	10.5352479145557	3.14415120785216e-08	8.02217824127163e-06	9.04685823482004
MYCBP2	-1.24220284874035	7.58898561580249	-10.3771280882472	3.82864554070916e-08	9.5387968899954e-06	8.85506021707668
TLN2	2.45059759088485	2.58250925263474	10.1026712717942	5.41941522752083e-08	1.30364967679949e-05	8.81700164037724
PSMG3-AS1	2.67275537028477	3.19933487354388	10.0888439402553	5.51617787846728e-08	1.30443582644704e-05	8.79581912742191
CDH3	-5.20260003186132	3.18654662842402	-10.5867961437424	2.95007380807425e-08	7.76593014533056e-06	8.76443748233922
ERVMER34-1	-5.25909047396656	2.17474222706512	-10.6434277825892	2.75140877521675e-08	7.52699122192628e-06	8.7580222505454
HSD17B12	-1.99133086380629	5.73357775493854	-10.1218980323726	5.28784513365995e-08	1.29431605797936e-05	8.7117579277292
BCAS1	3.13597245727939	1.74238977486774	10.0741482229146	5.62102636059414e-08	1.30707599638349e-05	8.7089238836294
TSPAN13	-1.38487943616901	6.48879178276191	-9.95333599835904	6.56732139086724e-08	1.47785916202225e-05	8.38324463743909
MAGEA1	-4.64815475454004	4.13951375235862	-9.87349267049858	7.28432061913975e-08	1.58798189497247e-05	8.3686572821185
IRX4	2.03213162901418	2.4123028783604	9.8017541366979	7.99939516245862e-08	1.71703940471727e-05	8.34163439566555
TRPM8	-3.04181116074199	1.40625919710129	-9.71521397211445	8.96221661033856e-08	1.85670290451898e-05	8.31672451549883
KCNG1	1.89756401264929	3.39298522879006	9.78837951283482	8.14074089162448e-08	1.72090328666583e-05	8.28940306156165
PYGL	2.46252203987203	3.40217570643212	9.62821454065809	1.00546921759452e-07	1.94837590609427e-05	8.20846391417131
ZNF737	-2.02402078898219	4.40697764410318	-9.66243155164077	9.60908378155881e-08	1.8882526326804e-05	8.2071754857291
TCEA3	2.59511904178801	4.09870006150033	9.56152163448238	1.09872971913789e-07	2.04393027218824e-05	8.10499110759534
COG3	-1.49531265370353	5.75871282714882	-9.69482397869077	9.2064642193745e-08	1.86157375056106e-05	8.08108712067828
UGT2B15	-1.49281111545631	5.81065486365542	-9.70787765183428	9.04929741307991e-08	1.85670290451898e-05	8.0622570164172
FAM65B	-6.15238951274481	1.21044764536636	-9.93536103521169	6.72194989803762e-08	1.48864515837176e-05	8.00327594918855
PURA	-1.46187165745281	6.10521581410009	-9.66826352705666	9.53524239805098e-08	1.8882526326804e-05	7.99790304647719
TUSC1	-5.46135436732531	2.3492281452117	-9.96464116584912	6.47200245976391e-08	1.47785916202225e-05	7.99093252231357
MMP16	-2.11491461474987	4.99260063723363	-9.57555135224647	1.07837720125679e-07	2.03317820431551e-05	7.9492603769867
SPECC1L	-1.30488512702815	5.91771875659773	-9.59720749881154	1.04774067538524e-07	2.00247642506505e-05	7.91342132661169
ZNF827	-2.10990595885357	3.84286443850804	-9.38247642632244	1.39733795959823e-07	2.49944348875826e-05	7.83567632063606
USP9Y	-1.74543930778311	6.87515008837454	-9.51273944175964	1.17271959184865e-07	2.15286628229899e-05	7.7243284286121
ZNF506	-3.23194014424806	3.26960307609787	-9.27657932692899	1.61341628928913e-07	2.74516878880023e-05	7.69783874218579
GPX8	1.73980103071153	3.89550858098668	9.24762986465193	1.67844740557144e-07	2.78782121458723e-05	7.6294141976998
C1R	2.25978478903565	2.2477398615234	9.19102614808136	1.81374256982638e-07	2.94248096909508e-05	7.61962809232515
SEPT11	-1.12597050618173	7.46463175244554	-9.34388808120272	1.47229926928354e-07	2.56768992563049e-05	7.47089831208533
CENPN	-1.36142513727025	7.03667586156992	-9.30235529224051	1.55775515411626e-07	2.68318517410247e-05	7.44864883238597
ATP2B1	-1.60206845636782	6.69080326544189	-9.26726438579606	1.63404530747022e-07	2.74677109997886e-05	7.4208741149576
TMEM140	-2.30798953234853	2.69155430458794	-9.01926966498834	2.29965079283254e-07	3.48747041973908e-05	7.38242716636832
UNC5A	5.34678885411993	1.33213662932899	9.36267463867321	1.4352870103258e-07	2.53482586937538e-05	7.37548403184092
ZNF728	-4.56626413181666	2.08949180880435	-9.16915653751604	1.86906305512137e-07	2.9973756028797e-05	7.31716986395899
NUP93	-1.38202066570617	6.7738938278131	-9.20508392501905	1.77909879911383e-07	2.92023369943955e-05	7.31016020829903
FAM189A1	3.07721847331458	3.15227412013641	8.92179058721576	2.63508632589711e-07	3.82965879363713e-05	7.26533060415012
MAGEC2	-5.6605578572717	-0.217764151362291	-9.47444861314121	1.23448486486506e-07	2.2368224460516e-05	7.26474207522037
PCAT1	-2.73020951764758	2.83130210816065	-8.90676504773945	2.69122811386464e-07	3.84341353591137e-05	7.23865236019594
RASEF	-1.59831247293822	6.23436581586298	-9.12464059380841	1.98725521067123e-07	3.08594170236325e-05	7.21331966548195
SHROOM3	-1.18484644394535	6.82000650787618	-9.1489751798176	1.92169722105311e-07	3.04676359410603e-05	7.2058606903104
KCNQ2	3.16779545235127	2.11070917045304	8.89354495185314	2.74166956234827e-07	3.84341353591137e-05	7.19501106006784
DSEL	1.7333825980987	7.0414093272375	9.12340560125123	1.99064473346253e-07	3.08594170236325e-05	7.15680331644207
KIRREL	2.97426461355043	1.69916950191341	8.84739991468533	2.92571128657246e-07	3.96505477847185e-05	7.15596497363249
APBB1	1.96200597901008	3.91788227904583	8.89016120718878	2.7547402063585e-07	3.84341353591137e-05	7.12883561933138
SLC22A17	1.96476552109794	3.83022833559887	8.89445778079187	2.73815474507359e-07	3.84341353591137e-05	7.10550468912788
MAPK13	-3.72636599698226	3.19563762265085	-8.86111263480353	2.86969465429881e-07	3.96415641750267e-05	7.09623309269907
CDC42EP1	-2.51590474199497	4.09969637679721	-8.76290160191441	3.29738744321815e-07	4.25973607479441e-05	7.04475008585398
LOC642852	1.37134416262779	5.40037290954912	8.95828284070685	2.50382620794731e-07	3.67719823718746e-05	7.0246331305801
CCDC74A	3.16705942459735	2.94741259279215	8.7488879617671	3.36370355323629e-07	4.30554054814246e-05	7.00560966452521
SRGAP1	1.8716604730254	4.48376512775703	8.78047192967938	3.21618579199895e-07	4.19366581027751e-05	6.95934434814886
BCAT1	-4.65543202219478	1.47429555032575	-9.03553151584496	2.24823425717009e-07	3.44696311604803e-05	6.95101266986522
LDHB	1.08829373913669	8.89622811508116	8.99912732434806	2.36506553242511e-07	3.54810691488119e-05	6.93317833999613
TM9SF2	-1.14458135552608	7.86096439074036	-8.97968390557392	2.43007833210742e-07	3.60685669037901e-05	6.93257677110553
THRB	-1.57471765010634	5.3024104898696	-8.83784762808357	2.96541446241796e-07	3.96505477847185e-05	6.91452894515033
GPRC5C	1.49986376176698	4.71701012745426	8.83341719359891	2.98402201648183e-07	3.96505477847185e-05	6.91006563363195
HERC3	-1.42193860252696	6.17925731724209	-8.82155593378896	3.03444840205759e-07	3.99402114202901e-05	6.79056154953374
RAB36	-2.64496816137727	3.57317342755853	-8.56769437960711	4.36024659900262e-07	5.37095232641371e-05	6.7764457233163
IPO5	-1.11978773367246	7.98646016471767	-8.83921805322054	2.95968361672385e-07	3.96505477847185e-05	6.73085239829707
MAP1LC3A	-3.2715252768637	3.3764064299072	-8.54669440265808	4.49446978397464e-07	5.37095232641371e-05	6.72673333749891
ZNF844	-2.71851193259806	3.625462137372	-8.53614014660577	4.56356894256423e-07	5.37095232641371e-05	6.72286633776031
NOS3	-2.96149767186141	4.40473360943377	-8.52690424193935	4.62495710181936e-07	5.37095232641371e-05	6.71243230388893
FBLN2	2.82737889698667	0.87147571456092	8.5143686833661	4.7096751554541e-07	5.38601539089308e-05	6.70136389933688
ALCAM	-1.35157190652373	6.72715853346596	-8.74001687783395	3.40641082853803e-07	4.32056762543296e-05	6.67865780940192
RIMS1	-2.33086662317611	4.22051630420722	-8.52892278873243	4.61146640216437e-07	5.37095232641371e-05	6.64855828167496
DPYSL5	2.01626735494595	4.38899412168418	8.54209427534627	4.52445022084959e-07	5.37095232641371e-05	6.64463317956212
ADAM9	-1.14073847675506	7.61476099945546	-8.70616323408091	3.57472698263942e-07	4.49320638394461e-05	6.53783588822315
ACPP	-1.807908909631	4.71288640325571	-8.5219851992085	4.65800767987428e-07	5.37095232641371e-05	6.48833803207478
PLA2G16	-1.70295251772049	4.04463314724509	-8.43129104331758	5.31420278604898e-07	5.87174017514957e-05	6.48252749077412
MYBPC1	3.48599937225742	3.86934470018263	8.32804386690352	6.18174871623953e-07	6.38248567567788e-05	6.42200057743278
GULP1	-1.90505123788426	7.23851439113928	-8.62226981460215	4.03083537866476e-07	5.02126921456524e-05	6.41753303298019
FAM171A1	1.31229329978537	5.04836214802479	8.49656022320356	4.83285633558026e-07	5.43774287048514e-05	6.37682561213339
COL6A2	1.34573369350332	4.45324510802738	8.52888735045821	4.61170289073001e-07	5.37095232641371e-05	6.37352726011965
ZNF608	-3.307576272058	2.67804337294967	-8.28412869648085	6.59495430087311e-07	6.52573066707671e-05	6.32965882500606
TMCO3	-1.17379774802054	6.75854523104334	-8.55198186549497	4.46026866794955e-07	5.37095232641371e-05	6.32812989827238
LPXN	1.99545601220274	3.89766956160438	8.318816646252	6.26624482213545e-07	6.38248567567788e-05	6.31568604795158
ADCY1	1.51309197070863	3.65044895653472	8.41680087114094	5.42777610702844e-07	5.916275956661e-05	6.31058898559902
IQGAP2	-2.24924649959607	3.46351025682902	-8.29377718373348	6.50173599720923e-07	6.50129650458007e-05	6.27892161613892
PDLIM5	-1.30072669612253	6.15979428527906	-8.42735124492173	5.34483229819378e-07	5.87174017514957e-05	6.23400209264809
MALAT1	-1.47992264919077	7.92928214161919	-8.50594812581101	4.76750186284328e-07	5.40781999921866e-05	6.21534108852979
GRIK2	-4.87620811541884	0.995291927030087	-8.47832362865648	4.96252949589623e-07	5.53897692213953e-05	6.21354106430304
CCDC159	-3.28586319615842	2.4792254617496	-8.19691642900971	7.50438550336855e-07	7.28782457223924e-05	6.2093935622065
FAM13A	-1.44703870552888	5.17882620835288	-8.34923313267133	5.99223044382826e-07	6.33360599638575e-05	6.20081155842257
ZDHHC15	3.92109407310337	0.698624065341042	8.3187124733788	6.2672056878431e-07	6.38248567567788e-05	6.18708007213444
CLN5	-1.32035555489296	5.30724626537566	-8.32821012497287	6.1802373187845e-07	6.38248567567788e-05	6.13397832814981
CXorf57	3.8920690624325	2.16983495736319	8.16990357848875	7.81219807142386e-07	7.46116148274741e-05	6.13283223494708
AKAP11	-1.1830186239341	6.2103909808657	-8.34323940000968	6.04520885159957e-07	6.34156044342235e-05	6.09623923243464
ARFGAP3	-1.17363558336563	6.58458939216187	-8.36767005764546	5.83231627297457e-07	6.30794392562335e-05	6.08597052984655
ANKRD24	2.38816942754352	3.22477522942943	8.09731079034573	8.70722645633529e-07	7.8759863962264e-05	6.07805733818091
ADCY7	1.94081945060791	2.62578151679377	8.13466936746401	8.23384128035398e-07	7.65857023623325e-05	6.01374376298178
LAD1	1.17854902382949	7.0567553968125	8.35044200035476	5.98160479603548e-07	6.33360599638575e-05	6.00791744360592
PNMA3	-3.90603191105672	0.484226288345262	-8.16030899318802	7.92470972244932e-07	7.47064527348736e-05	6.00235269298902
ZNF518B	-1.70344355853354	4.66677106447338	-8.15328411574059	8.00817044078266e-07	7.49865731475166e-05	6.00228911701851
AUTS2	1.60326994887907	3.60318002773007	8.11057404183181	8.53595853551337e-07	7.8661484991104e-05	5.98898804624842
SLC7A11	-1.2530999878039	7.79744687218367	-8.35118688940701	5.97506730696888e-07	6.33360599638575e-05	5.98791416502885
UBAC2	-1.07545811487727	6.4747252698611	-8.29149454257828	6.52366335035271e-07	6.50129650458007e-05	5.97231824296123
SLC22A3	-7.51132502206164	3.72090750389093	-8.00988125241641	9.93082958354341e-07	8.7141468144401e-05	5.90170449602621
UAP1	-1.265971439231	7.26035677536809	-8.27825738871315	6.65236879176498e-07	6.53618657624683e-05	5.90152147917789
NDFIP2	-1.36464411513147	6.16025205835348	-8.19535390252336	7.5218372878616e-07	7.28782457223924e-05	5.89298675818302
CKB	-1.17160830693737	9.83038897208598	-8.30107083135645	6.43219190669217e-07	6.50129650458007e-05	5.8755322316762
DHRS2	3.06480398030584	4.34952224513851	7.94359955245425	1.09786946061465e-06	9.33992360639978e-05	5.84346308454806
BMPR1B	-5.11787172262059	1.44411113788479	-8.16668848811885	7.8497112259064e-07	7.46116148274741e-05	5.83404171260986
PVRL3	2.94599357772061	1.90764069251509	7.92634351223728	1.1270194335192e-06	9.43875382859684e-05	5.81683607178399
PAM	1.83557575338375	3.9462376341924	7.99727615251068	1.01216745106152e-06	8.82610017325643e-05	5.77464591924266
LOC100288152	2.10307700932042	2.45733547699022	7.88830541072399	1.19419453819619e-06	9.80082482171364e-05	5.74311069152852
TNFAIP2	2.18666953872748	3.22868045071515	7.8583505248674	1.25005982118011e-06	0.000100814072977485	5.7205351055367
NAALADL2	-1.32358277045974	5.59083633978299	-8.09604458688105	8.72376531031908e-07	7.8759863962264e-05	5.718496938692
GNG5	0.997407813498921	7.08516647158452	8.16570945282523	7.86117214710342e-07	7.46116148274741e-05	5.7110748697387
HEPACAM	2.92390417482341	-0.00872632953431011	7.82919962472401	1.30707464072946e-06	0.00010480635280148	5.70332409339625
ARID5A	1.96004567048071	3.21462859440915	7.90530127762843	1.16367291000058e-06	9.60684286409945e-05	5.68406852233093
ZNF208	-4.13805930419105	1.28541641296166	-7.9752468801985	1.04645446933716e-06	9.01242762727904e-05	5.65430840152064
STK24	-1.07905981760807	6.24372815344946	-8.05391652701587	9.2933529107259e-07	8.31159357759281e-05	5.64953677902427
TANC1	-1.09991098607559	6.92582315260907	-8.10793338363501	8.56977187403083e-07	7.8661484991104e-05	5.64222438621067
SEMA3B	1.65312500991737	4.08330173681395	7.92473258488174	1.12978203080252e-06	9.43875382859684e-05	5.6380529661917
GPC1	1.33960922288096	4.95481765643311	7.98754757723427	1.02716096703024e-06	8.90121106335772e-05	5.62316093983478
LPAR6	-3.50367816379042	0.549526762168513	-7.78369785502102	1.40160955249105e-06	0.000109625681684698	5.59973435586134
SLC1A5	-1.18057901674451	8.13216626094609	-8.0940533408503	8.7498415382389e-07	7.8759863962264e-05	5.59729828089842
CEBPD	-3.61975597746821	2.80681360190992	-7.74929050553202	1.47786422628419e-06	0.000113137970791861	5.55580306063426
TXNRD2	-1.11432177340285	6.7077160443734	-8.01295617619007	9.88485229335385e-07	8.7141468144401e-05	5.54068903471915
ELFN1	2.58341289902545	1.77038468427966	7.70936096273807	1.57186803887898e-06	0.00011727648598096	5.52942107562428
SESN3	1.25866530644415	7.05343565035967	8.04735774159709	9.38549980293986e-07	8.34054097137688e-05	5.52383826335286
TNS1	2.05433095298089	3.15224942770153	7.71535041179653	1.55737517404403e-06	0.000116819884022916	5.5040502301954
ZNF578	-2.98797912113502	1.42023866411316	-7.67425114711126	1.65973025722488e-06	0.000120607065358341	5.46732709990474
FNIP2	-1.47205781967976	4.35312715611059	-7.77840921874257	1.4130555424053e-06	0.000109625681684698	5.44887725959384
PCDH19	4.54189482225765	-0.1566570072594	7.91642550709339	1.14414165273904e-06	9.50182401131847e-05	5.41117046836098
NXN	1.38769766153141	3.04808176886774	7.79306386704457	1.38157801581307e-06	0.000108902691958328	5.39778367534631
OSMR	2.32949223892006	2.63103671391153	7.62536109545335	1.79078583442382e-06	0.000124925219809406	5.38438823106484
IFITM2	2.47609761655443	2.33653418642585	7.62576326086919	1.78966442030639e-06	0.000124925219809406	5.36008969016777
PLD1	-2.89182801204932	1.12773071779551	-7.60229133191573	1.85636903469056e-06	0.000128218122633677	5.35896705035848
C1orf233	1.35203649651213	5.99231134601775	7.8732668710522	1.22190474754261e-06	9.91163664983399e-05	5.33197266832849
CNTNAP4	5.46280441881327	-1.74761053131501	7.92536117973809	1.12870319842102e-06	9.43875382859684e-05	5.32245336485476
COLCA1	-3.93694099723797	5.50001466254202	-7.68311465083171	1.63707222562068e-06	0.000120273109945527	5.32203520146459
DSC3	-4.8419473363211	0.169249438599722	-7.68279110748576	1.63789355573754e-06	0.000120273109945527	5.32036966159869
VWA8	-1.27560203361887	5.40085176861784	-7.76755048105019	1.43686639145925e-06	0.000110757789467621	5.2860307934886
LOC101928401	-4.65174669658034	-0.32243784666837	-7.81855570570716	1.32856979029413e-06	0.000105921175509621	5.28565516006509
ZNF492	-4.04425088487479	1.13010136269833	-7.73427366738265	1.51250335323915e-06	0.000114546909329554	5.27985034983853
SLC25A30	-1.27362160359065	5.32257136489527	-7.73155595011904	1.51886311826029e-06	0.000114546909329554	5.24704519019301
HMX1	5.29263777182005	-2.10298454768564	7.96964531971801	1.05536667996776e-06	9.03342080914738e-05	5.23734632190961
FADS2	-1.7236537990983	8.7834461671707	-7.87347327326855	1.2215198764883e-06	9.91163664983399e-05	5.21585920496075
PRSS12	5.2783354979122	-0.701154819581286	7.79565616062176	1.37608719895795e-06	0.000108902691958328	5.18929607699094
PLCH2	2.45386659951919	2.11171418170413	7.49073694682047	2.2111451436465e-06	0.000146208042863299	5.18671692679295
OR51E1	-4.31346084249535	-0.172375713219779	-7.611797905941	1.82904242075286e-06	0.000126959203255442	5.16492385121838
ST6GAL1	1.77186595126638	4.06808459325111	7.54694251448546	2.02424073076617e-06	0.000135779839786777	5.15338734856303
ZIK1	-2.60556939612431	2.8787208230503	-7.4656023261858	2.30052350990528e-06	0.000149809489894122	5.150865117002
ZNF676	-4.33488027418272	1.17482769898731	-7.63368411180944	1.76772761351869e-06	0.000124562301332388	5.13781288106547
HOMER2	-1.21861661612829	5.15076850729187	-7.65576573882524	1.70805409628958e-06	0.000122839024491918	5.13729593129588
GPT	2.212596727736	2.56405138157444	7.45517770194863	2.3387012203193e-06	0.000149809489894122	5.13284620932898
PIGZ	2.44338392476303	2.49203054216092	7.43682394390216	2.40754617255102e-06	0.000152682200906508	5.11162818825247
PROSER1	-1.16837173705171	5.99207857232276	-7.68443883977154	1.63371522599033e-06	0.000120273109945527	5.11145303034882
MYBL1	2.19835606316479	3.18607204304366	7.45461704742046	2.34077327959565e-06	0.000149809489894122	5.10091926776971
MACROD1	1.28123565304214	4.9662379907399	7.64767985826988	1.72965550617201e-06	0.000123123232765877	5.0995018939392
ITM2B	-1.16418044907089	7.09634758376787	-7.74661993505303	1.48396277629806e-06	0.000113137970791861	5.06560246969079
TPT1	-0.92921963640919	10.3640569222599	-7.77782675334967	1.41432215476244e-06	0.000109625681684698	5.03451478992833
UFM1	-1.33347786397117	6.24237329435853	-7.65175598068249	1.71873043244973e-06	0.000122972958941224	5.02178406958848
LPCAT2	3.65567359956344	1.11934901494785	7.42072870164638	2.46967426868844e-06	0.00015453404866339	4.99410142312653
MAP9	-1.12616952605613	5.52882400131345	-7.5949249002398	1.87783920215063e-06	0.000129062130780323	4.98331290976562
STARD4	-1.50594152997615	5.4613361363794	-7.54753326143918	2.02236699322295e-06	0.000135779839786777	4.97303718954374
TJP1	-0.958662457399354	7.45598810237022	-7.67784096453536	1.65051397277689e-06	0.000120565292922425	4.94178540816723
ASZ1	5.32194492065142	-0.736844218553834	7.50316264846086	2.16831618346315e-06	0.000144748073644391	4.89093944141829
ASNS	-1.08751991614874	8.72986960947508	-7.6593130754656	1.69866720192395e-06	0.000122796916068616	4.88197877375297
NXPE3	-1.21058603495838	5.17411041164717	-7.48131517665896	2.24421303860152e-06	0.000147694624125323	4.86348325664963
CAMK1D	2.84423372511463	0.67428172520741	7.26964837637073	3.14209712261915e-06	0.000187344183994796	4.84783414786047
PIK3IP1	-1.45637718262189	4.4193613360293	-7.4322422936982	2.42506229117022e-06	0.000153097145187361	4.83123098297457
ZMAT1	3.53048997778072	2.37698203472429	7.25224328133247	3.2311061198464e-06	0.000191337347468853	4.82315540231781
OXCT1	-1.19497025305509	7.23055204974365	-7.58213231925959	1.91574779426562e-06	0.000130382991344361	4.82120537501502
UTP14C	-1.32977451045911	5.37191100960343	-7.46334317223146	2.308741114128e-06	0.000149809489894122	4.81163091753183
HSP90AA1	1.1075393906752	10.5070162743516	7.63584462868696	1.76179332449317e-06	0.000124562301332388	4.80336692845063
NEDD4L	-1.07548964695975	7.4837685031532	-7.58421648821717	1.90951720916828e-06	0.000130382991344361	4.79372877756029
MPZL3	-1.16388174986619	5.17624489880798	-7.44697927759989	2.36919400815641e-06	0.00015093604932328	4.78553573531308
ENDOD1	-1.04014983917676	6.97171777878337	-7.57054131891831	1.95079150062471e-06	0.000132123509789883	4.78326557751749
DDX53	-4.62966269702335	-1.3762747605504	-7.45483037254195	2.33998464802537e-06	0.000149809489894122	4.73051072306167
RPH3AL	1.49609703671927	2.78044811163994	7.3376029290033	2.81851206444392e-06	0.000170233248152041	4.72221689297189
ALDH3B1	2.78918946467783	1.8289548592777	7.17666545297631	3.64948540520053e-06	0.000206144212037886	4.70682377605371
CDC16	-1.17717741868344	5.67739972513977	-7.42065180216408	2.46997511840137e-06	0.00015453404866339	4.69496777896722
MAOA	-1.10566927417043	6.72629542002365	-7.49788811029828	2.18638887760402e-06	0.000145259512477768	4.67483029679309
TSPAN7	4.51762499143372	1.64479527214051	7.15137573015731	3.80189170962484e-06	0.000212175972530743	4.664501546248
SH3BGRL	-1.55128202281753	4.98795294489513	-7.35121948715951	2.75799694738394e-06	0.000168150758605147	4.65257637286439
SLC41A1	0.978520229627557	6.04030310324568	7.45831809783544	2.3271306074271e-06	0.000149809489894122	4.648597619801
