Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
SLC27A2	1.7357829476457	6.89153893868812	9.06995445359353	1.75244719872272e-05	0.0035922920846638	3.57344727882941
LOC100134170	-1.27822188378656	6.31296492473198	-9.08059201385759	1.73739301433483e-05	0.0035922920846638	3.58184754983312
SNRK	1.00522162879251	8.22786803545294	8.93774600591926	1.95219670601557e-05	0.00395109786487125	3.46817361339639
SWAP70	2.07369031229338	6.06471152128224	8.88799954222803	2.03382371374835e-05	0.00406485091989031	3.42814034487814
STK3	0.73735670797814	9.2529676121057	8.83292712923635	2.12865330386678e-05	0.00420185650315136	3.38354893644524
MATN2	1.906234202147	4.87542487304255	8.80415570918673	2.18014616525385e-05	0.00425101915076144	3.36013862378384
GCHFR	1.00083886137346	8.68284267177181	8.63314386388097	2.51637186203882e-05	0.00428013383584209	3.21935002143478
SAP30	-1.25705531940416	6.47391965680742	-8.65760826200989	2.46491287562237e-05	0.00428013383584209	3.2396646262635
H2AFJ	2.00237591783252	9.62635611258198	8.63247167501057	2.5178025425411e-05	0.00428013383584209	3.21879102675013
PAK2	0.883253048005099	7.65461603892734	8.75725855107279	2.26707934218356e-05	0.00428013383584209	3.32181051976047
TRAIP	-1.31110328710951	3.72130565829641	-8.62056208279602	2.54330155315026e-05	0.00428013383584209	3.20887962459913
TNRC6B	0.745828921822521	8.32424364079187	8.67418608682994	2.43070887371248e-05	0.00428013383584209	3.25339721651881
RASD1	1.55478157075843	5.3658359842706	8.7189616717636	2.34093789264179e-05	0.00428013383584209	3.29035451325475
LOC728715	-0.957438178418814	6.90965723066423	-8.65501856526618	2.47030427246615e-05	0.00428013383584209	3.23751697642922
HOXA5	1.29858354596797	7.4421304766565	8.63433773506643	2.51383306838972e-05	0.00428013383584209	3.22034273992186
MPZL2	-1.14471044084026	5.18382200657262	-8.61134112010881	2.56324157732541e-05	0.00428013383584209	3.20119619613192
NACC2	1.07112823420038	4.84509913147152	8.76500302904337	2.25246108494381e-05	0.00428013383584209	3.3281544586174
GGCT	-0.719809689368726	10.3071695273947	-8.6493457573876	2.4821602257209e-05	0.00428013383584209	3.23281019748914
POLE4	-0.774708071609368	10.8719083896104	-8.50002207599166	2.81821043156642e-05	0.00464434830199659	3.1077762328806
OAF	-0.673790525545797	7.1177343535968	-8.47648333133616	2.87566753328953e-05	0.00464434830199659	3.08786440427217
LOC100132032	-1.07621853544544	6.18196040541932	-8.47673770597058	2.87503968979464e-05	0.00464434830199659	3.08807988076117
TSPAN31	0.823687172597212	7.77366519851416	8.43246465375572	2.98664709659344e-05	0.00466672474187517	3.05047899233193
MB	-0.733514571441297	7.29509373451547	-8.45502529473251	2.92918333603213e-05	0.00466672474187517	3.06966427626568
CDCA1	-0.787662521753942	5.02567533599738	-8.4421679538868	2.96177968423513e-05	0.00466672474187517	3.05873684285022
JMJD1C	0.796179021051183	6.61761090166371	8.42487067914028	3.00627086380101e-05	0.00466672474187517	3.04400962301358
LPXN	-1.69743750069952	8.12869799712916	-8.40059313180022	3.06997592390562e-05	0.0047197927930122	3.02328824936736
C20orf177	1.11404859195655	7.71307490643102	8.35265478591608	3.20022662295035e-05	0.00482720976173142	2.98219612427476
DDEF2	0.854882344720215	7.77505365737255	8.35267315171725	3.20017555947606e-05	0.00482720976173142	2.9822119120509
C1orf218	2.12821465472918	7.38489887669686	8.30749129189569	3.32858344583599e-05	0.00483824733777016	2.94326779381515
STAG3L4	0.890889675220216	6.70063274063875	8.26744903774488	3.44718758513603e-05	0.00496550290979639	2.90857823711554
NDUFA3	0.634843000052725	11.1453720960195	8.22176602249073	3.58827447679045e-05	0.00512258219726808	2.86879924994971
KLHL5	0.814871308247718	7.99097782609739	8.18080529326443	3.72025305363268e-05	0.00517244574561156	2.83294737240307
PRAC	1.4571608060752	11.8616129309557	8.18443424127627	3.70834499009156e-05	0.00517244574561156	2.8361307843071
PALM	2.70099101231804	4.76483933227994	8.14421333877803	3.84273150867529e-05	0.00529667535277665	2.80077062689165
OPRL1	1.4634054228044	4.77129650942032	8.07914906329003	4.07174108967674e-05	0.00540956026671659	2.74320786905659
KRBA1	0.763224514733147	6.89588176378749	8.07714183386056	4.07904331095289e-05	0.00540956026671659	2.74142491659712
GLRX2	-1.09515417020891	6.78859718302058	-8.04591121767375	4.19455485951027e-05	0.0054972735777631	2.71362848145077
NHEDC2	-2.64622524620765	3.13252546442317	-8.0361888721368	4.23125317435624e-05	0.00550028512234	2.70495394456681
FANCE	-0.740681912622545	7.46231785979974	-7.9184308242539	4.7052702526185e-05	0.00601860528552938	2.59907832213844
LRRC49	0.765772243452643	6.70599841100926	7.90749250414475	4.75221339258677e-05	0.00603040793127539	2.58916737082517
RICS	1.23107875032452	6.59498869971747	7.87047271816094	4.91499091247106e-05	0.00613951482027342	2.55552750963505
EDA	-1.7487652392332	3.77965998692079	-7.87709574817371	4.88541985319892e-05	0.00613951482027342	2.5615568887171
RFX3	1.07683476151572	4.18861429006993	7.83304249494373	5.08589564628577e-05	0.00629344311679476	2.52136159926599
COBLL1	1.0717562460289	9.29327020595097	7.82639337557622	5.11694042894064e-05	0.00629344311679476	2.51527618760022
ZNF165	-1.01889714562733	6.99729147350088	-7.79219516200415	5.27997424268219e-05	0.00644438993635462	2.48389992273756
DLGAP5	-0.630909740730704	8.3761792240247	-7.71258072513399	5.6823396657422e-05	0.00679791850494328	2.41035028745011
GALK1	1.65905784945993	7.85490000491267	7.70976633451189	5.69717355470886e-05	0.00679791850494328	2.4077372902588
C17orf58	-1.02151284655636	8.53094900139439	-7.67220324990771	5.89933068992884e-05	0.00695462397627167	2.37277666788759
BRP44	-0.664525021225055	11.032133684474	-7.66926122766497	5.91549728421382e-05	0.00695462397627167	2.370031744411
RIMS3	1.31144079188269	4.5822174863708	7.65079612317771	6.01809426411045e-05	0.00702359921086583	2.35278130185581
MYH10	0.711430266449026	10.5761112360875	7.64290315399257	6.06255108022935e-05	0.00702421226244834	2.34539573988163
HRASLS3	2.44658468710756	8.40631779939911	7.63494455375279	6.10774700465079e-05	0.00702566668038572	2.33794159593132
TSPAN13	1.22362506603028	9.43312679951956	7.62587323272807	6.15971862356525e-05	0.00703085267866425	2.32943647012142
POLD4	0.879761366092016	6.03498570750603	7.58378671461099	6.407351280199e-05	0.00721458729711984	2.28985394247366
UBE2T	-0.618828189742313	9.78520727877646	-7.56172363715202	6.5415681144109e-05	0.0072634119848136	2.26902246530469
CP110	-0.742901623588797	7.46086348153346	-7.5670949170506	6.50860788448901e-05	0.0072634119848136	2.2740990612499
MTHFD2	-0.71793290316652	8.9056615643991	-7.55030242563681	6.61227052665515e-05	0.00729128230694408	2.25821681849094
SERPINI1	1.65996178863581	6.57323626818965	7.53564166693951	6.70427317175842e-05	0.00734209751666064	2.24432418792322
CCDC92	0.763946746569304	7.57114994709029	7.51729034772114	6.82144354880746e-05	0.0074195959797199	2.22689936735308
STX19	0.801454835810069	8.48233758003669	7.47377695987956	7.10845781075786e-05	0.00767953594163564	2.18542675917847
NPM3	-0.65755117280266	9.62468811838466	-7.41115581627661	7.5453071767754e-05	0.00804279442996413	2.12535484869949
NPHP4	-0.944038513914005	4.8811501435792	-7.37676106100133	7.79786134398976e-05	0.00811244743067296	2.09216426438082
DNAJC12	0.650352775823513	8.32233880235911	7.37465835417646	7.81360250374404e-05	0.00811244743067296	2.09013064426048
MSH5	-0.873284169879549	4.47331638083771	-7.38241957193226	7.75567532583644e-05	0.00811244743067296	2.09763426301816
RNF34	0.622090908273117	9.33746609491357	7.34501043735398	8.03934384891984e-05	0.00818732922295409	2.06140109992898
HIST1H2AC	1.17157217547966	7.23257089274368	7.34893814985393	8.0090265061225e-05	0.00818732922295409	2.06521313796947
CCDC34	-0.823822427023257	8.40687208620547	-7.34724030802214	8.0221162724757e-05	0.00818732922295409	2.0635655238114
NFKB1	-0.930308661994145	10.3162313811278	-7.32309491913977	8.21085955634372e-05	0.00830206699763539	2.04009734420501
LOC731950	0.979779119011875	6.70768176463076	7.31742959569629	8.25585497919836e-05	0.00830206699763539	2.03458086295248
HOXB13	0.759284726848738	8.26335253676046	7.29723445571763	8.41848826754354e-05	0.00841270055685961	2.01488513360227
RPS6KA5	-0.57517405146766	7.46536644048036	-7.2877331113416	8.49622962141759e-05	0.00843765313148111	2.0056018833304
PIGN	0.590675554950998	8.59940661587106	7.22787117653816	9.00471957937578e-05	0.00880537716874254	1.94686472198518
CTSF	0.898730083463591	7.63679776273948	7.22604707925375	9.02073500635911e-05	0.00880537716874254	1.94506811934931
LOC401805	1.71513385530399	5.65219166547524	7.22479790077801	9.03172090608404e-05	0.00880537716874254	1.94383753775989
PELI2	1.5242049363848	4.67425161347809	7.15842549159252	9.63732142920784e-05	0.00933885650494571	1.87818109117856
TUBB3	1.2197867576188	6.79160046060591	7.15107953136204	9.70706848178869e-05	0.00934977819007948	1.87088141729642
CLSTN1	0.657636590009147	10.1586562566711	7.13769083092636	9.83563231620152e-05	0.00941688174273929	1.85756011311964
ADRA2A	1.11941808318921	4.8504035490939	7.1026742216137	0.000101808864436515	0.00957542313809078	1.82261591110044
CDC2	-0.669904153089338	10.224577029291	-7.11088539281121	0.000100987377210082	0.00957542313809078	1.83082361607881
GAR1	-0.712806773948401	7.33802683050969	-7.10370042553	0.000101705794132166	0.00957542313809078	1.8236421352233
OXCT1	0.634848471269144	6.81427984146242	7.09649247044093	0.000102432203192314	0.00957771050784745	1.81643129632447
COG3	0.734412979783126	6.69688434775416	7.07962252623196	0.000104154908378194	0.00968216761662178	1.79952957984114
EPHX1	-0.62527790947066	7.91338899347036	-7.07149384624219	0.000104996421830867	0.009703975656958	1.7913730531281
PITPNM1	0.68660645110762	6.51770858034284	7.06418206802045	0.00010575980381759	0.00971835346689334	1.7840292503547
PMS2L4	0.917461279965135	8.02658578293238	7.04093858067294	0.000108227656030954	0.00988829709873674	1.76063999230309
C12orf24	-0.553558557635244	9.6102922944644	-7.03203290331788	0.000109190051566391	0.00991954394599449	1.75166070515582
LNX2	0.930462079126787	6.8196126705226	7.00205391946311	0.000112500059174566	0.0101625053454358	1.72136141333547
RFC3	-1.62552116357239	3.87539101380718	-6.99537990590569	0.000113251971614815	0.0101729537873554	1.71460084147592
P2RX2	1.29589869628533	3.21141957764035	6.95737388328945	0.000117641343587853	0.0103349859484955	1.67599566231013
PEX10	-1.08146277554914	5.64563305989494	-6.95749832530192	0.000117626667728777	0.0103349859484955	1.67612236167172
FUCA1	0.701038829520913	8.12299985994806	6.93911001020622	0.000119817407833831	0.0104266328093278	1.65737937525385
CREB1	0.776564435878091	3.38209841165556	6.93768738248706	0.000119988769586361	0.0104266328093278	1.65592753477447
PTGFR	1.76548954713172	4.97115631884483	6.92557674276811	0.000121458584619912	0.0104973043756096	1.64355788287567
TMEM181	0.721800110725466	9.155126903416	6.9146601932334	0.000122800572470799	0.0105562277055678	1.63239200073101
SLC2A8	0.735211168889104	8.87429283946196	6.88277502959566	0.000126815165771263	0.0107282946323636	1.59969226473426
MMD	1.07840773065523	7.87688793203278	6.88605534944679	0.000126395517111565	0.0107282946323636	1.60306233302428
HOXC6	0.749518570656928	10.2324394262482	6.89246830234324	0.000125579545532832	0.0107282946323636	1.6096467990142
SLC37A3	0.690892802981204	8.10100020907917	6.87388561196266	0.000127960153917996	0.0107681836894465	1.59055276744239
SLC25A37	-0.678767549583476	7.88431822512796	-6.84762076692072	0.000131410542661488	0.0108305317866728	1.56349030757586
SCPEP1	0.791894124823721	8.32661020695832	6.85720251158361	0.000130140009278864	0.0108305317866728	1.57337321114841
CHD6	1.0245637802007	5.06454702284337	6.8512789319002	0.00013092385946765	0.0108305317866728	1.56726483176913
PHCA	1.28408196383632	7.41368660966115	6.85615893237554	0.000130277725388864	0.0108305317866728	1.57229739958592
LOC652455	0.700152544135525	5.02932521924197	6.83900872160493	0.000132564214887462	0.0108695858042853	1.55459758794481
CCND1	0.67650195904207	10.9323384072489	6.81934782389236	0.000135240224352038	0.0110324283018609	1.5342604076034
LOC653820	-1.09903784780087	7.12498571960118	-6.80461630359021	0.000137284479818948	0.0110860684233594	1.51898972603988
MARCKSL1	0.610039124489757	11.2065739133505	6.80509624235517	0.000137217343689089	0.0110860684233594	1.51948766874029
HACL1	0.629336916497647	9.73908050404652	6.79651682444312	0.000138422972928084	0.0111218337394328	1.51058195086557
MCOLN2	-0.984587352348051	7.69003250242934	-6.79071991446148	0.000139244221140013	0.0111318792590383	1.50455921490634
PDLIM5	0.75774090631144	4.72276290618304	6.77632529145333	0.000141306915848813	0.0111413577530863	1.48958513796246
FBXO44	1.07891456477735	3.69188176666303	6.77713481677581	0.000141190021144678	0.0111413577530863	1.49042795857161
MARK1	0.888663127829815	4.3145784364041	6.77531310286688	0.000141453225584872	0.0111413577530863	1.48853119989009
RER1	-0.654583065887031	9.59580059827623	-6.76897767508228	0.000142372814255278	0.0111588182702335	1.48193145651228
C11orf52	0.723475892536971	5.28612046350126	6.72268726836711	0.000149296054740301	0.011454086889077	1.43355242950411
SNORD36A	-0.885241544445198	6.73207175522876	-6.7333027757679	0.000147676093385718	0.011454086889077	1.44467142001602
CEP152	-0.685606351152029	5.81150254475481	-6.71991758308769	0.000149721943824948	0.011454086889077	1.4306489758217
NDRG3	0.766670230625497	7.52407107836775	6.73038252146869	0.000148119786773068	0.011454086889077	1.44161411800722
NDUFAF2	-0.628857626778784	9.5728316054762	-6.70655180723793	0.000151796148554402	0.0115574696154111	1.41662366135933
NEK2	-0.787986815692205	6.23209800433721	-6.70021705539316	0.000152790307769793	0.0115780295304797	1.40996820516075
LOC149448	-0.795395256669692	5.69878551208994	-6.68026118120483	0.000155969497303897	0.01172821254406	1.38896786842985
UCHL5	-0.637973940768267	8.64738952618215	-6.66659404430445	0.000158189004491181	0.011819084078549	1.37455542741463
DSC2	1.53670247680807	7.54620537907104	6.64720025775145	0.000161398672878	0.0120028064216109	1.35406210929791
OPTN	1.94634622270482	4.16262246595793	6.62208384155901	0.000165662919887458	0.0122628908614841	1.32744840198681
NMU	-0.762753888238144	7.69487089911677	-6.61618358399749	0.000166682630030906	0.0122815141546735	1.32118437735412
PVRL2	1.21837832060371	5.63802289925017	6.59643502862848	0.000170146467668563	0.0124222459888249	1.300184899935
VRK2	-0.83653324861098	5.03008057684463	-6.59184186015336	0.000170963451546823	0.0124251573944643	1.29529341329026
PTPN12	0.7316901885338	6.52341234090574	6.58102933640517	0.000172903837457824	0.0125093188104667	1.2837676294401
KIAA1147	0.604379084822221	9.26692175737722	6.57484754765266	0.000174024131228261	0.0125336569108499	1.27717110432728
SELENBP1	0.97908376150184	9.63323769727534	6.55711010011981	0.000177283374453407	0.0125424065227236	1.25821554886949
ZNF695	-1.391194613426	4.85368267116772	-6.55826006172263	0.000177070037336044	0.0125424065227236	1.25944574809938
TGFBR3	-1.07564197532903	6.64147884856997	-6.55743066163408	0.000177223876391662	0.0125424065227236	1.25855849494242
MPST	-0.804401643993531	5.09965224095197	-6.56674965097693	0.000175503826008589	0.0125424065227236	1.26852226349287
TMEM38B	1.3641866741532	8.88970521161295	6.52100193091757	0.000184128684160005	0.0129693107094023	1.21949854897858
HES4	0.789669306019278	9.58893290082912	6.51060582646053	0.000186153323039245	0.0130148887540074	1.20831912205607
TBC1D4	0.868397707958714	5.27624586986277	6.49474551596418	0.000189289660536602	0.0130148887540074	1.1912359624854
FAM111B	-2.56676303968591	4.07877449529616	-6.50044991659914	0.000188154957240591	0.0130148887540074	1.19738405181187
VEZT	0.633088107271286	8.48853376487433	6.4986307224661	0.000188516008083155	0.0130148887540074	1.19542383332811
SEPT5	1.08431713926905	7.7982995593499	6.49289336820866	0.000189659708529848	0.0130148887540074	1.18923881827638
SLCO1B1	-0.975203465163738	3.28844274184491	-6.46921512974036	0.000194461557674223	0.0132308333857581	1.16366642045539
MOSC1	-0.581112239920754	10.2643969860052	-6.47020459462545	0.00019425823102971	0.0132308333857581	1.16473654382001
CAV2	1.78571767209082	3.27568880484302	6.45985792307285	0.000196396049029324	0.0133058323217367	1.15353993811587
MYB	0.866111015607723	5.31267610463937	6.45171449884275	0.000198096911407143	0.0133082836827261	1.14471744751769
CCDC28B	0.757543124361433	6.35185254558011	6.45523110368404	0.000197360434186755	0.0133082836827261	1.14852839028763
PARP2	-0.754899377397673	7.71490916888114	-6.43110570201543	0.000202474464049653	0.0134890175237079	1.12235022764195
C7orf68	-0.687160250404812	8.11658236931029	-6.40492764456835	0.000208189738034096	0.0135929284406289	1.09385590795661
RBM34	-0.775611040175297	7.66374373859643	-6.41493176819966	0.000205984841965346	0.0135929284406289	1.10475614288724
RNF135	-0.525148818610344	7.36107318551748	-6.41312073424154	0.000206382072712869	0.0135929284406289	1.10278389063828
GCLM	-0.846649568581994	8.63319057618896	-6.40449845251507	0.000208284912624559	0.0135929284406289	1.09338796838268
CCDC15	-0.614261431087412	5.37894435710277	-6.40734202099393	0.000207655237005537	0.0135929284406289	1.09648778994617
STBD1	-0.712378896132801	6.34312864460556	-6.3510038947623	0.00022053231914703	0.0142574952518884	1.03486819824755
BTN3A2	-1.5414728479241	4.32589244742287	-6.34466748674846	0.000222034918864232	0.0142574952518884	1.02791076801532
ZNF671	0.969729376243317	5.20758665279699	6.34933035368963	0.000220928084743667	0.0142574952518884	1.03303116787131
STMN1	-0.684563307534563	6.68676065542225	-6.34682437312092	0.000221522175495133	0.0142574952518884	1.03027966240688
ASNS	-0.572872971964009	8.62042812937367	-6.33980391238893	0.000223195920291704	0.0142747182781762	1.02256680633545
NAPEPLD	0.846465237416023	5.1753502338484	6.32438057190469	0.000226922221602369	0.0144552167378497	1.00559869866912
PRIM1	-0.756936206564727	8.69110835395795	-6.31762894608941	0.000228574985567457	0.0145027200168177	0.998160610276249
S100A13	0.660804909466431	7.24607770613247	6.29087548402328	0.000235255941850992	0.014867617605753	0.968625622493995
LOC100133489	-0.887181788028307	7.33622690954201	-6.28239319710567	0.000237418928599256	0.0149452411392658	0.95924093281929
PASK	-0.823205518166844	7.06574634663749	-6.27488102135947	0.000239352866858296	0.0149492694851457	0.950921301610885
SPHK2	0.714811138198462	9.0331586090353	6.21971137186904	0.000254099921290198	0.0152739972618732	0.889583255518764
LOC652800	-1.81128776805309	3.47792932453072	-6.22586403735603	0.000252406659401624	0.0152739972618732	0.896444677693762
C7orf23	-0.556713708330825	7.70335606806954	-6.23905765262578	0.000248817472156422	0.0152739972618732	0.91114046789595
TTC27	-0.554077496958267	8.0062969698784	-6.22275102708589	0.000253261823712613	0.0152739972618732	0.892973719294819
NRSN2	0.59043586969604	7.76201441968868	6.23407418908562	0.00025016651360499	0.0152739972618732	0.905592435992363
PRKAA1	0.722958837168554	7.58854169316799	6.22410748465923	0.000252888803723862	0.0152739972618732	0.894486313524835
PKMYT1	-0.692265004401363	4.02094394924223	-6.22588371473443	0.000252401264035985	0.0152739972618732	0.896466613399164
TRPC4AP	0.617440814757688	7.95728733704772	6.22732393358305	0.000252006713726447	0.0152739972618732	0.898071977277926
ITPRIP	-0.654986250213756	5.72807207961912	-6.21969334209604	0.000254104901598491	0.0152739972618732	0.88956314109938
PARP8	2.01712061825489	5.40435674788244	6.21456978418137	0.000255524537906658	0.0153018046314215	0.883845359552088
EXTL2	-0.590470275560343	7.37812775814104	-6.20581389800737	0.000257970910776773	0.0153906600463053	0.87406555152368
C4orf46	-0.836283553845403	5.60780132239422	-6.18488173713126	0.000263924648439925	0.0156292266811332	0.850642418588196
SCLT1	-1.34527669949343	4.00372832109102	-6.17465299320415	0.000266888991541652	0.0157464505009575	0.839174267482255
