id	type	logFC
hsa_circ_0037511	circRNA	-0.693751860333333
hsa-miR-580-3p	miRNA	1.55472370270128
hsa_circ_0003438	circRNA	-1.26014661691111
hsa_circ_0004134	circRNA	-1.1247908696
hsa_circ_0078605	circRNA	-1.40557053746667
hsa-miR-671-5p	miRNA	0.981545332257005
hsa_circ_0103272	circRNA	-0.938404690833333
hsa-miR-939-5p	miRNA	2.10701997701662
B4GALT1	mRNA	-0.452821217787287
SPARC	mRNA	-0.482939190363587
hsa_circ_0063329	circRNA	-1.64883065106667
hsa_circ_0063526	circRNA	-0.883024841666664
